OpenPorchSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
158|logSalePrice|3|3|35.75|11.92|11.91|11.92|11.92|1|33.33|0.07|0.27|0|0.0|0|0.0|3|100.0|0|0.0|3|11.65|12.19|0.54|11.78|12.05|0.27|0.0|-1.5
159|logSalePrice|1|1|12.35|12.35|12.35|12.35|12.35|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.35|12.35|0.0|12.35|12.35|0.0|0.0|-3.0
160|logSalePrice|3|2|24.03|12.02|12.0|12.02|12.55|1|33.33|0.58|0.76|0|0.0|0|0.0|2|66.67|1|33.33|2|11.48|12.55|1.08|11.75|12.28|0.54|0.0|-2.0
162|logSalePrice|3|2|24.09|12.04|12.04|12.04||1|33.33|0.07|0.26|0|0.0|0|0.0|2|66.67|1|33.33|2|11.86|12.23|0.37|11.95|12.14|0.19|0.0|-2.0
164|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
165|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
166|logSalePrice|7|3|35.7|11.9|11.9|11.9||4|57.14|0.0|0.02|0|0.0|0|0.0|3|42.86|4|57.14|3|11.88|11.93|0.05|11.89|11.91|0.02|0.05|-1.5
168|logSalePrice|5|4|49.05|12.26|12.26|12.27|12.48|1|20.0|0.04|0.21|0|0.0|0|0.0|4|80.0|1|20.0|4|12.04|12.48|0.44|12.12|12.41|0.3|-0.03|-1.74
169|logSalePrice|4|2|24.13|12.07|12.07|12.07||2|50.0|0.0|0.05|0|0.0|0|0.0|2|50.0|2|50.0|2|12.03|12.1|0.07|12.05|12.08|0.03|0.0|-2.0
170|logSalePrice|2|1|12.52|12.52|12.52|12.52|12.52|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
171|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
172|logSalePrice|7|2|23.51|11.75|11.75|11.75||5|71.43|0.06|0.24|0|0.0|0|0.0|2|28.57|5|71.43|2|11.58|11.93|0.34|11.67|11.84|0.17|0.0|-2.0
173|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
174|logSalePrice|2|1|12.48|12.48|12.48|12.48|12.48|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.48|12.48|0.0|12.48|12.48|0.0|0.0|-3.0
175|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
176|logSalePrice|3|1|11.7|11.7|11.7|11.7||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.7|11.7|0.0|11.7|11.7|0.0|0.0|-3.0
177|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
178|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
180|logSalePrice|4|1|12.18|12.18|12.18|12.18||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.18|12.18|0.0|12.18|12.18|0.0|0.0|-3.0
182|logSalePrice|3|1|12.48|12.48|12.48|12.48||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.48|12.48|0.0|12.48|12.48|0.0|0.0|-3.0
183|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
184|logSalePrice|3|2|24.19|12.09|12.09|12.09|12.37|1|33.33|0.15|0.39|0|0.0|0|0.0|2|66.67|1|33.33|2|11.82|12.37|0.55|11.96|12.23|0.27|-0.0|-2.0
185|logSalePrice|1|1|12.54|12.54|12.54|12.54|12.54|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.54|12.54|0.0|12.54|12.54|0.0|0.0|-3.0
187|logSalePrice|1|1|12.34|12.34|12.34|12.34|12.34|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.34|12.34|0.0|12.34|12.34|0.0|0.0|-3.0
188|logSalePrice|2|1|11.68|11.68|11.68|11.68|11.68|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.68|11.68|0.0|11.68|11.68|0.0|0.0|-3.0
189|logSalePrice|4|1|12.06|12.06|12.06|12.06||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.06|12.06|0.0|12.06|12.06|0.0|0.0|-3.0
190|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
191|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
192|logSalePrice|9|3|36.43|12.14|12.14|12.28||6|66.67|0.1|0.32|0|0.0|0|0.0|3|33.33|6|66.67|3|11.78|12.38|0.6|12.03|12.33|0.3|-0.63|-1.5
193|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
194|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
195|logSalePrice|3|1|12.47|12.47|12.47|12.47||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.47|12.47|0.0|12.47|12.47|0.0|0.0|-3.0
197|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
198|logSalePrice|2|2|23.71|11.85|11.85|11.85|12.15|1|50.0|0.18|0.43|0|0.0|0|0.0|2|100.0|0|0.0|2|11.55|12.15|0.6|11.7|12.0|0.3|-0.0|-2.0
199|logSalePrice|1|1|11.94|11.94|11.94|11.94|11.94|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.94|11.94|0.0|11.94|11.94|0.0|0.0|-3.0
200|logSalePrice|2|1|11.68|11.68|11.68|11.68||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.68|11.68|0.0|11.68|11.68|0.0|0.0|-3.0
201|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
203|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
204|logSalePrice|3|2|24.82|12.41|12.41|12.41||1|33.33|0.08|0.29|0|0.0|0|0.0|2|66.67|1|33.33|2|12.21|12.61|0.4|12.31|12.51|0.2|0.0|-2.0
205|logSalePrice|1|1|11.76|11.76|11.76|11.76|11.76|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.76|11.76|0.0|11.76|11.76|0.0|0.0|-3.0
207|logSalePrice|2|1|12.5|12.5|12.5|12.5||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.5|12.5|0.0|12.5|12.5|0.0|0.0|-3.0
208|logSalePrice|3|1|12.1|12.1|12.1|12.1||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
210|logSalePrice|2|1|12.43|12.43|12.43|12.43|12.43|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.43|12.43|0.0|12.43|12.43|0.0|0.0|-3.0
211|logSalePrice|4|2|24.19|12.09|12.09|12.09||2|50.0|0.16|0.4|0|0.0|0|0.0|2|50.0|2|50.0|2|11.81|12.38|0.56|11.95|12.24|0.28|0.0|-2.0
213|logSalePrice|1|1|11.96|11.96|11.96|11.96|11.96|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.96|11.96|0.0|11.96|11.96|0.0|0.0|-3.0
215|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
216|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
217|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
222|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
224|logSalePrice|2|1|12.18|12.18|12.18|12.18|12.18|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.18|12.18|0.0|12.18|12.18|0.0|0.0|-3.0
225|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
226|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
228|logSalePrice|4|1|12.26|12.26|12.26|12.26||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.26|12.26|0.0|12.26|12.26|0.0|0.0|-3.0
230|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
231|logSalePrice|1|1|12.39|12.39|12.39|12.39|12.39|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.39|12.39|0.0|12.39|12.39|0.0|0.0|-3.0
234|logSalePrice|3|3|36.35|12.12|12.11|12.07|12.01|1|33.33|0.02|0.14|0|0.0|0|0.0|3|100.0|0|0.0|3|12.01|12.27|0.26|12.04|12.17|0.13|0.58|-1.5
235|logSalePrice|3|1|12.33|12.33|12.33|12.33||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.33|12.33|0.0|12.33|12.33|0.0|0.0|-3.0
236|logSalePrice|2|1|12.52|12.52|12.52|12.52||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
238|logSalePrice|2|1|12.21|12.21|12.21|12.21||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.21|12.21|0.0|12.21|12.21|0.0|0.0|-3.0
240|logSalePrice|6|2|24.05|12.03|12.03|12.03||4|66.67|0.03|0.18|0|0.0|0|0.0|2|33.33|4|66.67|2|11.9|12.15|0.26|11.96|12.09|0.13|0.0|-2.0
241|logSalePrice|2|1|12.25|12.25|12.25|12.25|12.25|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.25|12.25|0.0|12.25|12.25|0.0|0.0|-3.0
243|logSalePrice|1|1|12.39|12.39|12.39|12.39|12.39|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.39|12.39|0.0|12.39|12.39|0.0|0.0|-3.0
244|logSalePrice|1|1|12.1|12.1|12.1|12.1|12.1|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
245|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
246|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
247|logSalePrice|1|1|12.0|12.0|12.0|12.0|12.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.0|12.0|0.0|12.0|12.0|0.0|0.0|-3.0
250|logSalePrice|1|1|12.37|12.37|12.37|12.37|12.37|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.37|12.37|0.0|12.37|12.37|0.0|0.0|-3.0
251|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
252|logSalePrice|1|1|12.51|12.51|12.51|12.51|12.51|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.51|12.51|0.0|12.51|12.51|0.0|0.0|-3.0
253|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
254|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
256|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
258|logSalePrice|1|1|12.24|12.24|12.24|12.24|12.24|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.24|12.24|0.0|12.24|12.24|0.0|0.0|-3.0
262|logSalePrice|1|1|12.35|12.35|12.35|12.35|12.35|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.35|12.35|0.0|12.35|12.35|0.0|0.0|-3.0
263|logSalePrice|1|1|12.14|12.14|12.14|12.14|12.14|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.14|12.14|0.0|12.14|12.14|0.0|0.0|-3.0
265|logSalePrice|3|1|11.77|11.77|11.77|11.77||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.77|11.77|0.0|11.77|11.77|0.0|0.0|-3.0
266|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
273|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
274|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
276|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
278|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
282|logSalePrice|1|1|12.51|12.51|12.51|12.51|12.51|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.51|12.51|0.0|12.51|12.51|0.0|0.0|-3.0
285|logSalePrice|1|1|11.7|11.7|11.7|11.7|11.7|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.7|11.7|0.0|11.7|11.7|0.0|0.0|-3.0
287|logSalePrice|1|1|11.59|11.59|11.59|11.59|11.59|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
288|logSalePrice|1|1|11.77|11.77|11.77|11.77|11.77|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.77|11.77|0.0|11.77|11.77|0.0|0.0|-3.0
291|logSalePrice|1|1|11.76|11.76|11.76|11.76|11.76|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.76|11.76|0.0|11.76|11.76|0.0|0.0|-3.0
299|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
304|logSalePrice|2|1|12.01|12.01|12.01|12.01|12.01|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
312|logSalePrice|4|2|24.19|12.09|12.09|12.09||2|50.0|0.1|0.31|0|0.0|0|0.0|2|50.0|2|50.0|2|11.87|12.32|0.44|11.98|12.21|0.22|-0.0|-2.0
319|logSalePrice|1|1|11.82|11.82|11.82|11.82|11.82|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.82|11.82|0.0|11.82|11.82|0.0|0.0|-3.0
324|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
341|logSalePrice|2|1|12.0|12.0|12.0|12.0|12.0|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.0|12.0|0.0|12.0|12.0|0.0|0.0|-3.0
365|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
368|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
372|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
382|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
406|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
418|logSalePrice|1|1|12.04|12.04|12.04|12.04|12.04|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.04|12.04|0.0|12.04|12.04|0.0|0.0|-3.0
444|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
484|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
570|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
742|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
