1stFlrSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
806|logSalePrice|3|1|12.03|12.03|12.03|12.03||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
807|logSalePrice|2|2|24.22|12.11|12.11|12.11|12.1|1|50.0|0.0|0.01|0|0.0|0|0.0|2|100.0|0|0.0|2|12.1|12.12|0.02|12.11|12.11|0.01|0.0|-2.0
808|logSalePrice|6|3|35.66|11.89|11.89|11.81||3|50.0|0.03|0.18|0|0.0|0|0.0|3|50.0|3|50.0|3|11.76|12.09|0.33|11.78|11.95|0.17|0.63|-1.5
810|logSalePrice|7|4|47.84|11.96|11.96|11.96||3|42.86|0.1|0.32|0|0.0|0|0.0|4|57.14|3|42.86|4|11.58|12.33|0.75|11.78|12.14|0.36|-0.03|-1.31
811|logSalePrice|2|2|23.54|11.77|11.77|11.77|12.1|1|50.0|0.22|0.47|0|0.0|0|0.0|2|100.0|0|0.0|2|11.44|12.1|0.66|11.61|11.94|0.33|-0.0|-2.0
812|logSalePrice|2|1|12.01|12.01|12.01|12.01||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
813|logSalePrice|3|1|11.61|11.61|11.61|11.61||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.61|11.61|0.0|11.61|11.61|0.0|0.0|-3.0
814|logSalePrice|1|1|12.28|12.28|12.28|12.28|12.28|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.28|12.28|0.0|12.28|12.28|0.0|0.0|-3.0
815|logSalePrice|1|1|11.88|11.88|11.88|11.88|11.88|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.88|11.88|0.0|11.88|11.88|0.0|0.0|-3.0
816|logSalePrice|18|9|105.27|11.7|11.7|11.7||9|50.0|0.01|0.1|0|0.0|0|0.0|9|50.0|9|50.0|9|11.51|11.84|0.32|11.65|11.77|0.13|-0.47|-0.5
818|logSalePrice|2|1|11.65|11.65|11.65|11.65|11.65|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.65|11.65|0.0|11.65|11.65|0.0|0.0|-3.0
819|logSalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
820|logSalePrice|2|2|23.54|11.77|11.77|11.77|11.95|1|50.0|0.07|0.26|0|0.0|0|0.0|2|100.0|0|0.0|2|11.59|11.95|0.37|11.68|11.86|0.18|0.0|-2.0
821|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
822|logSalePrice|2|1|12.24|12.24|12.24|12.24|12.24|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.24|12.24|0.0|12.24|12.24|0.0|0.0|-3.0
824|logSalePrice|2|1|12.28|12.28|12.28|12.28|12.28|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.28|12.28|0.0|12.28|12.28|0.0|0.0|-3.0
825|logSalePrice|7|2|23.53|11.77|11.77|11.77||5|71.43|0.0|0.04|0|0.0|0|0.0|2|28.57|5|71.43|2|11.74|11.79|0.06|11.75|11.78|0.03|-0.0|-2.0
827|logSalePrice|4|2|23.85|11.92|11.92|11.92||2|50.0|0.23|0.48|0|0.0|0|0.0|2|50.0|2|50.0|2|11.59|12.26|0.68|11.76|12.09|0.34|0.0|-2.0
828|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
829|logSalePrice|1|1|11.94|11.94|11.94|11.94|11.94|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.94|11.94|0.0|11.94|11.94|0.0|0.0|-3.0
830|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
831|logSalePrice|4|1|12.18|12.18|12.18|12.18||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.18|12.18|0.0|12.18|12.18|0.0|0.0|-3.0
832|logSalePrice|13|7|83.83|11.98|11.97|12.0||6|46.15|0.09|0.31|0|0.0|0|0.0|7|53.85|6|46.15|7|11.57|12.48|0.92|11.78|12.11|0.34|0.25|-0.73
833|logSalePrice|6|3|35.29|11.76|11.76|11.67||3|50.0|0.04|0.2|0|0.0|0|0.0|3|50.0|3|50.0|3|11.63|11.99|0.36|11.65|11.83|0.18|0.67|-1.5
834|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
835|logSalePrice|3|1|11.33|11.33|11.33|11.33||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.33|11.33|0.0|11.33|11.33|0.0|0.0|-3.0
836|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
838|logSalePrice|2|1|11.78|11.78|11.78|11.78|11.78|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.78|11.78|0.0|11.78|11.78|0.0|0.0|-3.0
840|logSalePrice|12|6|70.82|11.8|11.8|11.83||6|50.0|0.11|0.33|0|0.0|0|0.0|6|50.0|6|50.0|6|11.37|12.12|0.75|11.57|12.1|0.53|-0.15|-1.77
841|logSalePrice|2|2|23.07|11.54|11.53|11.54|11.31|1|50.0|0.1|0.31|0|0.0|0|0.0|2|100.0|0|0.0|2|11.31|11.76|0.45|11.43|11.65|0.22|-0.0|-2.0
842|logSalePrice|1|1|11.74|11.74|11.74|11.74|11.74|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
844|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
845|logSalePrice|7|2|23.11|11.56|11.55|11.56||5|71.43|0.09|0.31|0|0.0|0|0.0|2|28.57|5|71.43|2|11.34|11.77|0.43|11.45|11.66|0.22|-0.0|-2.0
846|logSalePrice|4|1|12.32|12.32|12.32|12.32||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.32|12.32|0.0|12.32|12.32|0.0|0.0|-3.0
847|logSalePrice|7|4|49.08|12.27|12.27|12.29||3|42.86|0.0|0.06|0|0.0|0|0.0|4|57.14|3|42.86|4|12.18|12.32|0.14|12.25|12.31|0.05|-0.86|-0.88
848|logSalePrice|18|12|142.25|11.85|11.85|11.87||6|33.33|0.01|0.11|0|0.0|0|0.0|12|66.67|6|33.33|12|11.54|11.98|0.44|11.84|11.91|0.07|-1.85|3.27
849|logSalePrice|1|1|12.15|12.15|12.15|12.15|12.15|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
851|logSalePrice|4|1|11.91|11.91|11.91|11.91||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|11.91|11.91|0.0|11.91|11.91|0.0|0.0|-3.0
853|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
854|logSalePrice|5|2|23.55|11.78|11.78|11.78||3|60.0|0.0|0.02|0|0.0|0|0.0|2|40.0|3|60.0|2|11.76|11.79|0.03|11.77|11.78|0.01|0.0|-2.0
855|logSalePrice|9|4|47.61|11.9|11.9|11.9||5|55.56|0.0|0.01|0|0.0|0|0.0|4|44.44|5|55.56|3|11.89|11.91|0.02|11.9|11.91|0.01|-0.32|-1.59
856|logSalePrice|3|1|12.25|12.25|12.25|12.25||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.25|12.25|0.0|12.25|12.25|0.0|0.0|-3.0
858|logSalePrice|6|5|58.52|11.7|11.7|11.67|11.67|1|16.67|0.06|0.25|0|0.0|0|0.0|5|83.33|1|16.67|5|11.39|12.05|0.66|11.61|11.81|0.2|0.17|-0.91
859|logSalePrice|1|1|11.54|11.54|11.54|11.54|11.54|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.54|11.54|0.0|11.54|11.54|0.0|0.0|-3.0
860|logSalePrice|5|4|48.37|12.09|12.09|12.13|12.07|1|20.0|0.04|0.2|0|0.0|0|0.0|4|80.0|1|20.0|4|11.83|12.29|0.46|12.01|12.21|0.2|-0.53|-1.13
861|logSalePrice|5|1|11.32|11.32|11.32|11.32||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|11.32|11.32|0.0|11.32|11.32|0.0|0.0|-3.0
862|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
864|logSalePrice|46|25|291.89|11.68|11.67|11.7||21|45.65|0.09|0.3|0|0.0|0|0.0|25|54.35|21|45.65|23|10.98|12.24|1.27|11.62|11.77|0.15|-0.55|0.67
865|logSalePrice|1|1|11.63|11.63|11.63|11.63|11.63|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.63|11.63|0.0|11.63|11.63|0.0|0.0|-3.0
866|logSalePrice|6|4|48.4|12.1|12.1|12.23||2|33.33|0.11|0.33|0|0.0|0|0.0|4|66.67|2|33.33|4|11.61|12.33|0.72|12.05|12.28|0.23|-1.06|-0.74
867|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
868|logSalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
869|logSalePrice|3|2|23.14|11.57|11.57|11.57||1|33.33|0.09|0.3|0|0.0|0|0.0|2|66.67|1|33.33|2|11.36|11.78|0.43|11.46|11.68|0.21|0.0|-2.0
871|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
872|logSalePrice|6|2|23.54|11.77|11.77|11.77||4|66.67|0.0|0.07|0|0.0|0|0.0|2|33.33|4|66.67|2|11.72|11.82|0.1|11.74|11.79|0.05|0.0|-2.0
873|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
874|logSalePrice|7|3|35.99|12.0|11.99|11.88||4|57.14|0.09|0.3|0|0.0|0|0.0|3|42.86|4|57.14|3|11.78|12.34|0.56|11.83|12.11|0.28|0.62|-1.5
875|logSalePrice|2|1|11.56|11.56|11.56|11.56|11.56|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.56|11.56|0.0|11.56|11.56|0.0|0.0|-3.0
876|logSalePrice|5|2|23.98|11.99|11.99|11.99||3|60.0|0.0|0.07|0|0.0|0|0.0|2|40.0|3|60.0|2|11.94|12.04|0.1|11.97|12.02|0.05|-0.0|-2.0
877|logSalePrice|1|1|11.88|11.88|11.88|11.88|11.88|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.88|11.88|0.0|11.88|11.88|0.0|0.0|-3.0
878|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
879|logSalePrice|4|1|12.3|12.3|12.3|12.3||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.3|12.3|0.0|12.3|12.3|0.0|0.0|-3.0
880|logSalePrice|4|2|24.15|12.07|12.07|12.07||2|50.0|0.01|0.1|0|0.0|0|0.0|2|50.0|2|50.0|2|12.0|12.14|0.14|12.04|12.11|0.07|-0.0|-2.0
882|logSalePrice|9|6|70.66|11.78|11.77|11.6||3|33.33|0.12|0.34|0|0.0|0|0.0|6|66.67|3|33.33|6|11.48|12.26|0.78|11.55|12.04|0.48|0.67|-1.44
883|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
884|logSalePrice|9|4|48.18|12.05|12.04|12.1||5|55.56|0.11|0.33|0|0.0|0|0.0|4|44.44|5|55.56|4|11.67|12.32|0.65|11.83|12.32|0.49|-0.2|-1.74
885|logSalePrice|2|1|12.13|12.13|12.13|12.13|12.13|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
886|logSalePrice|3|1|11.42|11.42|11.42|11.42||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.42|11.42|0.0|11.42|11.42|0.0|0.0|-3.0
887|logSalePrice|2|1|12.52|12.52|12.52|12.52||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
888|logSalePrice|5|3|36.17|12.06|12.06|12.05||2|40.0|0.03|0.17|0|0.0|0|0.0|3|60.0|2|40.0|3|11.89|12.23|0.33|11.97|12.14|0.17|0.08|-1.5
889|logSalePrice|2|1|11.28|11.28|11.28|11.28|11.28|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.28|11.28|0.0|11.28|11.28|0.0|0.0|-3.0
890|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
891|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
892|logSalePrice|8|4|47.07|11.77|11.76|11.72||4|50.0|0.07|0.26|0|0.0|0|0.0|4|50.0|4|50.0|4|11.51|12.11|0.59|11.58|11.91|0.32|0.39|-1.37
893|logSalePrice|1|1|11.81|11.81|11.81|11.81|11.81|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.81|11.81|0.0|11.81|11.81|0.0|0.0|-3.0
894|logSalePrice|17|12|141.17|11.76|11.76|11.76||5|29.41|0.05|0.23|0|0.0|0|0.0|12|70.59|5|29.41|12|11.3|12.27|0.97|11.69|11.85|0.15|0.25|1.31
895|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
896|logSalePrice|7|2|23.47|11.74|11.74|11.74||5|71.43|0.01|0.12|0|0.0|0|0.0|2|28.57|5|71.43|2|11.65|11.82|0.17|11.69|11.78|0.08|0.0|-2.0
897|logSalePrice|2|1|11.59|11.59|11.59|11.59||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
898|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
899|logSalePrice|3|1|11.78|11.78|11.78|11.78||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.78|11.78|0.0|11.78|11.78|0.0|0.0|-3.0
900|logSalePrice|5|4|47.26|11.81|11.81|11.77|11.71|1|20.0|0.02|0.14|0|0.0|0|0.0|4|80.0|1|20.0|4|11.71|12.01|0.3|11.72|11.86|0.14|0.84|-0.98
901|logSalePrice|4|3|36.18|12.06|12.06|12.21|12.39|1|25.0|0.18|0.42|0|0.0|0|0.0|3|75.0|1|25.0|3|11.59|12.39|0.8|11.9|12.3|0.4|-0.56|-1.5
902|logSalePrice|4|4|47.59|11.9|11.9|11.82|11.74|1|25.0|0.05|0.22|0|0.0|0|0.0|4|100.0|0|0.0|4|11.74|12.22|0.47|11.77|11.94|0.17|1.01|-0.78
903|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
904|logSalePrice|6|3|34.31|11.44|11.43|11.61||3|50.0|0.13|0.37|0|0.0|0|0.0|3|50.0|3|50.0|3|11.02|11.69|0.67|11.31|11.65|0.33|-0.67|-1.5
905|logSalePrice|1|1|12.23|12.23|12.23|12.23|12.23|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.23|12.23|0.0|12.23|12.23|0.0|0.0|-3.0
907|logSalePrice|3|1|11.6|11.6|11.6|11.6||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.6|11.6|0.0|11.6|11.6|0.0|0.0|-3.0
908|logSalePrice|2|1|11.83|11.83|11.83|11.83|11.83|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
909|logSalePrice|4|1|12.16|12.16|12.16|12.16||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.16|12.16|0.0|12.16|12.16|0.0|0.0|-3.0
910|logSalePrice|7|3|35.61|11.87|11.87|11.93||4|57.14|0.03|0.19|0|0.0|0|0.0|3|42.86|4|57.14|3|11.66|12.02|0.36|11.8|11.98|0.18|-0.53|-1.5
912|logSalePrice|19|14|166.05|11.86|11.86|11.85||5|26.32|0.1|0.31|0|0.0|0|0.0|14|73.68|5|26.32|14|11.37|12.48|1.11|11.66|11.94|0.28|0.56|-0.28
913|logSalePrice|2|1|11.77|11.77|11.77|11.77||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.77|11.77|0.0|11.77|11.77|0.0|0.0|-3.0
914|logSalePrice|6|1|11.9|11.9|11.9|11.9||5|83.33|||0|0.0|0|0.0|1|16.67|5|83.33|1|11.9|11.9|0.0|11.9|11.9|0.0|0.0|-3.0
915|logSalePrice|1|1|12.25|12.25|12.25|12.25|12.25|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.25|12.25|0.0|12.25|12.25|0.0|0.0|-3.0
916|logSalePrice|5|3|36.02|12.01|12.01|12.03||2|40.0|0.0|0.05|0|0.0|0|0.0|3|60.0|2|40.0|3|11.95|12.04|0.09|11.99|12.03|0.04|-0.7|-1.5
918|logSalePrice|4|3|35.57|11.86|11.86|12.01|12.01|1|25.0|0.09|0.3|0|0.0|0|0.0|3|75.0|1|25.0|3|11.51|12.06|0.55|11.76|12.03|0.28|-0.69|-1.5
919|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
920|logSalePrice|4|2|24.52|12.26|12.26|12.26||2|50.0|0.01|0.08|0|0.0|0|0.0|2|50.0|2|50.0|2|12.21|12.32|0.11|12.23|12.29|0.06|0.0|-2.0
922|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
923|logSalePrice|2|2|23.56|11.78|11.78|11.78|11.69|1|50.0|0.02|0.13|0|0.0|0|0.0|2|100.0|0|0.0|2|11.69|11.87|0.18|11.74|11.83|0.09|0.0|-2.0
924|logSalePrice|3|1|11.61|11.61|11.61|11.61||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.61|11.61|0.0|11.61|11.61|0.0|0.0|-3.0
925|logSalePrice|8|2|23.43|11.71|11.71|11.71||6|75.0|0.0|0.05|0|0.0|0|0.0|2|25.0|6|75.0|2|11.67|11.75|0.08|11.69|11.73|0.04|-0.0|-2.0
926|logSalePrice|6|2|23.88|11.94|11.94|11.94||4|66.67|0.05|0.23|0|0.0|0|0.0|2|33.33|4|66.67|2|11.78|12.11|0.33|11.86|12.02|0.17|0.0|-2.0
927|logSalePrice|1|1|12.3|12.3|12.3|12.3|12.3|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.3|12.3|0.0|12.3|12.3|0.0|0.0|-3.0
928|logSalePrice|9|4|47.6|11.9|11.9|11.81||5|55.56|0.1|0.31|0|0.0|0|0.0|4|44.44|5|55.56|4|11.63|12.35|0.72|11.75|11.96|0.21|0.89|-0.82
929|logSalePrice|2|1|11.55|11.55|11.55|11.55|11.55|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.55|11.55|0.0|11.55|11.55|0.0|0.0|-3.0
930|logSalePrice|5|1|11.35|11.35|11.35|11.35||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|11.35|11.35|0.0|11.35|11.35|0.0|0.0|-3.0
932|logSalePrice|4|2|24.17|12.08|12.08|12.08||2|50.0|0.25|0.5|0|0.0|0|0.0|2|50.0|2|50.0|2|11.73|12.44|0.71|11.91|12.26|0.36|0.0|-2.0
933|logSalePrice|2|1|12.25|12.25|12.25|12.25||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.25|12.25|0.0|12.25|12.25|0.0|0.0|-3.0
934|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
935|logSalePrice|1|1|11.83|11.83|11.83|11.83|11.83|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
936|logSalePrice|17|7|83.01|11.86|11.86|11.82||10|58.82|0.07|0.26|0|0.0|0|0.0|7|41.18|10|58.82|7|11.44|12.21|0.77|11.76|12.01|0.25|-0.01|-0.76
938|logSalePrice|2|2|23.49|11.74|11.74|11.74|11.71|1|50.0|0.0|0.05|0|0.0|0|0.0|2|100.0|0|0.0|2|11.71|11.78|0.07|11.73|11.76|0.03|0.0|-2.0
939|logSalePrice|2|2|24.1|12.05|12.05|12.05|11.83|1|50.0|0.1|0.31|0|0.0|0|0.0|2|100.0|0|0.0|2|11.83|12.27|0.44|11.94|12.16|0.22|0.0|-2.0
940|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
941|logSalePrice|4|1|12.38|12.38|12.38|12.38||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.38|12.38|0.0|12.38|12.38|0.0|0.0|-3.0
942|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
943|logSalePrice|5|3|36.11|12.04|12.04|12.13||2|40.0|0.04|0.19|0|0.0|0|0.0|3|60.0|2|40.0|3|11.82|12.17|0.35|11.97|12.15|0.17|-0.68|-1.5
944|logSalePrice|5|3|35.51|11.84|11.83|11.85||2|40.0|0.27|0.52|0|0.0|0|0.0|3|60.0|2|40.0|3|11.31|12.35|1.03|11.58|12.1|0.52|-0.04|-1.5
945|logSalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
946|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
947|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
948|logSalePrice|8|5|58.98|11.8|11.79|11.69||3|37.5|0.05|0.23|0|0.0|0|0.0|5|62.5|3|37.5|5|11.59|12.11|0.52|11.62|11.98|0.37|0.45|-1.58
949|logSalePrice|3|1|11.56|11.56|11.56|11.56||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.56|11.56|0.0|11.56|11.56|0.0|0.0|-3.0
950|logSalePrice|4|2|23.39|11.69|11.69|11.69||2|50.0|0.0|0.0|0|0.0|0|0.0|2|50.0|2|50.0|2|11.69|11.7|0.0|11.69|11.69|0.0|0.0|-2.0
951|logSalePrice|3|1|11.58|11.58|11.58|11.58||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.58|11.58|0.0|11.58|11.58|0.0|0.0|-3.0
952|logSalePrice|8|4|47.6|11.9|11.9|11.83||4|50.0|0.05|0.23|0|0.0|0|0.0|4|50.0|4|50.0|4|11.7|12.23|0.53|11.79|11.94|0.15|0.91|-0.81
953|logSalePrice|2|2|24.13|12.07|12.07|12.07|12.06|1|50.0|0.0|0.01|0|0.0|0|0.0|2|100.0|0|0.0|2|12.06|12.07|0.01|12.06|12.07|0.01|0.0|-2.0
954|logSalePrice|3|3|35.17|11.72|11.72|11.69|11.79|1|33.33|0.0|0.06|0|0.0|0|0.0|3|100.0|0|0.0|3|11.68|11.79|0.11|11.69|11.74|0.06|0.68|-1.5
955|logSalePrice|5|2|23.83|11.92|11.92|11.92||3|60.0|0.05|0.23|0|0.0|0|0.0|2|40.0|3|60.0|2|11.75|12.08|0.33|11.83|12.0|0.16|-0.0|-2.0
956|logSalePrice|2|2|24.56|12.28|12.28|12.28|12.21|1|50.0|0.01|0.11|0|0.0|0|0.0|2|100.0|0|0.0|2|12.21|12.36|0.15|12.24|12.32|0.08|0.0|-2.0
957|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
958|logSalePrice|6|4|47.4|11.85|11.85|11.84||2|33.33|0.01|0.09|0|0.0|0|0.0|4|66.67|2|33.33|4|11.76|11.97|0.21|11.79|11.9|0.11|0.37|-1.35
959|logSalePrice|3|2|23.82|11.91|11.91|11.91|12.06|1|33.33|0.05|0.22|0|0.0|0|0.0|2|66.67|1|33.33|2|11.76|12.06|0.31|11.83|11.98|0.15|0.0|-2.0
960|logSalePrice|18|7|82.36|11.77|11.76|11.73||11|61.11|0.07|0.27|0|0.0|0|0.0|7|38.89|11|61.11|7|11.46|12.3|0.84|11.61|11.83|0.22|1.04|0.25
961|logSalePrice|3|2|23.54|11.77|11.77|11.77|11.69|1|33.33|0.01|0.11|0|0.0|0|0.0|2|66.67|1|33.33|2|11.69|11.85|0.16|11.73|11.81|0.08|0.0|-2.0
962|logSalePrice|3|1|12.14|12.14|12.14|12.14||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.14|12.14|0.0|12.14|12.14|0.0|0.0|-3.0
963|logSalePrice|1|1|12.35|12.35|12.35|12.35|12.35|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.35|12.35|0.0|12.35|12.35|0.0|0.0|-3.0
964|logSalePrice|6|2|23.72|11.86|11.86|11.86||4|66.67|0.04|0.21|0|0.0|0|0.0|2|33.33|4|66.67|2|11.71|12.0|0.29|11.78|11.93|0.15|0.0|-2.0
965|logSalePrice|2|1|11.69|11.69|11.69|11.69||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.69|11.69|0.0|11.69|11.69|0.0|0.0|-3.0
966|logSalePrice|1|1|11.84|11.84|11.84|11.84|11.84|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
967|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
968|logSalePrice|4|3|34.15|11.38|11.38|11.51|11.56|1|25.0|0.07|0.27|0|0.0|0|0.0|3|75.0|1|25.0|3|11.07|11.56|0.49|11.29|11.54|0.24|-0.68|-1.5
969|logSalePrice|2|1|11.71|11.71|11.71|11.71|11.71|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.71|11.71|0.0|11.71|11.71|0.0|0.0|-3.0
970|logSalePrice|6|4|47.18|11.79|11.79|11.78|11.78|2|33.33|0.0|0.03|0|0.0|0|0.0|4|66.67|2|33.33|3|11.78|11.83|0.06|11.78|11.8|0.03|0.8|-1.01
971|logSalePrice|1|1|11.76|11.76|11.76|11.76|11.76|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.76|11.76|0.0|11.76|11.76|0.0|0.0|-3.0
972|logSalePrice|5|2|23.64|11.82|11.82|11.82||3|60.0|0.0|0.04|0|0.0|0|0.0|2|40.0|3|60.0|2|11.79|11.85|0.06|11.81|11.84|0.03|-0.0|-2.0
