Id|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
515|logSalePrice|1|1|11.48|11.48|11.48|11.48|11.48|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.48|11.48|0.0|11.48|11.48|0.0|0.0|-3.0
517|logSalePrice|1|1|11.97|11.97|11.97|11.97|11.97|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.97|11.97|0.0|11.97|11.97|0.0|0.0|-3.0
518|logSalePrice|1|1|12.49|12.49|12.49|12.49|12.49|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.49|12.49|0.0|12.49|12.49|0.0|0.0|-3.0
519|logSalePrice|1|1|12.26|12.26|12.26|12.26|12.26|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.26|12.26|0.0|12.26|12.26|0.0|0.0|-3.0
520|logSalePrice|1|1|12.36|12.36|12.36|12.36|12.36|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.36|12.36|0.0|12.36|12.36|0.0|0.0|-3.0
521|logSalePrice|1|1|11.57|11.57|11.57|11.57|11.57|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.57|11.57|0.0|11.57|11.57|0.0|0.0|-3.0
522|logSalePrice|1|1|11.92|11.92|11.92|11.92|11.92|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.92|11.92|0.0|11.92|11.92|0.0|0.0|-3.0
523|logSalePrice|1|1|11.98|11.98|11.98|11.98|11.98|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
524|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
526|logSalePrice|1|1|12.08|12.08|12.08|12.08|12.08|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.08|12.08|0.0|12.08|12.08|0.0|0.0|-3.0
527|logSalePrice|1|1|11.79|11.79|11.79|11.79|11.79|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.79|11.79|0.0|11.79|11.79|0.0|0.0|-3.0
529|logSalePrice|1|1|11.36|11.36|11.36|11.36|11.36|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.36|11.36|0.0|11.36|11.36|0.0|0.0|-3.0
530|logSalePrice|1|1|12.21|12.21|12.21|12.21|12.21|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.21|12.21|0.0|12.21|12.21|0.0|0.0|-3.0
531|logSalePrice|1|1|12.07|12.07|12.07|12.07|12.07|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
532|logSalePrice|1|1|11.76|11.76|11.76|11.76|11.76|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.76|11.76|0.0|11.76|11.76|0.0|0.0|-3.0
533|logSalePrice|1|1|11.59|11.59|11.59|11.59|11.59|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
534|logSalePrice|1|1|10.58|10.58|10.58|10.58|10.58|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|10.58|10.58|0.0|10.58|10.58|0.0|0.0|-3.0
535|logSalePrice|1|1|12.09|12.09|12.09|12.09|12.09|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.09|12.09|0.0|12.09|12.09|0.0|0.0|-3.0
536|logSalePrice|1|1|11.59|11.59|11.59|11.59|11.59|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
537|logSalePrice|1|1|12.14|12.14|12.14|12.14|12.14|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.14|12.14|0.0|12.14|12.14|0.0|0.0|-3.0
538|logSalePrice|1|1|11.62|11.62|11.62|11.62|11.62|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.62|11.62|0.0|11.62|11.62|0.0|0.0|-3.0
539|logSalePrice|1|1|11.97|11.97|11.97|11.97|11.97|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.97|11.97|0.0|11.97|11.97|0.0|0.0|-3.0
540|logSalePrice|1|1|12.51|12.51|12.51|12.51|12.51|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.51|12.51|0.0|12.51|12.51|0.0|0.0|-3.0
542|logSalePrice|1|1|12.42|12.42|12.42|12.42|12.42|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.42|12.42|0.0|12.42|12.42|0.0|0.0|-3.0
543|logSalePrice|1|1|12.27|12.27|12.27|12.27|12.27|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.27|12.27|0.0|12.27|12.27|0.0|0.0|-3.0
544|logSalePrice|1|1|11.8|11.8|11.8|11.8|11.8|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.8|11.8|0.0|11.8|11.8|0.0|0.0|-3.0
545|logSalePrice|1|1|12.1|12.1|12.1|12.1|12.1|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
546|logSalePrice|1|1|12.34|12.34|12.34|12.34|12.34|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.34|12.34|0.0|12.34|12.34|0.0|0.0|-3.0
547|logSalePrice|1|1|12.25|12.25|12.25|12.25|12.25|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.25|12.25|0.0|12.25|12.25|0.0|0.0|-3.0
548|logSalePrice|1|1|11.77|11.77|11.77|11.77|11.77|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.77|11.77|0.0|11.77|11.77|0.0|0.0|-3.0
549|logSalePrice|1|1|11.74|11.74|11.74|11.74|11.74|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
550|logSalePrice|1|1|12.48|12.48|12.48|12.48|12.48|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.48|12.48|0.0|12.48|12.48|0.0|0.0|-3.0
551|logSalePrice|1|1|11.85|11.85|11.85|11.85|11.85|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.85|11.85|0.0|11.85|11.85|0.0|0.0|-3.0
552|logSalePrice|1|1|11.63|11.63|11.63|11.63|11.63|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.63|11.63|0.0|11.63|11.63|0.0|0.0|-3.0
553|logSalePrice|1|1|12.45|12.45|12.45|12.45|12.45|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.45|12.45|0.0|12.45|12.45|0.0|0.0|-3.0
554|logSalePrice|1|1|11.59|11.59|11.59|11.59|11.59|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
555|logSalePrice|1|1|12.56|12.56|12.56|12.56|12.56|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.56|12.56|0.0|12.56|12.56|0.0|0.0|-3.0
556|logSalePrice|1|1|11.64|11.64|11.64|11.64|11.64|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.64|11.64|0.0|11.64|11.64|0.0|0.0|-3.0
557|logSalePrice|1|1|11.86|11.86|11.86|11.86|11.86|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.86|11.86|0.0|11.86|11.86|0.0|0.0|-3.0
558|logSalePrice|1|1|11.59|11.59|11.59|11.59|11.59|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
559|logSalePrice|1|1|12.07|12.07|12.07|12.07|12.07|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
560|logSalePrice|1|1|12.36|12.36|12.36|12.36|12.36|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.36|12.36|0.0|12.36|12.36|0.0|0.0|-3.0
561|logSalePrice|1|1|11.71|11.71|11.71|11.71|11.71|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.71|11.71|0.0|11.71|11.71|0.0|0.0|-3.0
562|logSalePrice|1|1|12.04|12.04|12.04|12.04|12.04|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.04|12.04|0.0|12.04|12.04|0.0|0.0|-3.0
563|logSalePrice|1|1|11.59|11.59|11.59|11.59|11.59|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
564|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
565|logSalePrice|1|1|12.5|12.5|12.5|12.5|12.5|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.5|12.5|0.0|12.5|12.5|0.0|0.0|-3.0
566|logSalePrice|1|1|11.76|11.76|11.76|11.76|11.76|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.76|11.76|0.0|11.76|11.76|0.0|0.0|-3.0
568|logSalePrice|1|1|12.27|12.27|12.27|12.27|12.27|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.27|12.27|0.0|12.27|12.27|0.0|0.0|-3.0
570|logSalePrice|1|1|11.82|11.82|11.82|11.82|11.82|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.82|11.82|0.0|11.82|11.82|0.0|0.0|-3.0
571|logSalePrice|1|1|11.87|11.87|11.87|11.87|11.87|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.87|11.87|0.0|11.87|11.87|0.0|0.0|-3.0
572|logSalePrice|1|1|11.7|11.7|11.7|11.7|11.7|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.7|11.7|0.0|11.7|11.7|0.0|0.0|-3.0
573|logSalePrice|1|1|12.32|12.32|12.32|12.32|12.32|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.32|12.32|0.0|12.32|12.32|0.0|0.0|-3.0
574|logSalePrice|1|1|12.04|12.04|12.04|12.04|12.04|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.04|12.04|0.0|12.04|12.04|0.0|0.0|-3.0
575|logSalePrice|1|1|11.84|11.84|11.84|11.84|11.84|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
576|logSalePrice|1|1|11.68|11.68|11.68|11.68|11.68|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.68|11.68|0.0|11.68|11.68|0.0|0.0|-3.0
577|logSalePrice|1|1|11.88|11.88|11.88|11.88|11.88|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.88|11.88|0.0|11.88|11.88|0.0|0.0|-3.0
578|logSalePrice|1|1|12.01|12.01|12.01|12.01|12.01|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
579|logSalePrice|1|1|11.89|11.89|11.89|11.89|11.89|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.89|11.89|0.0|11.89|11.89|0.0|0.0|-3.0
580|logSalePrice|1|1|11.79|11.79|11.79|11.79|11.79|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.79|11.79|0.0|11.79|11.79|0.0|0.0|-3.0
581|logSalePrice|1|1|12.11|12.11|12.11|12.11|12.11|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.11|12.11|0.0|12.11|12.11|0.0|0.0|-3.0
582|logSalePrice|1|1|12.44|12.44|12.44|12.44|12.44|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.44|12.44|0.0|12.44|12.44|0.0|0.0|-3.0
583|logSalePrice|1|1|11.68|11.68|11.68|11.68|11.68|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.68|11.68|0.0|11.68|11.68|0.0|0.0|-3.0
585|logSalePrice|1|1|11.8|11.8|11.8|11.8|11.8|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.8|11.8|0.0|11.8|11.8|0.0|0.0|-3.0
587|logSalePrice|1|1|11.78|11.78|11.78|11.78|11.78|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.78|11.78|0.0|11.78|11.78|0.0|0.0|-3.0
588|logSalePrice|1|1|11.83|11.83|11.83|11.83|11.83|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
589|logSalePrice|1|1|11.87|11.87|11.87|11.87|11.87|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.87|11.87|0.0|11.87|11.87|0.0|0.0|-3.0
590|logSalePrice|1|1|11.28|11.28|11.28|11.28|11.28|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.28|11.28|0.0|11.28|11.28|0.0|0.0|-3.0
591|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
593|logSalePrice|1|1|11.84|11.84|11.84|11.84|11.84|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
594|logSalePrice|1|1|11.85|11.85|11.85|11.85|11.85|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.85|11.85|0.0|11.85|11.85|0.0|0.0|-3.0
595|logSalePrice|1|1|11.61|11.61|11.61|11.61|11.61|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.61|11.61|0.0|11.61|11.61|0.0|0.0|-3.0
597|logSalePrice|1|1|11.65|11.65|11.65|11.65|11.65|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.65|11.65|0.0|11.65|11.65|0.0|0.0|-3.0
598|logSalePrice|1|1|12.18|12.18|12.18|12.18|12.18|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.18|12.18|0.0|12.18|12.18|0.0|0.0|-3.0
599|logSalePrice|1|1|12.29|12.29|12.29|12.29|12.29|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.29|12.29|0.0|12.29|12.29|0.0|0.0|-3.0
600|logSalePrice|1|1|11.93|11.93|11.93|11.93|11.93|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.93|11.93|0.0|11.93|11.93|0.0|0.0|-3.0
601|logSalePrice|1|1|12.52|12.52|12.52|12.52|12.52|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
602|logSalePrice|1|1|11.86|11.86|11.86|11.86|11.86|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.86|11.86|0.0|11.86|11.86|0.0|0.0|-3.0
603|logSalePrice|1|1|12.3|12.3|12.3|12.3|12.3|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.3|12.3|0.0|12.3|12.3|0.0|0.0|-3.0
604|logSalePrice|1|1|11.93|11.93|11.93|11.93|11.93|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.93|11.93|0.0|11.93|11.93|0.0|0.0|-3.0
605|logSalePrice|1|1|12.31|12.31|12.31|12.31|12.31|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.31|12.31|0.0|12.31|12.31|0.0|0.0|-3.0
606|logSalePrice|1|1|12.23|12.23|12.23|12.23|12.23|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.23|12.23|0.0|12.23|12.23|0.0|0.0|-3.0
607|logSalePrice|1|1|11.93|11.93|11.93|11.93|11.93|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.93|11.93|0.0|11.93|11.93|0.0|0.0|-3.0
608|logSalePrice|1|1|12.32|12.32|12.32|12.32|12.32|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.32|12.32|0.0|12.32|12.32|0.0|0.0|-3.0
610|logSalePrice|1|1|11.68|11.68|11.68|11.68|11.68|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.68|11.68|0.0|11.68|11.68|0.0|0.0|-3.0
612|logSalePrice|1|1|11.9|11.9|11.9|11.9|11.9|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.9|11.9|0.0|11.9|11.9|0.0|0.0|-3.0
613|logSalePrice|1|1|12.47|12.47|12.47|12.47|12.47|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.47|12.47|0.0|12.47|12.47|0.0|0.0|-3.0
614|logSalePrice|1|1|11.9|11.9|11.9|11.9|11.9|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.9|11.9|0.0|11.9|11.9|0.0|0.0|-3.0
615|logSalePrice|1|1|11.23|11.23|11.23|11.23|11.23|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.23|11.23|0.0|11.23|11.23|0.0|0.0|-3.0
616|logSalePrice|1|1|11.83|11.83|11.83|11.83|11.83|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
617|logSalePrice|1|1|12.12|12.12|12.12|12.12|12.12|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.12|12.12|0.0|12.12|12.12|0.0|0.0|-3.0
618|logSalePrice|1|1|11.57|11.57|11.57|11.57|11.57|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.57|11.57|0.0|11.57|11.57|0.0|0.0|-3.0
621|logSalePrice|1|1|11.11|11.11|11.11|11.11|11.11|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.11|11.11|0.0|11.11|11.11|0.0|0.0|-3.0
622|logSalePrice|1|1|12.39|12.39|12.39|12.39|12.39|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.39|12.39|0.0|12.39|12.39|0.0|0.0|-3.0
623|logSalePrice|1|1|11.81|11.81|11.81|11.81|11.81|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.81|11.81|0.0|11.81|11.81|0.0|0.0|-3.0
624|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
625|logSalePrice|1|1|12.01|12.01|12.01|12.01|12.01|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
626|logSalePrice|1|1|11.98|11.98|11.98|11.98|11.98|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
627|logSalePrice|1|1|11.85|11.85|11.85|11.85|11.85|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.85|11.85|0.0|11.85|11.85|0.0|0.0|-3.0
628|logSalePrice|1|1|11.94|11.94|11.94|11.94|11.94|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.94|11.94|0.0|11.94|11.94|0.0|0.0|-3.0
629|logSalePrice|1|1|11.81|11.81|11.81|11.81|11.81|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.81|11.81|0.0|11.81|11.81|0.0|0.0|-3.0
630|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
631|logSalePrice|1|1|11.73|11.73|11.73|11.73|11.73|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.73|11.73|0.0|11.73|11.73|0.0|0.0|-3.0
632|logSalePrice|1|1|12.25|12.25|12.25|12.25|12.25|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.25|12.25|0.0|12.25|12.25|0.0|0.0|-3.0
633|logSalePrice|1|1|11.32|11.32|11.32|11.32|11.32|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.32|11.32|0.0|11.32|11.32|0.0|0.0|-3.0
634|logSalePrice|1|1|11.85|11.85|11.85|11.85|11.85|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.85|11.85|0.0|11.85|11.85|0.0|0.0|-3.0
635|logSalePrice|1|1|11.88|11.88|11.88|11.88|11.88|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.88|11.88|0.0|11.88|11.88|0.0|0.0|-3.0
636|logSalePrice|1|1|12.21|12.21|12.21|12.21|12.21|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.21|12.21|0.0|12.21|12.21|0.0|0.0|-3.0
637|logSalePrice|1|1|11.0|11.0|11.0|11.0|11.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.0|11.0|0.0|11.0|11.0|0.0|0.0|-3.0
638|logSalePrice|1|1|11.44|11.44|11.44|11.44|11.44|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.44|11.44|0.0|11.44|11.44|0.0|0.0|-3.0
639|logSalePrice|1|1|11.35|11.35|11.35|11.35|11.35|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.35|11.35|0.0|11.35|11.35|0.0|0.0|-3.0
640|logSalePrice|1|1|12.49|12.49|12.49|12.49|12.49|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.49|12.49|0.0|12.49|12.49|0.0|0.0|-3.0
641|logSalePrice|1|1|12.52|12.52|12.52|12.52|12.52|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
642|logSalePrice|1|1|12.33|12.33|12.33|12.33|12.33|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.33|12.33|0.0|12.33|12.33|0.0|0.0|-3.0
644|logSalePrice|1|1|11.93|11.93|11.93|11.93|11.93|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.93|11.93|0.0|11.93|11.93|0.0|0.0|-3.0
646|logSalePrice|1|1|11.87|11.87|11.87|11.87|11.87|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.87|11.87|0.0|11.87|11.87|0.0|0.0|-3.0
647|logSalePrice|1|1|11.5|11.5|11.5|11.5|11.5|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.5|11.5|0.0|11.5|11.5|0.0|0.0|-3.0
648|logSalePrice|1|1|11.95|11.95|11.95|11.95|11.95|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
649|logSalePrice|1|1|11.95|11.95|11.95|11.95|11.95|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
650|logSalePrice|1|1|11.34|11.34|11.34|11.34|11.34|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.34|11.34|0.0|11.34|11.34|0.0|0.0|-3.0
651|logSalePrice|1|1|12.24|12.24|12.24|12.24|12.24|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.24|12.24|0.0|12.24|12.24|0.0|0.0|-3.0
652|logSalePrice|1|1|11.59|11.59|11.59|11.59|11.59|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
653|logSalePrice|1|1|12.16|12.16|12.16|12.16|12.16|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.16|12.16|0.0|12.16|12.16|0.0|0.0|-3.0
654|logSalePrice|1|1|11.81|11.81|11.81|11.81|11.81|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.81|11.81|0.0|11.81|11.81|0.0|0.0|-3.0
656|logSalePrice|1|1|11.39|11.39|11.39|11.39|11.39|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.39|11.39|0.0|11.39|11.39|0.0|0.0|-3.0
657|logSalePrice|1|1|11.89|11.89|11.89|11.89|11.89|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.89|11.89|0.0|11.89|11.89|0.0|0.0|-3.0
658|logSalePrice|1|1|11.91|11.91|11.91|11.91|11.91|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.91|11.91|0.0|11.91|11.91|0.0|0.0|-3.0
659|logSalePrice|1|1|11.49|11.49|11.49|11.49|11.49|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.49|11.49|0.0|11.49|11.49|0.0|0.0|-3.0
660|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
661|logSalePrice|1|1|12.2|12.2|12.2|12.2|12.2|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.2|12.2|0.0|12.2|12.2|0.0|0.0|-3.0
663|logSalePrice|1|1|11.61|11.61|11.61|11.61|11.61|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.61|11.61|0.0|11.61|11.61|0.0|0.0|-3.0
664|logSalePrice|1|1|11.83|11.83|11.83|11.83|11.83|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
666|logSalePrice|1|1|12.35|12.35|12.35|12.35|12.35|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.35|12.35|0.0|12.35|12.35|0.0|0.0|-3.0
667|logSalePrice|1|1|11.77|11.77|11.77|11.77|11.77|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.77|11.77|0.0|11.77|11.77|0.0|0.0|-3.0
668|logSalePrice|1|1|12.17|12.17|12.17|12.17|12.17|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.17|12.17|0.0|12.17|12.17|0.0|0.0|-3.0
669|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
670|logSalePrice|1|1|11.83|11.83|11.83|11.83|11.83|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
671|logSalePrice|1|1|12.06|12.06|12.06|12.06|12.06|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.06|12.06|0.0|12.06|12.06|0.0|0.0|-3.0
672|logSalePrice|1|1|11.55|11.55|11.55|11.55|11.55|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.55|11.55|0.0|11.55|11.55|0.0|0.0|-3.0
673|logSalePrice|1|1|12.01|12.01|12.01|12.01|12.01|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
