2ndFlrSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
588|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
589|logSalePrice|1|1|11.84|11.84|11.84|11.84|11.84|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
591|logSalePrice|1|1|11.7|11.7|11.7|11.7|11.7|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.7|11.7|0.0|11.7|11.7|0.0|0.0|-3.0
592|logSalePrice|2|1|12.04|12.04|12.04|12.04|12.04|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.04|12.04|0.0|12.04|12.04|0.0|0.0|-3.0
594|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
595|logSalePrice|4|1|11.86|11.86|11.86|11.86||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|11.86|11.86|0.0|11.86|11.86|0.0|0.0|-3.0
596|logSalePrice|4|3|35.19|11.73|11.72|11.69|11.26|1|25.0|0.23|0.48|0|0.0|0|0.0|3|75.0|1|25.0|3|11.26|12.23|0.97|11.48|11.96|0.48|0.14|-1.5
600|logSalePrice|13|7|82.64|11.81|11.8|11.88||6|46.15|0.02|0.13|0|0.0|0|0.0|7|53.85|6|46.15|6|11.57|11.93|0.35|11.73|11.9|0.18|-0.7|-0.88
601|logSalePrice|7|2|23.8|11.9|11.9|11.9||5|71.43|0.0|0.01|0|0.0|0|0.0|2|28.57|5|71.43|2|11.89|11.91|0.02|11.9|11.9|0.01|0.0|-2.0
602|logSalePrice|2|1|12.01|12.01|12.01|12.01|12.01|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
604|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
605|logSalePrice|1|1|11.85|11.85|11.85|11.85|11.85|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.85|11.85|0.0|11.85|11.85|0.0|0.0|-3.0
606|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
608|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
610|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
611|logSalePrice|3|1|11.76|11.76|11.76|11.76||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.76|11.76|0.0|11.76|11.76|0.0|0.0|-3.0
612|logSalePrice|2|2|24.08|12.04|12.04|12.04|12.01|1|50.0|0.0|0.04|0|0.0|0|0.0|2|100.0|0|0.0|2|12.01|12.07|0.05|12.02|12.05|0.03|0.0|-2.0
614|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
615|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
616|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
620|logSalePrice|2|2|23.47|11.73|11.73|11.73|11.67|1|50.0|0.01|0.09|0|0.0|0|0.0|2|100.0|0|0.0|2|11.67|11.8|0.13|11.7|11.77|0.06|0.0|-2.0
622|logSalePrice|1|1|11.74|11.74|11.74|11.74|11.74|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
623|logSalePrice|2|1|11.9|11.9|11.9|11.9|11.9|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.9|11.9|0.0|11.9|11.9|0.0|0.0|-3.0
624|logSalePrice|5|0|0.0|||||5|100.0|||0|0.0|0|0.0|0|0.0|5|100.0|0|||||||0.0|0.0
625|logSalePrice|2|2|24.07|12.03|12.03|12.03|12.05|1|50.0|0.0|0.03|0|0.0|0|0.0|2|100.0|0|0.0|2|12.01|12.05|0.04|12.02|12.04|0.02|0.0|-2.0
626|logSalePrice|1|1|12.52|12.52|12.52|12.52|12.52|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
628|logSalePrice|1|1|11.98|11.98|11.98|11.98|11.98|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
629|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
630|logSalePrice|6|1|11.74|11.74|11.74|11.74||5|83.33|||0|0.0|0|0.0|1|16.67|5|83.33|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
631|logSalePrice|2|1|12.39|12.39|12.39|12.39|12.39|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.39|12.39|0.0|12.39|12.39|0.0|0.0|-3.0
634|logSalePrice|1|1|11.67|11.67|11.67|11.67|11.67|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.67|11.67|0.0|11.67|11.67|0.0|0.0|-3.0
636|logSalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
638|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
639|logSalePrice|2|1|11.83|11.83|11.83|11.83|11.83|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
640|logSalePrice|4|2|24.15|12.08|12.08|12.08||2|50.0|0.0|0.07|0|0.0|0|0.0|2|50.0|2|50.0|2|12.03|12.12|0.09|12.05|12.1|0.05|-0.0|-2.0
642|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
644|logSalePrice|4|1|12.31|12.31|12.31|12.31||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.31|12.31|0.0|12.31|12.31|0.0|0.0|-3.0
645|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
646|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
648|logSalePrice|3|2|23.91|11.96|11.96|11.96|11.98|1|33.33|0.0|0.04|0|0.0|0|0.0|2|66.67|1|33.33|2|11.93|11.98|0.05|11.94|11.97|0.03|0.0|-2.0
649|logSalePrice|2|1|11.98|11.98|11.98|11.98|11.98|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
650|logSalePrice|4|2|23.75|11.87|11.87|11.87||2|50.0|0.0|0.0|0|0.0|0|0.0|2|50.0|2|50.0|2|11.87|11.88|0.01|11.87|11.88|0.0|0.0|-2.0
651|logSalePrice|3|2|24.5|12.25|12.25|12.25|11.91|1|33.33|0.23|0.48|0|0.0|0|0.0|2|66.67|1|33.33|2|11.91|12.59|0.68|12.08|12.42|0.34|0.0|-2.0
653|logSalePrice|2|1|11.81|11.81|11.81|11.81|11.81|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.81|11.81|0.0|11.81|11.81|0.0|0.0|-3.0
656|logSalePrice|5|2|24.14|12.07|12.07|12.07||3|60.0|0.0|0.04|0|0.0|0|0.0|2|40.0|3|60.0|2|12.04|12.1|0.06|12.06|12.09|0.03|0.0|-2.0
658|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
659|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
660|logSalePrice|3|3|35.97|11.99|11.99|12.0|12.0|2|66.67|0.0|0.01|0|0.0|0|0.0|3|100.0|0|0.0|2|11.98|12.0|0.02|11.99|12.0|0.01|-0.71|-1.5
661|logSalePrice|1|1|11.73|11.73|11.73|11.73|11.73|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.73|11.73|0.0|11.73|11.73|0.0|0.0|-3.0
662|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
663|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
664|logSalePrice|1|1|11.79|11.79|11.79|11.79|11.79|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.79|11.79|0.0|11.79|11.79|0.0|0.0|-3.0
665|logSalePrice|3|1|11.75|11.75|11.75|11.75||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.75|11.75|0.0|11.75|11.75|0.0|0.0|-3.0
668|logSalePrice|5|3|34.38|11.46|11.44|11.73||2|40.0|0.59|0.77|0|0.0|0|0.0|3|60.0|2|40.0|3|10.6|12.06|1.46|11.16|11.89|0.73|-0.56|-1.5
670|logSalePrice|4|3|36.02|12.01|12.01|12.01|12.01|1|25.0|0.0|0.03|0|0.0|0|0.0|3|75.0|1|25.0|3|11.98|12.03|0.05|11.99|12.02|0.03|0.08|-1.5
671|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
672|logSalePrice|13|8|94.17|11.77|11.77|11.77||5|38.46|0.03|0.18|0|0.0|0|0.0|8|61.54|5|38.46|8|11.55|12.01|0.46|11.61|11.92|0.31|0.05|-1.62
673|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
674|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
676|logSalePrice|6|2|24.13|12.07|12.07|12.07||4|66.67|0.0|0.02|0|0.0|0|0.0|2|33.33|4|66.67|2|12.05|12.08|0.03|12.06|12.08|0.02|0.0|-2.0
677|logSalePrice|3|2|24.15|12.07|12.07|12.07|12.08|1|33.33|0.0|0.01|0|0.0|0|0.0|2|66.67|1|33.33|2|12.07|12.08|0.01|12.07|12.08|0.01|0.0|-2.0
678|logSalePrice|5|2|23.98|11.99|11.99|11.99||3|60.0|0.03|0.17|0|0.0|0|0.0|2|40.0|3|60.0|2|11.87|12.11|0.24|11.93|12.05|0.12|0.0|-2.0
679|logSalePrice|1|1|11.37|11.37|11.37|11.37|11.37|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.37|11.37|0.0|11.37|11.37|0.0|0.0|-3.0
680|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
682|logSalePrice|1|1|11.81|11.81|11.81|11.81|11.81|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.81|11.81|0.0|11.81|11.81|0.0|0.0|-3.0
683|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
684|logSalePrice|5|3|35.68|11.89|11.89|11.99||2|40.0|0.05|0.21|0|0.0|0|0.0|3|60.0|2|40.0|3|11.65|12.04|0.39|11.82|12.01|0.19|-0.67|-1.5
685|logSalePrice|2|2|23.65|11.83|11.82|11.83|11.46|1|50.0|0.27|0.52|0|0.0|0|0.0|2|100.0|0|0.0|2|11.46|12.19|0.73|11.64|12.01|0.36|0.0|-2.0
686|logSalePrice|3|1|11.84|11.84|11.84|11.84||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
687|logSalePrice|2|1|12.12|12.12|12.12|12.12|12.12|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.12|12.12|0.0|12.12|12.12|0.0|0.0|-3.0
688|logSalePrice|3|2|23.6|11.8|11.8|11.8|11.65|1|33.33|0.04|0.21|0|0.0|0|0.0|2|66.67|1|33.33|2|11.65|11.95|0.3|11.73|11.88|0.15|0.0|-2.0
689|logSalePrice|6|5|59.76|11.95|11.95|11.97|11.99|1|16.67|0.05|0.23|0|0.0|0|0.0|5|83.33|1|16.67|5|11.64|12.28|0.64|11.89|11.99|0.1|0.04|-0.62
690|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
691|logSalePrice|1|1|12.0|12.0|12.0|12.0|12.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.0|12.0|0.0|12.0|12.0|0.0|0.0|-3.0
694|logSalePrice|1|1|12.07|12.07|12.07|12.07|12.07|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
695|logSalePrice|2|1|12.17|12.17|12.17|12.17|12.17|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.17|12.17|0.0|12.17|12.17|0.0|0.0|-3.0
697|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
698|logSalePrice|2|2|23.99|11.99|11.99|11.99|11.94|1|50.0|0.01|0.07|0|0.0|0|0.0|2|100.0|0|0.0|2|11.94|12.04|0.1|11.97|12.02|0.05|-0.0|-2.0
700|logSalePrice|3|1|12.53|12.53|12.53|12.53||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.53|12.53|0.0|12.53|12.53|0.0|0.0|-3.0
701|logSalePrice|3|1|12.09|12.09|12.09|12.09||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.09|12.09|0.0|12.09|12.09|0.0|0.0|-3.0
702|logSalePrice|7|4|48.41|12.1|12.1|12.11||3|42.86|0.0|0.02|0|0.0|0|0.0|4|57.14|3|42.86|4|12.07|12.12|0.05|12.09|12.12|0.03|-0.64|-1.17
703|logSalePrice|2|2|24.38|12.19|12.19|12.19|11.99|1|50.0|0.08|0.28|0|0.0|0|0.0|2|100.0|0|0.0|2|11.99|12.38|0.39|12.09|12.29|0.2|0.0|-2.0
704|logSalePrice|4|2|23.88|11.94|11.94|11.94||2|50.0|0.03|0.18|0|0.0|0|0.0|2|50.0|2|50.0|2|11.81|12.07|0.26|11.88|12.01|0.13|-0.0|-2.0
707|logSalePrice|3|1|12.09|12.09|12.09|12.09||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.09|12.09|0.0|12.09|12.09|0.0|0.0|-3.0
708|logSalePrice|1|1|12.1|12.1|12.1|12.1|12.1|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
709|logSalePrice|2|2|24.14|12.07|12.07|12.07|12.13|1|50.0|0.01|0.08|0|0.0|0|0.0|2|100.0|0|0.0|2|12.01|12.13|0.11|12.04|12.1|0.06|-0.0|-2.0
711|logSalePrice|1|1|12.06|12.06|12.06|12.06|12.06|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.06|12.06|0.0|12.06|12.06|0.0|0.0|-3.0
712|logSalePrice|2|1|12.06|12.06|12.06|12.06|12.06|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.06|12.06|0.0|12.06|12.06|0.0|0.0|-3.0
713|logSalePrice|2|1|11.81|11.81|11.81|11.81|11.81|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.81|11.81|0.0|11.81|11.81|0.0|0.0|-3.0
714|logSalePrice|3|1|11.98|11.98|11.98|11.98||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
715|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
716|logSalePrice|3|2|23.78|11.89|11.89|11.89|12.15|1|33.33|0.13|0.36|0|0.0|0|0.0|2|66.67|1|33.33|2|11.64|12.15|0.51|11.76|12.02|0.26|-0.0|-2.0
717|logSalePrice|2|1|12.07|12.07|12.07|12.07||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
718|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
720|logSalePrice|13|7|82.96|11.85|11.84|12.04||6|46.15|0.23|0.48|0|0.0|0|0.0|7|53.85|6|46.15|7|10.92|12.25|1.34|11.72|12.15|0.43|-1.17|-0.03
725|logSalePrice|1|1|12.35|12.35|12.35|12.35|12.35|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.35|12.35|0.0|12.35|12.35|0.0|0.0|-3.0
726|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
727|logSalePrice|2|1|11.94|11.94|11.94|11.94|11.94|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.94|11.94|0.0|11.94|11.94|0.0|0.0|-3.0
728|logSalePrice|18|10|120.34|12.03|12.03|12.03||8|44.44|0.01|0.07|0|0.0|0|0.0|10|55.56|8|44.44|10|11.92|12.15|0.23|11.99|12.09|0.1|-0.09|-1.0
729|logSalePrice|3|3|36.31|12.1|12.1|12.08|12.08|1|33.33|0.0|0.06|0|0.0|0|0.0|3|100.0|0|0.0|3|12.06|12.17|0.11|12.07|12.12|0.06|0.62|-1.5
730|logSalePrice|2|1|12.18|12.18|12.18|12.18|12.18|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.18|12.18|0.0|12.18|12.18|0.0|0.0|-3.0
732|logSalePrice|3|1|11.78|11.78|11.78|11.78||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.78|11.78|0.0|11.78|11.78|0.0|0.0|-3.0
734|logSalePrice|1|1|12.19|12.19|12.19|12.19|12.19|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.19|12.19|0.0|12.19|12.19|0.0|0.0|-3.0
735|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
736|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
738|logSalePrice|2|1|12.06|12.06|12.06|12.06|12.06|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.06|12.06|0.0|12.06|12.06|0.0|0.0|-3.0
739|logSalePrice|6|4|47.5|11.88|11.88|11.8|11.78|2|33.33|0.03|0.17|0|0.0|0|0.0|4|66.67|2|33.33|3|11.78|12.12|0.35|11.78|11.9|0.13|1.07|-0.74
741|logSalePrice|5|4|48.24|12.06|12.06|12.09||1|20.0|0.0|0.06|0|0.0|0|0.0|4|80.0|1|20.0|4|11.97|12.1|0.13|12.06|12.09|0.03|-1.11|-0.7
742|logSalePrice|4|3|35.93|11.98|11.98|12.07|12.07|1|25.0|0.04|0.19|0|0.0|0|0.0|3|75.0|1|25.0|3|11.76|12.11|0.35|11.91|12.09|0.17|-0.67|-1.5
743|logSalePrice|1|1|12.56|12.56|12.56|12.56|12.56|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.56|12.56|0.0|12.56|12.56|0.0|0.0|-3.0
744|logSalePrice|6|2|24.05|12.02|12.02|12.02||4|66.67|0.01|0.1|0|0.0|0|0.0|2|33.33|4|66.67|2|11.95|12.1|0.15|11.99|12.06|0.07|-0.0|-2.0
745|logSalePrice|2|1|11.79|11.79|11.79|11.79|11.79|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.79|11.79|0.0|11.79|11.79|0.0|0.0|-3.0
747|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
748|logSalePrice|3|2|24.2|12.1|12.1|12.1|12.16|1|33.33|0.01|0.09|0|0.0|0|0.0|2|66.67|1|33.33|2|12.04|12.16|0.12|12.07|12.13|0.06|0.0|-2.0
750|logSalePrice|4|1|12.07|12.07|12.07|12.07||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
752|logSalePrice|2|1|11.77|11.77|11.77|11.77||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.77|11.77|0.0|11.77|11.77|0.0|0.0|-3.0
753|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
754|logSalePrice|6|2|23.9|11.95|11.95|11.95||4|66.67|0.06|0.24|0|0.0|0|0.0|2|33.33|4|66.67|2|11.78|12.12|0.34|11.87|12.04|0.17|0.0|-2.0
755|logSalePrice|3|2|23.68|11.84|11.84|11.84|11.59|1|33.33|0.12|0.35|0|0.0|0|0.0|2|66.67|1|33.33|2|11.59|12.09|0.5|11.71|11.96|0.25|-0.0|-2.0
756|logSalePrice|9|5|59.92|11.98|11.98|12.03||4|44.44|0.01|0.11|0|0.0|0|0.0|5|55.56|4|44.44|5|11.85|12.08|0.23|11.89|12.06|0.16|-0.4|-1.64
757|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
760|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
761|logSalePrice|1|1|12.14|12.14|12.14|12.14|12.14|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.14|12.14|0.0|12.14|12.14|0.0|0.0|-3.0
762|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
764|logSalePrice|3|2|24.07|12.03|12.03|12.03|12.1|1|33.33|0.01|0.1|0|0.0|0|0.0|2|66.67|1|33.33|2|11.96|12.1|0.14|12.0|12.07|0.07|0.0|-2.0
765|logSalePrice|2|2|23.64|11.82|11.82|11.82|11.58|1|50.0|0.11|0.34|0|0.0|0|0.0|2|100.0|0|0.0|2|11.58|12.06|0.47|11.7|11.94|0.24|-0.0|-2.0
766|logSalePrice|2|1|12.03|12.03|12.03|12.03|12.03|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
767|logSalePrice|3|1|11.98|11.98|11.98|11.98||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
768|logSalePrice|4|1|11.84|11.84|11.84|11.84||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
769|logSalePrice|1|1|12.27|12.27|12.27|12.27|12.27|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.27|12.27|0.0|12.27|12.27|0.0|0.0|-3.0
770|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
772|logSalePrice|3|1|12.09|12.09|12.09|12.09||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.09|12.09|0.0|12.09|12.09|0.0|0.0|-3.0
775|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
776|logSalePrice|1|1|12.15|12.15|12.15|12.15|12.15|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
778|logSalePrice|2|1|12.01|12.01|12.01|12.01||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
779|logSalePrice|2|1|12.07|12.07|12.07|12.07|12.07|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
780|logSalePrice|8|4|48.16|12.04|12.04|12.02||4|50.0|0.06|0.24|0|0.0|0|0.0|4|50.0|4|50.0|4|11.82|12.3|0.48|11.84|12.22|0.38|0.09|-1.87
782|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
783|logSalePrice|3|2|24.39|12.19|12.19|12.19|12.28|1|33.33|0.01|0.12|0|0.0|0|0.0|2|66.67|1|33.33|2|12.11|12.28|0.17|12.15|12.24|0.09|0.0|-2.0
784|logSalePrice|4|1|12.15|12.15|12.15|12.15||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
785|logSalePrice|2|2|24.3|12.15|12.15|12.15|12.21|1|50.0|0.01|0.09|0|0.0|0|0.0|2|100.0|0|0.0|2|12.09|12.21|0.12|12.12|12.18|0.06|0.0|-2.0
786|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
787|logSalePrice|1|1|12.07|12.07|12.07|12.07|12.07|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
788|logSalePrice|2|1|11.95|11.95|11.95|11.95||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
790|logSalePrice|3|2|24.28|12.14|12.14|12.14|12.13|1|33.33|0.0|0.02|0|0.0|0|0.0|2|66.67|1|33.33|2|12.13|12.15|0.02|12.13|12.14|0.01|0.0|-2.0
792|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
793|logSalePrice|4|3|36.37|12.12|12.12|12.1|12.08|1|25.0|0.0|0.06|0|0.0|0|0.0|3|75.0|1|25.0|3|12.08|12.2|0.12|12.09|12.15|0.06|0.65|-1.5
794|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
795|logSalePrice|4|3|36.29|12.1|12.09|12.24|12.24|1|25.0|0.13|0.36|0|0.0|0|0.0|3|75.0|1|25.0|3|11.68|12.37|0.68|11.96|12.3|0.34|-0.61|-1.5
796|logSalePrice|1|1|11.96|11.96|11.96|11.96|11.96|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.96|11.96|0.0|11.96|11.96|0.0|0.0|-3.0
797|logSalePrice|4|2|24.61|12.31|12.31|12.31||2|50.0|0.06|0.24|0|0.0|0|0.0|2|50.0|2|50.0|2|12.14|12.48|0.34|12.22|12.39|0.17|-0.0|-2.0
798|logSalePrice|1|1|12.19|12.19|12.19|12.19|12.19|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.19|12.19|0.0|12.19|12.19|0.0|0.0|-3.0
800|logSalePrice|5|2|24.29|12.14|12.14|12.14||3|60.0|0.02|0.12|0|0.0|0|0.0|2|40.0|3|60.0|2|12.06|12.23|0.18|12.1|12.19|0.09|0.0|-2.0
