LotArea|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
7822|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7830|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
7832|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7837|logSalePrice|1|1|12.09|12.09|12.09|12.09|12.09|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.09|12.09|0.0|12.09|12.09|0.0|0.0|-3.0
7838|logSalePrice|1|1|11.72|11.72|11.72|11.72|11.72|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.72|11.72|0.0|11.72|11.72|0.0|0.0|-3.0
7840|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7841|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7844|logSalePrice|1|1|11.92|11.92|11.92|11.92|11.92|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.92|11.92|0.0|11.92|11.92|0.0|0.0|-3.0
7848|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7851|logSalePrice|1|1|12.29|12.29|12.29|12.29|12.29|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.29|12.29|0.0|12.29|12.29|0.0|0.0|-3.0
7861|logSalePrice|1|1|12.12|12.12|12.12|12.12|12.12|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.12|12.12|0.0|12.12|12.12|0.0|0.0|-3.0
7862|logSalePrice|1|1|12.25|12.25|12.25|12.25|12.25|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.25|12.25|0.0|12.25|12.25|0.0|0.0|-3.0
7875|logSalePrice|5|3|36.03|12.01|12.01|12.08||2|40.0|0.02|0.14|0|0.0|0|0.0|3|60.0|2|40.0|3|11.85|12.1|0.25|11.96|12.09|0.13|-0.69|-1.5
7890|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7892|logSalePrice|2|2|23.45|11.73|11.72|11.73|11.94|1|50.0|0.1|0.31|0|0.0|0|0.0|2|100.0|0|0.0|2|11.51|11.94|0.44|11.62|11.84|0.22|0.0|-2.0
7898|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7903|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7910|logSalePrice|1|1|11.75|11.75|11.75|11.75|11.75|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.75|11.75|0.0|11.75|11.75|0.0|0.0|-3.0
7915|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7917|logSalePrice|2|2|23.98|11.99|11.99|11.99|11.9|1|50.0|0.01|0.12|0|0.0|0|0.0|2|100.0|0|0.0|2|11.9|12.07|0.17|11.95|12.03|0.08|0.0|-2.0
7920|logSalePrice|2|1|11.4|11.4|11.4|11.4|11.4|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.4|11.4|0.0|11.4|11.4|0.0|0.0|-3.0
7922|logSalePrice|1|1|11.6|11.6|11.6|11.6|11.6|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.6|11.6|0.0|11.6|11.6|0.0|0.0|-3.0
7930|logSalePrice|1|1|11.96|11.96|11.96|11.96|11.96|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.96|11.96|0.0|11.96|11.96|0.0|0.0|-3.0
7931|logSalePrice|2|2|23.75|11.87|11.87|11.87|11.79|1|50.0|0.01|0.11|0|0.0|0|0.0|2|100.0|0|0.0|2|11.79|11.95|0.16|11.83|11.91|0.08|-0.0|-2.0
7936|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7937|logSalePrice|1|1|11.87|11.87|11.87|11.87|11.87|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.87|11.87|0.0|11.87|11.87|0.0|0.0|-3.0
7939|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7942|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7943|logSalePrice|1|1|11.68|11.68|11.68|11.68|11.68|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.68|11.68|0.0|11.68|11.68|0.0|0.0|-3.0
7945|logSalePrice|1|1|11.86|11.86|11.86|11.86|11.86|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.86|11.86|0.0|11.86|11.86|0.0|0.0|-3.0
7950|logSalePrice|1|1|11.98|11.98|11.98|11.98|11.98|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
7976|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7980|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7984|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7990|logSalePrice|1|1|11.61|11.61|11.61|11.61|11.61|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.61|11.61|0.0|11.61|11.61|0.0|0.0|-3.0
7993|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8000|logSalePrice|10|3|35.79|11.93|11.93|11.86||7|70.0|0.04|0.19|0|0.0|0|0.0|3|30.0|7|70.0|3|11.79|12.14|0.35|11.82|12.0|0.18|0.61|-1.5
8004|logSalePrice|1|1|12.48|12.48|12.48|12.48|12.48|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.48|12.48|0.0|12.48|12.48|0.0|0.0|-3.0
8010|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
8012|logSalePrice|4|3|36.14|12.05|12.05|12.1|12.17|1|25.0|0.02|0.16|0|0.0|0|0.0|3|75.0|1|25.0|3|11.87|12.17|0.3|11.98|12.13|0.15|-0.53|-1.5
8013|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8014|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8020|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8029|logSalePrice|1|1|12.08|12.08|12.08|12.08|12.08|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.08|12.08|0.0|12.08|12.08|0.0|0.0|-3.0
8035|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8049|logSalePrice|1|1|12.1|12.1|12.1|12.1|12.1|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
8050|logSalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
8063|logSalePrice|1|1|12.11|12.11|12.11|12.11|12.11|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.11|12.11|0.0|12.11|12.11|0.0|0.0|-3.0
8064|logSalePrice|5|1|11.72|11.72|11.72|11.72||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|11.72|11.72|0.0|11.72|11.72|0.0|0.0|-3.0
8068|logSalePrice|1|1|12.21|12.21|12.21|12.21|12.21|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.21|12.21|0.0|12.21|12.21|0.0|0.0|-3.0
8070|logSalePrice|1|1|11.72|11.72|11.72|11.72|11.72|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.72|11.72|0.0|11.72|11.72|0.0|0.0|-3.0
8072|logSalePrice|1|1|11.84|11.84|11.84|11.84|11.84|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
8076|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8078|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8088|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8092|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8094|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
8098|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8100|logSalePrice|3|2|23.51|11.76|11.75|11.76||1|33.33|0.07|0.26|0|0.0|0|0.0|2|66.67|1|33.33|2|11.57|11.94|0.37|11.66|11.85|0.19|0.0|-2.0
8118|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8120|logSalePrice|1|1|11.73|11.73|11.73|11.73|11.73|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.73|11.73|0.0|11.73|11.73|0.0|0.0|-3.0
8121|logSalePrice|1|1|12.06|12.06|12.06|12.06|12.06|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.06|12.06|0.0|12.06|12.06|0.0|0.0|-3.0
8123|logSalePrice|1|1|12.1|12.1|12.1|12.1|12.1|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
8125|logSalePrice|12|8|96.93|12.12|12.11|12.18||4|33.33|0.1|0.31|0|0.0|0|0.0|8|66.67|4|33.33|8|11.39|12.39|1.01|12.12|12.26|0.14|-1.75|1.95
8127|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8128|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8139|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8145|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
8146|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8147|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8154|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8155|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8158|logSalePrice|2|1|12.32|12.32|12.32|12.32|12.32|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.32|12.32|0.0|12.32|12.32|0.0|0.0|-3.0
8160|logSalePrice|1|1|11.74|11.74|11.74|11.74|11.74|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
8163|logSalePrice|1|1|11.87|11.87|11.87|11.87|11.87|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.87|11.87|0.0|11.87|11.87|0.0|0.0|-3.0
8169|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8170|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8172|logSalePrice|4|2|23.47|11.73|11.73|11.73||2|50.0|0.01|0.11|0|0.0|0|0.0|2|50.0|2|50.0|2|11.65|11.81|0.16|11.69|11.77|0.08|0.0|-2.0
8174|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8176|logSalePrice|1|1|11.84|11.84|11.84|11.84|11.84|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
8190|logSalePrice|1|1|11.69|11.69|11.69|11.69|11.69|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.69|11.69|0.0|11.69|11.69|0.0|0.0|-3.0
8197|logSalePrice|2|1|11.87|11.87|11.87|11.87|11.87|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.87|11.87|0.0|11.87|11.87|0.0|0.0|-3.0
8198|logSalePrice|1|1|12.24|12.24|12.24|12.24|12.24|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.24|12.24|0.0|12.24|12.24|0.0|0.0|-3.0
8199|logSalePrice|1|1|12.15|12.15|12.15|12.15|12.15|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
8200|logSalePrice|1|1|12.3|12.3|12.3|12.3|12.3|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.3|12.3|0.0|12.3|12.3|0.0|0.0|-3.0
8212|logSalePrice|2|1|10.98|10.98|10.98|10.98||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|10.98|10.98|0.0|10.98|10.98|0.0|0.0|-3.0
8220|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8229|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8232|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8235|logSalePrice|2|1|11.74|11.74|11.74|11.74|11.74|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
8238|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8239|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8240|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8243|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8244|logSalePrice|1|1|12.12|12.12|12.12|12.12|12.12|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.12|12.12|0.0|12.12|12.12|0.0|0.0|-3.0
8246|logSalePrice|1|1|11.94|11.94|11.94|11.94|11.94|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.94|11.94|0.0|11.94|11.94|0.0|0.0|-3.0
8248|logSalePrice|3|2|22.77|11.39|11.38|11.39|11.66|1|33.33|0.15|0.39|0|0.0|0|0.0|2|66.67|1|33.33|2|11.11|11.66|0.55|11.25|11.52|0.27|-0.0|-2.0
8250|logSalePrice|6|2|23.69|11.85|11.84|11.85||4|66.67|0.0|0.06|0|0.0|0|0.0|2|33.33|4|66.67|2|11.81|11.88|0.08|11.83|11.86|0.04|0.0|-2.0
8251|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8263|logSalePrice|1|1|11.68|11.68|11.68|11.68|11.68|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.68|11.68|0.0|11.68|11.68|0.0|0.0|-3.0
8267|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8280|logSalePrice|1|1|11.73|11.73|11.73|11.73|11.73|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.73|11.73|0.0|11.73|11.73|0.0|0.0|-3.0
8281|logSalePrice|1|1|11.04|11.04|11.04|11.04|11.04|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.04|11.04|0.0|11.04|11.04|0.0|0.0|-3.0
8285|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8286|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8294|logSalePrice|1|1|11.72|11.72|11.72|11.72|11.72|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.72|11.72|0.0|11.72|11.72|0.0|0.0|-3.0
8298|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8300|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8304|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8308|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8314|logSalePrice|2|1|11.73|11.73|11.73|11.73||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.73|11.73|0.0|11.73|11.73|0.0|0.0|-3.0
8320|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
8333|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8334|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8335|logSalePrice|1|1|11.44|11.44|11.44|11.44|11.44|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.44|11.44|0.0|11.44|11.44|0.0|0.0|-3.0
8339|logSalePrice|1|1|11.58|11.58|11.58|11.58|11.58|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.58|11.58|0.0|11.58|11.58|0.0|0.0|-3.0
8340|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8366|logSalePrice|1|1|12.06|12.06|12.06|12.06|12.06|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.06|12.06|0.0|12.06|12.06|0.0|0.0|-3.0
8368|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8375|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8382|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8385|logSalePrice|2|1|11.92|11.92|11.92|11.92|11.92|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.92|11.92|0.0|11.92|11.92|0.0|0.0|-3.0
8390|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8393|logSalePrice|1|1|11.88|11.88|11.88|11.88|11.88|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.88|11.88|0.0|11.88|11.88|0.0|0.0|-3.0
8396|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8398|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
8400|logSalePrice|21|14|166.14|11.87|11.86|11.88||7|33.33|0.12|0.35|0|0.0|0|0.0|14|66.67|7|33.33|14|11.0|12.33|1.33|11.83|12.06|0.23|-1.17|1.1
8402|logSalePrice|2|1|11.9|11.9|11.9|11.9|11.9|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.9|11.9|0.0|11.9|11.9|0.0|0.0|-3.0
8405|logSalePrice|2|2|23.18|11.59|11.59|11.59|11.49|1|50.0|0.02|0.14|0|0.0|0|0.0|2|100.0|0|0.0|2|11.49|11.69|0.19|11.54|11.64|0.1|0.0|-2.0
8410|logSalePrice|2|1|11.3|11.3|11.3|11.3|11.3|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.3|11.3|0.0|11.3|11.3|0.0|0.0|-3.0
8413|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8414|logSalePrice|1|1|11.95|11.95|11.95|11.95|11.95|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
8425|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8428|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8430|logSalePrice|1|1|11.73|11.73|11.73|11.73|11.73|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.73|11.73|0.0|11.73|11.73|0.0|0.0|-3.0
8433|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8445|logSalePrice|1|1|11.8|11.8|11.8|11.8|11.8|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.8|11.8|0.0|11.8|11.8|0.0|0.0|-3.0
8450|logSalePrice|9|6|72.43|12.07|12.07|12.11||3|33.33|0.03|0.18|0|0.0|0|0.0|6|66.67|3|33.33|6|11.84|12.25|0.42|11.92|12.22|0.3|-0.35|-1.49
8453|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8461|logSalePrice|1|1|12.01|12.01|12.01|12.01|12.01|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
8462|logSalePrice|1|1|12.21|12.21|12.21|12.21|12.21|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.21|12.21|0.0|12.21|12.21|0.0|0.0|-3.0
8470|logSalePrice|2|1|11.35|11.35|11.35|11.35|11.35|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.35|11.35|0.0|11.35|11.35|0.0|0.0|-3.0
8471|logSalePrice|1|1|11.93|11.93|11.93|11.93|11.93|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.93|11.93|0.0|11.93|11.93|0.0|0.0|-3.0
8472|logSalePrice|1|1|11.61|11.61|11.61|11.61|11.61|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.61|11.61|0.0|11.61|11.61|0.0|0.0|-3.0
8475|logSalePrice|1|1|11.82|11.82|11.82|11.82|11.82|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.82|11.82|0.0|11.82|11.82|0.0|0.0|-3.0
8480|logSalePrice|4|2|23.48|11.74|11.74|11.74||2|50.0|0.01|0.08|0|0.0|0|0.0|2|50.0|2|50.0|2|11.68|11.79|0.11|11.71|11.77|0.06|0.0|-2.0
8487|logSalePrice|1|1|12.15|12.15|12.15|12.15|12.15|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
8499|logSalePrice|2|1|11.96|11.96|11.96|11.96|11.96|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.96|11.96|0.0|11.96|11.96|0.0|0.0|-3.0
8500|logSalePrice|4|4|45.85|11.46|11.45|11.58|10.6|1|25.0|0.4|0.63|0|0.0|0|0.0|4|100.0|0|0.0|4|10.6|12.1|1.5|11.27|11.76|0.49|-0.59|-0.96
8510|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8512|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8513|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8516|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8520|logSalePrice|6|4|46.92|11.73|11.73|11.7||2|33.33|0.05|0.23|0|0.0|0|0.0|4|66.67|2|33.33|4|11.51|12.02|0.51|11.56|11.87|0.31|0.31|-1.53
8521|logSalePrice|1|1|11.74|11.74|11.74|11.74|11.74|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
8525|logSalePrice|1|1|11.78|11.78|11.78|11.78|11.78|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.78|11.78|0.0|11.78|11.78|0.0|0.0|-3.0
8529|logSalePrice|1|1|12.15|12.15|12.15|12.15|12.15|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
8530|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
8532|logSalePrice|1|1|11.94|11.94|11.94|11.94|11.94|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.94|11.94|0.0|11.94|11.94|0.0|0.0|-3.0
8534|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8536|logSalePrice|1|1|11.95|11.95|11.95|11.95|11.95|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
8540|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8544|logSalePrice|5|4|46.18|11.54|11.54|11.44|11.38|1|20.0|0.06|0.25|0|0.0|0|0.0|4|80.0|1|20.0|4|11.38|11.91|0.53|11.42|11.56|0.14|1.1|-0.7
8546|logSalePrice|1|1|11.85|11.85|11.85|11.85|11.85|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.85|11.85|0.0|11.85|11.85|0.0|0.0|-3.0
8550|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
