PassengerId|Survived|Pclass|Mrs|Ms|Priv|male|Age|SibSp|Parch|Ticket_Number|Fare|Embarked|FamSize|Alone|Dataset
440|0.0|2|0|0|0|1|31.0|0|0|18723|10.5|1|0|1|train
441|1.0|2|1|0|0|0|45.0|1|1|13529|26.25|1|2|0|train
442|0.0|1|0|0|0|1|20.0|0|0|345769|9.5|1|0|1|train
443|0.0|1|0|0|0|1|25.0|1|0|347076|7.775|1|1|0|train
444|1.0|2|0|1|0|0|28.0|0|0|230434|13.0|1|0|1|train
446|1.0|3|0|0|1|1|4.0|0|2|33638|81.8583|1|2|0|train
447|1.0|2|0|1|0|0|13.0|0|1|250644|19.5|1|1|0|train
448|1.0|3|0|0|0|1|34.0|0|0|113794|26.55|1|0|1|train
449|1.0|1|0|1|0|0|5.0|2|1|2666|19.2583|2|3|0|train
450|1.0|3|0|0|1|1|52.0|0|0|113786|30.5|1|0|1|train
451|0.0|2|0|0|0|1|36.0|1|2|34651|27.75|1|3|0|train
453|0.0|3|0|0|0|1|30.0|0|0|113051|27.75|2|0|1|train
454|1.0|3|0|0|0|1|49.0|1|0|17453|89.1042|2|1|0|train
456|1.0|1|0|0|0|1|29.0|0|0|349240|7.8958|2|0|1|train
457|0.0|3|0|0|0|1|65.0|0|0|13509|26.55|1|0|1|train
459|1.0|2|0|1|0|0|50.0|0|0|13531|10.5|1|0|1|train
461|1.0|3|0|0|0|1|48.0|0|0|19952|26.55|1|0|1|train
462|0.0|1|0|0|0|1|34.0|0|0|364506|8.05|1|0|1|train
463|0.0|3|0|0|0|1|47.0|0|0|111320|38.5|1|0|1|train
464|0.0|2|0|0|0|1|48.0|0|0|234360|13.0|1|0|1|train
466|0.0|1|0|0|0|1|38.0|0|0|3101306|7.05|1|0|1|train
468|0.0|3|0|0|0|1|56.0|0|0|113792|26.55|1|0|1|train
470|1.0|1|0|1|0|0|0.75|2|1|2666|19.2583|2|3|0|train
472|0.0|1|0|0|0|1|38.0|0|0|315089|8.6625|1|0|1|train
473|1.0|2|1|0|0|0|33.0|1|2|34651|27.75|1|3|0|train
474|1.0|2|1|0|0|0|23.0|0|0|541|13.7917|2|0|1|train
475|0.0|1|0|1|0|0|22.0|0|0|7553|9.8375|1|0|1|train
477|0.0|2|0|0|0|1|34.0|1|0|31027|21.0|1|1|0|train
478|0.0|1|0|0|0|1|29.0|1|0|3460|7.0458|1|1|0|train
479|0.0|1|0|0|0|1|22.0|0|0|350060|7.5208|1|0|1|train
480|1.0|1|0|1|0|0|2.0|0|1|3101298|12.2875|1|1|0|train
481|0.0|1|0|0|1|1|9.0|5|2|2144|46.9|1|7|0|train
483|0.0|1|0|0|0|1|50.0|0|0|3594|8.05|1|0|1|train
484|1.0|1|1|0|0|0|63.0|0|0|4134|9.5875|1|0|1|train
485|1.0|3|0|0|0|1|25.0|1|0|11967|91.0792|2|1|0|train
487|1.0|3|1|0|0|0|35.0|1|0|19943|90.0|1|1|0|train
488|0.0|3|0|0|0|1|58.0|0|0|11771|29.7|2|0|1|train
489|0.0|1|0|0|0|1|30.0|0|0|18509|8.05|1|0|1|train
490|1.0|1|0|0|1|1|9.0|1|1|37671|15.9|1|2|0|train
492|0.0|1|0|0|0|1|21.0|0|0|3101317|7.25|1|0|1|train
493|0.0|3|0|0|0|1|55.0|0|0|113787|30.5|1|0|1|train
494|0.0|3|0|0|0|1|71.0|0|0|17609|49.5042|2|0|1|train
495|0.0|1|0|0|0|1|21.0|0|0|45380|8.05|1|0|1|train
497|1.0|3|0|1|0|0|54.0|1|0|36947|78.2667|2|1|0|train
499|0.0|3|1|0|0|0|25.0|1|2|113781|151.55|1|3|0|train
500|0.0|1|0|0|0|1|24.0|0|0|350035|7.7958|1|0|1|train
501|0.0|1|0|0|0|1|17.0|0|0|315086|8.6625|1|0|1|train
502|0.0|1|0|1|0|0|21.0|0|0|364846|7.75|3|0|1|train
504|0.0|1|0|1|0|0|37.0|0|0|4135|9.5875|1|0|1|train
505|1.0|3|0|1|0|0|16.0|0|0|110152|86.5|1|0|1|train
506|0.0|3|0|0|0|1|18.0|1|0|17758|108.9|2|1|0|train
507|1.0|2|1|0|0|0|33.0|0|2|26360|26.0|1|2|0|train
509|0.0|1|0|0|0|1|28.0|0|0|4001|22.525|1|0|1|train
510|1.0|1|0|0|0|1|26.0|0|0|1601|56.4958|1|0|1|train
511|1.0|1|0|0|0|1|29.0|0|0|382651|7.75|3|0|1|train
513|1.0|3|0|0|0|1|36.0|0|0|17473|26.2875|1|0|1|train
514|1.0|3|1|0|0|0|54.0|1|0|17603|59.4|2|1|0|train
515|0.0|1|0|0|0|1|24.0|0|0|349209|7.4958|1|0|1|train
516|0.0|3|0|0|0|1|47.0|0|0|36967|34.0208|1|0|1|train
517|1.0|2|1|0|0|0|34.0|0|0|34260|10.5|1|0|1|train
519|1.0|2|1|0|0|0|36.0|1|0|226875|26.0|1|1|0|train
520|0.0|1|0|0|0|1|32.0|0|0|349242|7.8958|1|0|1|train
521|1.0|3|0|1|0|0|30.0|0|0|12749|93.5|1|0|1|train
522|0.0|1|0|0|0|1|22.0|0|0|349252|7.8958|1|0|1|train
524|1.0|3|1|0|0|0|44.0|0|1|111361|57.9792|2|1|0|train
526|0.0|1|0|0|0|1|40.5|0|0|367232|7.75|3|0|1|train
527|1.0|2|0|1|0|0|50.0|0|0|14258|10.5|1|0|1|train
529|0.0|1|0|0|0|1|39.0|0|0|3101296|7.925|1|0|1|train
530|0.0|2|0|0|0|1|23.0|2|1|29104|11.5|1|3|0|train
531|1.0|2|0|1|0|0|2.0|1|1|26360|26.0|1|2|0|train
533|0.0|1|0|0|0|1|17.0|1|1|2690|7.2292|2|2|0|train
535|0.0|1|0|1|0|0|30.0|0|0|315084|8.6625|1|0|1|train
536|1.0|2|0|1|0|0|7.0|0|2|13529|26.25|1|2|0|train
537|0.0|3|0|0|1|1|45.0|0|0|113050|26.55|1|0|1|train
538|1.0|3|0|1|0|0|30.0|0|0|17761|106.425|2|0|1|train
540|1.0|3|0|1|0|0|22.0|0|2|13568|49.5|2|2|0|train
541|1.0|3|0|1|0|0|36.0|0|2|5735|71.0|1|2|0|train
542|0.0|1|0|1|0|0|9.0|4|2|347082|31.275|1|6|0|train
543|0.0|1|0|1|0|0|11.0|4|2|347082|31.275|1|6|0|train
544|1.0|2|0|0|0|1|32.0|1|0|2908|26.0|1|1|0|train
545|0.0|3|0|0|0|1|50.0|1|0|17761|106.425|2|1|0|train
546|0.0|3|0|0|0|1|64.0|0|0|693|26.0|1|0|1|train
547|1.0|2|1|0|0|0|19.0|1|0|2908|26.0|1|1|0|train
549|0.0|1|0|0|0|1|33.0|1|1|363291|20.525|1|2|0|train
550|1.0|2|0|0|1|1|8.0|1|1|33112|36.75|1|2|0|train
551|1.0|3|0|0|0|1|17.0|0|2|17421|110.8833|2|2|0|train
552|0.0|2|0|0|0|1|27.0|0|0|244358|26.0|1|0|1|train
554|1.0|1|0|0|0|1|22.0|0|0|2620|7.225|2|0|1|train
555|1.0|1|0|1|0|0|22.0|0|0|347085|7.775|1|0|1|train
556|0.0|3|0|0|0|1|62.0|0|0|113807|26.55|1|0|1|train
557|1.0|3|0|0|1|0|48.0|1|0|11755|39.6|2|1|0|train
559|1.0|3|1|0|0|0|39.0|1|1|110413|79.65|1|2|0|train
560|1.0|1|1|0|0|0|36.0|1|0|345572|17.4|1|1|0|train
562|0.0|1|0|0|0|1|40.0|0|0|349251|7.8958|1|0|1|train
563|0.0|2|0|0|0|1|28.0|0|0|218629|13.5|1|0|1|train
566|0.0|1|0|0|0|1|24.0|2|0|48871|24.15|1|2|0|train
567|0.0|1|0|0|0|1|19.0|0|0|349205|7.8958|1|0|1|train
568|0.0|1|1|0|0|0|29.0|0|4|349909|21.075|1|4|0|train
570|1.0|1|0|0|0|1|32.0|0|0|350417|7.8542|1|0|1|train
571|1.0|2|0|0|0|1|62.0|0|0|752|10.5|1|0|1|train
572|1.0|3|1|0|0|0|53.0|2|0|11769|51.4792|1|2|0|train
573|1.0|3|0|0|0|1|36.0|0|0|17474|26.3875|1|0|1|train
575|0.0|1|0|0|0|1|16.0|0|0|20589|8.05|1|0|1|train
576|0.0|1|0|0|0|1|19.0|0|0|358585|14.5|1|0|1|train
577|1.0|2|0|1|0|0|34.0|0|0|243880|13.0|1|0|1|train
578|1.0|3|1|0|0|0|39.0|1|0|13507|55.9|1|1|0|train
580|1.0|1|0|0|0|1|32.0|0|0|3101286|7.925|1|0|1|train
581|1.0|2|0|1|0|0|25.0|1|1|237789|30.0|1|2|0|train
582|1.0|3|1|0|0|0|39.0|1|1|17421|110.8833|2|2|0|train
583|0.0|2|0|0|0|1|54.0|0|0|28403|26.0|1|0|1|train
584|0.0|3|0|0|0|1|36.0|0|0|13049|40.125|2|0|1|train
586|1.0|3|0|1|0|0|18.0|0|2|110413|79.65|1|2|0|train
587|0.0|2|0|0|0|1|47.0|0|0|237565|15.0|1|0|1|train
588|1.0|3|0|0|0|1|60.0|1|1|13567|79.2|2|2|0|train
589|0.0|1|0|0|0|1|22.0|0|0|14973|8.05|1|0|1|train
591|0.0|1|0|0|0|1|35.0|0|0|3101273|7.125|1|0|1|train
592|1.0|3|1|0|0|0|52.0|1|0|36947|78.2667|2|1|0|train
593|0.0|1|0|0|0|1|47.0|0|0|3902|7.25|1|0|1|train
595|0.0|2|0|0|0|1|37.0|1|0|29037|26.0|1|1|0|train
596|0.0|1|0|0|0|1|36.0|1|1|345773|24.15|1|2|0|train
598|0.0|1|0|0|0|1|49.0|0|0|-1|0.0|1|0|1|train
600|1.0|3|0|0|1|1|49.0|1|0|17485|56.9292|2|1|0|train
601|1.0|2|1|0|0|0|24.0|2|1|243847|27.0|1|3|0|train
604|0.0|1|0|0|0|1|44.0|0|0|364511|8.05|1|0|1|train
605|1.0|3|0|0|0|1|35.0|0|0|111426|26.55|2|0|1|train
606|0.0|1|0|0|0|1|36.0|1|0|349910|15.55|1|1|0|train
607|0.0|1|0|0|0|1|30.0|0|0|349246|7.8958|1|0|1|train
608|1.0|3|0|0|0|1|27.0|0|0|113804|30.5|1|0|1|train
609|1.0|2|1|0|0|0|22.0|1|2|2123|41.5792|2|3|0|train
610|1.0|3|0|1|0|0|40.0|0|0|17582|153.4625|1|0|1|train
611|0.0|1|1|0|0|0|39.0|1|5|347082|31.275|1|6|0|train
615|0.0|1|0|0|0|1|35.0|0|0|364512|8.05|1|0|1|train
616|1.0|2|0|1|0|0|24.0|1|2|220845|65.0|1|3|0|train
617|0.0|1|0|0|0|1|34.0|1|1|347080|14.4|1|2|0|train
618|0.0|1|1|0|0|0|26.0|1|0|3336|16.1|1|1|0|train
619|1.0|2|0|1|0|0|4.0|2|1|230136|39.0|1|3|0|train
620|0.0|2|0|0|0|1|26.0|0|0|31028|10.5|1|0|1|train
621|0.0|1|0|0|0|1|27.0|1|0|2659|14.4542|2|1|0|train
622|1.0|3|0|0|0|1|42.0|1|0|11753|52.5542|1|1|0|train
623|1.0|1|0|0|0|1|20.0|1|1|2653|15.7417|2|2|0|train
624|0.0|1|0|0|0|1|21.0|0|0|350029|7.8542|1|0|1|train
625|0.0|1|0|0|0|1|21.0|0|0|54636|16.1|1|0|1|train
626|0.0|3|0|0|0|1|61.0|0|0|36963|32.3208|1|0|1|train
627|0.0|2|0|0|1|1|57.0|0|0|219533|12.35|3|0|1|train
628|1.0|3|0|1|0|0|21.0|0|0|13502|77.9583|1|0|1|train
629|0.0|1|0|0|0|1|26.0|0|0|349224|7.8958|1|0|1|train
631|1.0|3|0|0|0|1|80.0|0|0|27042|30.0|1|0|1|train
632|0.0|1|0|0|0|1|51.0|0|0|347743|7.0542|1|0|1|train
633|1.0|3|0|0|1|1|32.0|0|0|13214|30.5|2|0|1|train
635|0.0|1|0|1|0|0|9.0|3|2|347088|27.9|1|5|0|train
636|1.0|2|0|1|0|0|28.0|0|0|237668|13.0|1|0|1|train
637|0.0|1|0|0|0|1|32.0|0|0|3101292|7.925|1|0|1|train
638|0.0|2|0|0|0|1|31.0|1|1|31921|26.25|1|2|0|train
639|0.0|1|1|0|0|0|41.0|0|5|3101295|39.6875|1|5|0|train
641|0.0|1|0|0|0|1|20.0|0|0|350050|7.8542|1|0|1|train
642|1.0|3|0|1|0|0|24.0|0|0|17477|69.3|2|0|1|train
643|0.0|1|0|1|0|0|2.0|3|2|347088|27.9|1|5|0|train
645|1.0|1|0|1|0|0|0.75|2|1|2666|19.2583|2|3|0|train
646|1.0|3|0|0|0|1|48.0|1|0|17572|76.7292|2|1|0|train
647|0.0|1|0|0|0|1|19.0|0|0|349231|7.8958|1|0|1|train
648|1.0|3|0|0|1|1|56.0|0|0|13213|35.5|2|0|1|train
650|1.0|1|0|1|0|0|23.0|0|0|2314|7.55|1|0|1|train
652|1.0|2|0|1|0|0|18.0|0|1|231919|23.0|1|1|0|train
653|0.0|1|0|0|0|1|21.0|0|0|8475|8.4333|1|0|1|train
655|0.0|1|0|1|0|0|18.0|0|0|365226|6.75|3|0|1|train
656|0.0|2|0|0|0|1|24.0|2|0|14879|73.5|1|2|0|train
658|0.0|1|1|0|0|0|32.0|1|1|364849|15.5|3|2|0|train
659|0.0|2|0|0|0|1|23.0|0|0|29751|13.0|1|0|1|train
660|0.0|3|0|0|0|1|58.0|0|2|35273|113.275|2|2|0|train
661|1.0|3|0|0|1|1|50.0|2|0|17611|133.65|1|2|0|train
662|0.0|1|0|0|0|1|40.0|0|0|2623|7.225|2|0|1|train
663|0.0|3|0|0|0|1|47.0|0|0|5727|25.5875|1|0|1|train
664|0.0|1|0|0|0|1|36.0|0|0|349210|7.4958|1|0|1|train
665|1.0|1|0|0|0|1|20.0|1|0|3101285|7.925|1|1|0|train
666|0.0|2|0|0|0|1|32.0|2|0|14879|73.5|1|2|0|train
667|0.0|2|0|0|0|1|25.0|0|0|234686|13.0|1|0|1|train
669|0.0|1|0|0|0|1|43.0|0|0|3536|8.05|1|0|1|train
671|1.0|2|1|0|0|0|40.0|1|1|29750|39.0|1|2|0|train
672|0.0|3|0|0|0|1|31.0|1|0|12750|52.0|1|1|0|train
673|0.0|2|0|0|0|1|70.0|0|0|24580|10.5|1|0|1|train
674|1.0|2|0|0|0|1|31.0|0|0|244270|13.0|1|0|1|train
676|0.0|1|0|0|0|1|18.0|0|0|349912|7.775|1|0|1|train
677|0.0|1|0|0|0|1|24.5|0|0|342826|8.05|1|0|1|train
678|1.0|1|0|1|0|0|18.0|0|0|4138|9.8417|1|0|1|train
679|0.0|1|1|0|0|0|43.0|1|6|2144|46.9|1|7|0|train
680|1.0|3|0|0|0|1|36.0|0|1|17755|512.3292|2|1|0|train
682|1.0|3|0|0|0|1|27.0|0|0|17572|76.7292|2|0|1|train
683|0.0|1|0|0|0|1|20.0|0|0|6563|9.225|1|0|1|train
684|0.0|1|0|0|0|1|14.0|5|2|2144|46.9|1|7|0|train
685|0.0|2|0|0|0|1|60.0|1|1|29750|39.0|1|2|0|train
686|0.0|2|0|0|0|1|25.0|1|2|2123|41.5792|2|3|0|train
687|0.0|1|0|0|0|1|14.0|4|1|3101295|39.6875|1|5|0|train
688|0.0|1|0|0|0|1|19.0|0|0|349228|10.1708|1|0|1|train
689|0.0|1|0|0|0|1|18.0|0|0|350036|7.7958|1|0|1|train
690|1.0|3|0|1|0|0|15.0|0|1|24160|211.3375|1|1|0|train
691|1.0|3|0|0|0|1|31.0|1|0|17474|57.0|1|1|0|train
692|1.0|1|0|1|0|0|4.0|0|1|349256|13.4167|2|1|0|train
694|0.0|1|0|0|0|1|25.0|0|0|2672|7.225|2|0|1|train
695|0.0|3|0|0|1|1|60.0|0|0|113800|26.55|1|0|1|train
696|0.0|2|0|0|0|1|52.0|0|0|248731|13.5|1|0|1|train
697|0.0|1|0|0|0|1|44.0|0|0|363592|8.05|1|0|1|train
699|0.0|3|0|0|0|1|49.0|1|1|17421|110.8833|2|2|0|train
700|0.0|1|0|0|0|1|42.0|0|0|348121|7.65|1|0|1|train
701|1.0|3|1|0|0|0|18.0|1|0|17757|227.525|2|1|0|train
702|1.0|3|0|0|0|1|35.0|0|0|17475|26.2875|1|0|1|train
703|0.0|1|0|1|0|0|18.0|0|1|2691|14.4542|2|1|0|train
704|0.0|1|0|0|0|1|25.0|0|0|36864|7.7417|3|0|1|train
705|0.0|1|0|0|0|1|26.0|1|0|350025|7.8542|1|1|0|train
706|0.0|2|0|0|0|1|39.0|0|0|250655|26.0|1|0|1|train
707|1.0|2|1|0|0|0|45.0|0|0|223596|13.5|1|0|1|train
708|1.0|3|0|0|0|1|42.0|0|0|17476|26.2875|1|0|1|train
709|1.0|3|0|1|0|0|22.0|0|0|113781|151.55|1|0|1|train
711|1.0|3|0|1|0|0|24.0|0|0|17482|49.5042|2|0|1|train
713|1.0|3|0|0|0|1|48.0|1|0|19996|52.0|1|1|0|train
714|0.0|1|0|0|0|1|29.0|0|0|7545|9.4833|1|0|1|train
715|0.0|2|0|0|0|1|52.0|0|0|250647|13.0|1|0|1|train
716|0.0|1|0|0|0|1|19.0|0|0|348124|7.65|1|0|1|train
717|1.0|3|0|1|0|0|38.0|0|0|17757|227.525|2|0|1|train
718|1.0|2|0|1|0|0|27.0|0|0|34218|10.5|1|0|1|train
720|0.0|1|0|0|0|1|33.0|0|0|347062|7.775|1|0|1|train
721|1.0|2|0|1|0|0|6.0|0|1|248727|33.0|1|1|0|train
722|0.0|1|0|0|0|1|17.0|1|0|350048|7.0542|1|1|0|train
723|0.0|2|0|0|0|1|34.0|0|0|12233|13.0|1|0|1|train
724|0.0|2|0|0|0|1|50.0|0|0|250643|13.0|1|0|1|train
725|1.0|3|0|0|0|1|27.0|1|0|113806|53.1|1|1|0|train
726|0.0|1|0|0|0|1|20.0|0|0|315094|8.6625|1|0|1|train
727|1.0|2|1|0|0|0|30.0|3|0|31027|21.0|1|3|0|train
729|0.0|2|0|0|0|1|25.0|1|0|236853|26.0|1|1|0|train
730|0.0|1|0|1|0|0|25.0|1|0|3101271|7.925|1|1|0|train
731|1.0|3|0|1|0|0|29.0|0|0|24160|211.3375|1|0|1|train
732|0.0|1|0|0|0|1|11.0|0|0|2699|18.7875|2|0|1|train
734|0.0|2|0|0|0|1|23.0|0|0|28425|13.0|1|0|1|train
735|0.0|2|0|0|0|1|23.0|0|0|233639|13.0|1|0|1|train
736|0.0|1|0|0|0|1|28.5|0|0|54636|16.1|1|0|1|train
737|0.0|1|1|0|0|0|48.0|1|3|6608|34.375|1|4|0|train
738|1.0|3|0|0|0|1|35.0|0|0|17755|512.3292|2|0|1|train
742|0.0|3|0|0|0|1|36.0|1|0|19877|78.85|1|1|0|train
743|1.0|3|0|1|0|0|21.0|2|2|17608|262.375|2|4|0|train
744|0.0|1|0|0|0|1|24.0|1|0|376566|16.1|1|1|0|train
745|1.0|1|0|0|0|1|31.0|0|0|3101288|7.925|1|0|1|train
746|0.0|3|0|0|1|1|70.0|1|1|5735|71.0|1|2|0|train
747|0.0|1|0|0|0|1|16.0|1|1|2673|20.25|1|2|0|train
748|1.0|2|0|1|0|0|30.0|0|0|250648|13.0|1|0|1|train
749|0.0|3|0|0|0|1|19.0|1|0|113773|53.1|1|1|0|train
750|0.0|1|0|0|0|1|31.0|0|0|335097|7.75|3|0|1|train
751|1.0|2|0|1|0|0|4.0|1|1|29103|23.0|1|2|0|train
752|1.0|1|0|0|1|1|6.0|0|1|392096|12.475|1|1|0|train
753|0.0|1|0|0|0|1|33.0|0|0|345780|9.5|1|0|1|train
754|0.0|1|0|0|0|1|23.0|0|0|349204|7.8958|1|0|1|train
755|1.0|2|1|0|0|0|48.0|1|2|220845|65.0|1|3|0|train
756|1.0|2|0|0|1|1|0.67|1|1|250649|14.5|1|2|0|train
757|0.0|1|0|0|0|1|28.0|0|0|350042|7.7958|1|0|1|train
758|0.0|2|0|0|0|1|18.0|0|0|29108|11.5|1|0|1|train
759|0.0|1|0|0|0|1|34.0|0|0|363294|8.05|1|0|1|train
760|1.0|3|0|0|1|0|33.0|0|0|110152|86.5|1|0|1|train
762|0.0|1|0|0|0|1|41.0|0|0|3101272|7.125|1|0|1|train
763|1.0|1|0|0|0|1|20.0|0|0|2663|7.2292|2|0|1|train
764|1.0|3|1|0|0|0|36.0|1|2|113760|120.0|1|3|0|train
765|0.0|1|0|0|0|1|16.0|0|0|347074|7.775|1|0|1|train
766|1.0|3|1|0|0|0|51.0|1|0|13502|77.9583|1|1|0|train
768|0.0|1|0|1|0|0|30.5|0|0|364850|7.75|3|0|1|train
770|0.0|1|0|0|0|1|32.0|0|0|8471|8.3625|1|0|1|train
771|0.0|1|0|0|0|1|24.0|0|0|345781|9.5|1|0|1|train
772|0.0|1|0|0|0|1|48.0|0|0|350047|7.8542|1|0|1|train
773|0.0|2|1|0|0|0|57.0|0|0|3|10.5|1|0|1|train
775|1.0|2|1|0|0|0|54.0|1|3|29105|23.0|1|4|0|train
776|0.0|1|0|0|0|1|18.0|0|0|347078|7.75|1|0|1|train
778|1.0|1|0|1|0|0|5.0|0|0|364516|12.475|1|0|1|train
780|1.0|3|1|0|0|0|43.0|0|1|24160|211.3375|1|1|0|train
781|1.0|1|0|1|0|0|13.0|0|0|2687|7.2292|2|0|1|train
782|1.0|3|1|0|0|0|17.0|1|0|17474|57.0|1|1|0|train
783|0.0|3|0|0|0|1|29.0|0|0|113501|30.0|1|0|1|train
785|0.0|1|0|0|0|1|25.0|0|0|3101312|7.05|1|0|1|train
786|0.0|1|0|0|0|1|25.0|0|0|374887|7.25|1|0|1|train
787|1.0|1|0|1|0|0|18.0|0|0|3101265|7.4958|1|0|1|train
788|0.0|1|0|0|1|1|8.0|4|1|382652|29.125|3|5|0|train
789|1.0|1|0|0|1|1|1.0|1|2|2315|20.575|1|3|0|train
790|0.0|3|0|0|0|1|46.0|0|0|17593|79.2|2|0|1|train
792|0.0|2|0|0|0|1|16.0|0|0|239865|26.0|1|0|1|train
795|0.0|1|0|0|0|1|25.0|0|0|349203|7.8958|1|0|1|train
796|0.0|2|0|0|0|1|39.0|0|0|28213|13.0|1|0|1|train
797|1.0|3|0|0|1|0|49.0|0|0|17465|25.9292|1|0|1|train
798|1.0|1|1|0|0|0|31.0|0|0|349244|8.6833|1|0|1|train
799|0.0|1|0|0|0|1|30.0|0|0|2685|7.2292|2|0|1|train
800|0.0|1|1|0|0|0|30.0|1|1|345773|24.15|1|2|0|train
801|0.0|2|0|0|0|1|34.0|0|0|250647|13.0|1|0|1|train
802|1.0|2|1|0|0|0|31.0|1|1|31921|26.25|1|2|0|train
803|1.0|3|0|0|1|1|11.0|1|2|113760|120.0|1|3|0|train
804|1.0|1|0|0|1|1|0.42|0|1|2625|8.5167|2|1|0|train
805|1.0|1|0|0|0|1|27.0|0|0|347089|6.975|1|0|1|train
806|0.0|1|0|0|0|1|31.0|0|0|347063|7.775|1|0|1|train
807|0.0|3|0|0|0|1|39.0|0|0|112050|0.0|1|0|1|train
808|0.0|1|0|1|0|0|18.0|0|0|347087|7.775|1|0|1|train
809|0.0|2|0|0|0|1|39.0|0|0|248723|13.0|1|0|1|train
810|1.0|3|1|0|0|0|33.0|1|0|113806|53.1|1|1|0|train
811|0.0|1|0|0|0|1|26.0|0|0|3474|7.8875|1|0|1|train
812|0.0|1|0|0|0|1|39.0|0|0|48871|24.15|1|0|1|train
813|0.0|2|0|0|0|1|35.0|0|0|28206|10.5|1|0|1|train
814|0.0|1|0|1|0|0|6.0|4|2|347082|31.275|1|6|0|train
815|0.0|1|0|0|0|1|30.5|0|0|364499|8.05|1|0|1|train
817|0.0|1|0|1|0|0|23.0|0|0|3101290|7.925|1|0|1|train
818|0.0|2|0|0|0|1|31.0|1|1|2079|37.0042|2|2|0|train
819|0.0|1|0|0|0|1|43.0|0|0|7075|6.45|1|0|1|train
820|0.0|1|0|0|1|1|10.0|3|2|347088|27.9|1|5|0|train
821|1.0|3|1|0|0|0|52.0|1|1|12749|93.5|1|2|0|train
822|1.0|1|0|0|0|1|27.0|0|0|315098|8.6625|1|0|1|train
823|0.0|3|0|0|1|1|38.0|0|0|19972|0.0|1|0|1|train
824|1.0|1|1|0|0|0|27.0|0|1|392096|12.475|1|1|0|train
825|0.0|1|0|0|1|1|2.0|4|1|3101295|39.6875|1|5|0|train
828|1.0|2|0|0|1|1|1.0|0|2|2079|37.0042|2|2|0|train
830|1.0|3|1|0|0|0|62.0|0|0|113572|80.0|1|0|1|train
831|1.0|1|1|0|0|0|15.0|1|0|2659|14.4542|2|1|0|train
832|1.0|2|0|0|1|1|0.83|1|1|29106|18.75|1|2|0|train
834|0.0|1|0|0|0|1|23.0|0|0|347468|7.8542|1|0|1|train
835|0.0|1|0|0|0|1|18.0|0|0|2223|8.3|1|0|1|train
836|1.0|3|0|1|0|0|39.0|1|1|17756|83.1583|2|2|0|train
837|0.0|1|0|0|0|1|21.0|0|0|315097|8.6625|1|0|1|train
839|1.0|1|0|0|0|1|32.0|0|0|1601|56.4958|1|0|1|train
841|0.0|1|0|0|0|1|20.0|0|0|3101287|7.925|1|0|1|train
842|0.0|2|0|0|0|1|16.0|0|0|3|10.5|1|0|1|train
843|1.0|3|0|1|0|0|30.0|0|0|113798|31.0|2|0|1|train
844|0.0|1|0|0|0|1|34.5|0|0|2683|6.4375|2|0|1|train
845|0.0|1|0|0|0|1|17.0|0|0|315090|8.6625|1|0|1|train
846|0.0|1|0|0|0|1|42.0|0|0|5547|7.55|1|0|1|train
848|0.0|1|0|0|0|1|35.0|0|0|349213|7.8958|2|0|1|train
849|0.0|2|0|0|1|1|28.0|0|1|248727|33.0|1|1|0|train
851|0.0|1|0|0|1|1|4.0|4|2|347082|31.275|1|6|0|train
852|0.0|1|0|0|0|1|74.0|0|0|347060|7.775|1|0|1|train
853|0.0|1|0|1|0|0|9.0|1|1|2678|15.2458|2|2|0|train
854|1.0|3|0|1|0|0|16.0|0|1|17592|39.4|1|1|0|train
855|0.0|2|1|0|0|0|44.0|1|0|244252|26.0|1|1|0|train
856|1.0|1|1|0|0|0|18.0|0|1|392091|9.35|1|1|0|train
857|1.0|3|1|0|0|0|45.0|1|1|36928|164.8667|1|2|0|train
858|1.0|3|0|0|0|1|51.0|0|0|113055|26.55|1|0|1|train
859|1.0|1|1|0|0|0|24.0|0|3|2666|19.2583|2|3|0|train
861|0.0|1|0|0|0|1|41.0|2|0|350026|14.1083|1|2|0|train
862|0.0|2|0|0|0|1|21.0|1|0|28134|11.5|1|1|0|train
863|1.0|3|1|0|0|0|48.0|0|0|17466|25.9292|1|0|1|train
865|0.0|2|0|0|0|1|24.0|0|0|233866|13.0|1|0|1|train
866|1.0|2|1|0|0|0|42.0|0|0|236852|13.0|1|0|1|train
867|1.0|2|0|1|0|0|27.0|1|0|2149|13.8583|2|1|0|train
868|0.0|3|0|0|0|1|31.0|0|0|17590|50.4958|1|0|1|train
870|1.0|1|0|0|1|1|4.0|1|1|347742|11.1333|1|2|0|train
871|0.0|1|0|0|0|1|26.0|0|0|349248|7.8958|1|0|1|train
872|1.0|3|1|0|0|0|47.0|1|1|11751|52.5542|1|2|0|train
873|0.0|3|0|0|0|1|33.0|0|0|695|5.0|1|0|1|train
874|0.0|1|0|0|0|1|47.0|0|0|345765|9.0|1|0|1|train
875|1.0|2|1|0|0|0|28.0|1|0|3381|24.0|2|1|0|train
876|1.0|1|0|1|0|0|15.0|0|0|2667|7.225|2|0|1|train
877|0.0|1|0|0|0|1|20.0|0|0|7534|9.8458|1|0|1|train
878|0.0|1|0|0|0|1|19.0|0|0|349212|7.8958|1|0|1|train
880|1.0|3|1|0|0|0|56.0|0|1|11767|83.1583|2|1|0|train
881|1.0|2|1|0|0|0|25.0|0|1|230433|26.0|1|1|0|train
