GrLivArea|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
969|SalePrice|1|1|122000.0|122000.0|122000.0|122000.0|122000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|122000.0|122000.0|0.0|122000.0|122000.0|0.0|0.0|-3.0
970|SalePrice|2|1|132500.0|132500.0|132500.0|132500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|132500.0|132500.0|0.0|132500.0|132500.0|0.0|0.0|-3.0
971|SalePrice|1|1|128500.0|128500.0|128500.0|128500.0|128500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|128500.0|128500.0|0.0|128500.0|128500.0|0.0|0.0|-3.0
972|SalePrice|2|1|132000.0|132000.0|132000.0|132000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|132000.0|132000.0|0.0|132000.0|132000.0|0.0|0.0|-3.0
974|SalePrice|1|1|93500.0|93500.0|93500.0|93500.0|93500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|93500.0|93500.0|0.0|93500.0|93500.0|0.0|0.0|-3.0
976|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
980|SalePrice|4|3|398000.0|132666.67|132615.54|135000.0|135500.0|1|25.0|20083333.33|4481.44|0|0.0|0|0.0|3|75.0|1|25.0|3|127500.0|135500.0|8000.0|131250.0|135250.0|4000.0|-0.7|-1.5
981|SalePrice|1|1|143250.0|143250.0|143250.0|143250.0|143250.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|143250.0|143250.0|0.0|143250.0|143250.0|0.0|0.0|-3.0
984|SalePrice|5|0|0.0|||||5|100.0|||0|0.0|0|0.0|0|0.0|5|100.0|0|||||||0.0|0.0
985|SalePrice|2|1|149900.0|149900.0|149900.0|149900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|149900.0|149900.0|0.0|149900.0|149900.0|0.0|0.0|-3.0
986|SalePrice|1|1|102000.0|102000.0|102000.0|102000.0|102000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|102000.0|102000.0|0.0|102000.0|102000.0|0.0|0.0|-3.0
987|SalePrice|12|7|676400.0|96628.57|95970.95|94500.0||5|41.67|153849047.62|12403.59|0|0.0|0|0.0|7|58.33|5|41.67|7|83000.0|118000.0|35000.0|87450.0|103000.0|15550.0|0.59|-0.79
988|SalePrice|11|5|631500.0|126300.0|123131.31|119000.0||6|54.55|1091200000.0|33033.32|0|0.0|0|0.0|5|45.45|6|54.55|5|91000.0|180000.0|89000.0|113000.0|128500.0|15500.0|0.84|-0.4
990|SalePrice|8|5|688600.0|137720.0|137199.38|138000.0||3|37.5|180992000.0|13453.33|0|0.0|0|0.0|5|62.5|3|37.5|5|123600.0|156000.0|32400.0|126000.0|145000.0|19000.0|0.24|-1.35
992|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
995|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
996|SalePrice|2|2|255000.0|127500.0|126000.0|127500.0|147000.0|1|50.0|760500000.0|27577.16|0|0.0|0|0.0|2|100.0|0|0.0|2|108000.0|147000.0|39000.0|117750.0|137250.0|19500.0|0.0|-2.0
998|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
999|SalePrice|4|3|445400.0|148466.67|147042.99|134500.0|134500.0|1|25.0|673003333.33|25942.31|0|0.0|0|0.0|3|75.0|1|25.0|3|132500.0|178400.0|45900.0|133500.0|156450.0|22950.0|0.7|-1.5
1000|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1001|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1002|SalePrice|1|1|148500.0|148500.0|148500.0|148500.0|148500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|148500.0|148500.0|0.0|148500.0|148500.0|0.0|0.0|-3.0
1003|SalePrice|1|1|142500.0|142500.0|142500.0|142500.0|142500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|142500.0|142500.0|0.0|142500.0|142500.0|0.0|0.0|-3.0
1004|SalePrice|3|2|284000.0|142000.0|141827.36|142000.0||1|33.33|98000000.0|9899.49|0|0.0|0|0.0|2|66.67|1|33.33|2|135000.0|149000.0|14000.0|138500.0|145500.0|7000.0|0.0|-2.0
1005|SalePrice|3|1|115000.0|115000.0|115000.0|115000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|115000.0|115000.0|0.0|115000.0|115000.0|0.0|0.0|-3.0
1006|SalePrice|1|1|80000.0|80000.0|80000.0|80000.0|80000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|80000.0|80000.0|0.0|80000.0|80000.0|0.0|0.0|-3.0
1008|SalePrice|7|2|271500.0|135750.0|135744.24|135750.0||5|71.43|3125000.0|1767.77|0|0.0|0|0.0|2|28.57|5|71.43|2|134500.0|137000.0|2500.0|135125.0|136375.0|1250.0|0.0|-2.0
1009|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1012|SalePrice|3|1|118400.0|118400.0|118400.0|118400.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|118400.0|118400.0|0.0|118400.0|118400.0|0.0|0.0|-3.0
1013|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1014|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1015|SalePrice|1|1|88000.0|88000.0|88000.0|88000.0|88000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|88000.0|88000.0|0.0|88000.0|88000.0|0.0|0.0|-3.0
1017|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1020|SalePrice|5|1|94000.0|94000.0|94000.0|94000.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|94000.0|94000.0|0.0|94000.0|94000.0|0.0|0.0|-3.0
1022|SalePrice|3|1|85000.0|85000.0|85000.0|85000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|85000.0|85000.0|0.0|85000.0|85000.0|0.0|0.0|-3.0
1024|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1025|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1026|SalePrice|4|2|303000.0|151500.0|151433.15|151500.0||2|50.0|40500000.0|6363.96|0|0.0|0|0.0|2|50.0|2|50.0|2|147000.0|156000.0|9000.0|149250.0|153750.0|4500.0|0.0|-2.0
1027|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1028|SalePrice|1|1|115000.0|115000.0|115000.0|115000.0|115000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|115000.0|115000.0|0.0|115000.0|115000.0|0.0|0.0|-3.0
1029|SalePrice|1|1|118500.0|118500.0|118500.0|118500.0|118500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|118500.0|118500.0|0.0|118500.0|118500.0|0.0|0.0|-3.0
1030|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1031|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1032|SalePrice|5|1|148000.0|148000.0|148000.0|148000.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|148000.0|148000.0|0.0|148000.0|148000.0|0.0|0.0|-3.0
1033|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1034|SalePrice|5|2|278900.0|139450.0|136084.9|139450.0||3|60.0|1854405000.0|43062.8|0|0.0|0|0.0|2|40.0|3|60.0|2|109000.0|169900.0|60900.0|124225.0|154675.0|30450.0|0.0|-2.0
1036|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1037|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1038|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1039|SalePrice|2|1|131500.0|131500.0|131500.0|131500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|131500.0|131500.0|0.0|131500.0|131500.0|0.0|0.0|-3.0
1040|SalePrice|25|14|1665250.0|118946.43|117021.97|125500.0||11|44.0|477375563.19|21848.93|0|0.0|0|0.0|14|56.0|11|44.0|14|87500.0|152000.0|64500.0|97500.0|132812.5|35312.5|-0.1|-1.22
1041|SalePrice|2|1|124500.0|124500.0|124500.0|124500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|124500.0|124500.0|0.0|124500.0|124500.0|0.0|0.0|-3.0
1042|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1043|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1044|SalePrice|3|1|55993.0|55993.0|55993.0|55993.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|55993.0|55993.0|0.0|55993.0|55993.0|0.0|0.0|-3.0
1045|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
1047|SalePrice|1|1|100000.0|100000.0|100000.0|100000.0|100000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|100000.0|100000.0|0.0|100000.0|100000.0|0.0|0.0|-3.0
1048|SalePrice|3|3|346300.0|115433.33|114460.4|113000.0|135000.0|1|33.33|341163333.33|18470.61|0|0.0|0|0.0|3|100.0|0|0.0|3|98300.0|135000.0|36700.0|105650.0|124000.0|18350.0|0.24|-1.5
1049|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1050|SalePrice|4|2|265400.0|132700.0|132645.58|132700.0||2|50.0|28880000.0|5374.01|0|0.0|0|0.0|2|50.0|2|50.0|2|128900.0|136500.0|7600.0|130800.0|134600.0|3800.0|0.0|-2.0
1051|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1052|SalePrice|4|2|293500.0|146750.0|146517.92|146750.0||2|50.0|136125000.0|11667.26|0|0.0|0|0.0|2|50.0|2|50.0|2|138500.0|155000.0|16500.0|142625.0|150875.0|8250.0|0.0|-2.0
1053|SalePrice|4|2|295500.0|147750.0|147732.87|147750.0||2|50.0|10125000.0|3181.98|0|0.0|0|0.0|2|50.0|2|50.0|2|145500.0|150000.0|4500.0|146625.0|148875.0|2250.0|0.0|-2.0
1054|SalePrice|3|2|288500.0|144250.0|144091.98|144250.0||1|33.33|91125000.0|9545.94|0|0.0|0|0.0|2|66.67|1|33.33|2|137500.0|151000.0|13500.0|140875.0|147625.0|6750.0|0.0|-2.0
1055|SalePrice|5|0|0.0|||||5|100.0|||0|0.0|0|0.0|0|0.0|5|100.0|0|||||||0.0|0.0
1056|SalePrice|7|6|816400.0|136066.67|135346.4|140700.0|145000.0|1|14.29|208506666.67|14439.76|0|0.0|0|0.0|6|85.71|1|14.29|6|107000.0|145000.0|38000.0|139100.0|143500.0|4400.0|-1.68|1.01
1057|SalePrice|3|2|241000.0|120500.0|119949.99|120500.0||1|33.33|264500000.0|16263.46|0|0.0|0|0.0|2|66.67|1|33.33|2|109000.0|132000.0|23000.0|114750.0|126250.0|11500.0|0.0|-2.0
1059|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1060|SalePrice|3|2|283900.0|141950.0|141437.62|141950.0||1|33.33|290405000.0|17041.27|0|0.0|0|0.0|2|66.67|1|33.33|2|129900.0|154000.0|24100.0|135925.0|147975.0|12050.0|0.0|-2.0
1061|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1062|SalePrice|2|1|146800.0|146800.0|146800.0|146800.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|146800.0|146800.0|0.0|146800.0|146800.0|0.0|0.0|-3.0
1063|SalePrice|1|1|128000.0|128000.0|128000.0|128000.0|128000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|128000.0|128000.0|0.0|128000.0|128000.0|0.0|0.0|-3.0
1064|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1065|SalePrice|1|1|126500.0|126500.0|126500.0|126500.0|126500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|126500.0|126500.0|0.0|126500.0|126500.0|0.0|0.0|-3.0
1067|SalePrice|1|1|128000.0|128000.0|128000.0|128000.0|128000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|128000.0|128000.0|0.0|128000.0|128000.0|0.0|0.0|-3.0
1068|SalePrice|2|1|154500.0|154500.0|154500.0|154500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|154500.0|154500.0|0.0|154500.0|154500.0|0.0|0.0|-3.0
1069|SalePrice|3|2|267500.0|133750.0|133603.89|133750.0||1|33.33|78125000.0|8838.83|0|0.0|0|0.0|2|66.67|1|33.33|2|127500.0|140000.0|12500.0|130625.0|136875.0|6250.0|0.0|-2.0
1072|SalePrice|8|3|433000.0|144333.33|144295.43|145000.0||5|62.5|16333333.33|4041.45|0|0.0|0|0.0|3|37.5|5|62.5|3|140000.0|148000.0|8000.0|142500.0|146500.0|4000.0|-0.29|-1.5
1073|SalePrice|6|2|264480.0|132240.0|130087.97|132240.0||4|66.67|1129075200.0|33601.71|0|0.0|0|0.0|2|33.33|4|66.67|2|108480.0|156000.0|47520.0|120360.0|144120.0|23760.0|0.0|-2.0
1074|SalePrice|3|1|153500.0|153500.0|153500.0|153500.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|153500.0|153500.0|0.0|153500.0|153500.0|0.0|0.0|-3.0
1075|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1076|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1077|SalePrice|3|3|276000.0|92000.0|89605.1|91000.0|91000.0|1|33.33|651000000.0|25514.7|0|0.0|0|0.0|3|100.0|0|0.0|3|67000.0|118000.0|51000.0|79000.0|104500.0|25500.0|0.07|-1.5
1078|SalePrice|3|2|292025.0|146012.5|145960.74|146012.5|142125.0|1|33.33|30225312.5|5497.76|0|0.0|0|0.0|2|66.67|1|33.33|2|142125.0|149900.0|7775.0|144068.75|147956.25|3887.5|0.0|-2.0
1079|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1080|SalePrice|6|3|411000.0|137000.0|136968.58|136000.0||3|50.0|13000000.0|3605.55|0|0.0|0|0.0|3|50.0|3|50.0|3|134000.0|141000.0|7000.0|135000.0|138500.0|3500.0|0.47|-1.5
1081|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1082|SalePrice|2|1|119200.0|119200.0|119200.0|119200.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|119200.0|119200.0|0.0|119200.0|119200.0|0.0|0.0|-3.0
1083|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1086|SalePrice|3|2|304850.0|152425.0|152239.14|152425.0|159950.0|1|33.33|113251250.0|10641.96|0|0.0|0|0.0|2|66.67|1|33.33|2|144900.0|159950.0|15050.0|148662.5|156187.5|7525.0|0.0|-2.0
1088|SalePrice|2|1|170000.0|170000.0|170000.0|170000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|170000.0|170000.0|0.0|170000.0|170000.0|0.0|0.0|-3.0
1089|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1090|SalePrice|2|1|157000.0|157000.0|157000.0|157000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|157000.0|157000.0|0.0|157000.0|157000.0|0.0|0.0|-3.0
1091|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1092|SalePrice|26|8|814500.0|101812.5|96596.13|88000.0||18|69.23|1201566964.29|34663.63|0|0.0|0|0.0|8|30.77|18|69.23|7|55000.0|145000.0|90000.0|81375.0|139500.0|58125.0|0.22|-1.5
1093|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1094|SalePrice|2|1|155000.0|155000.0|155000.0|155000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|155000.0|155000.0|0.0|155000.0|155000.0|0.0|0.0|-3.0
1095|SalePrice|1|1|140000.0|140000.0|140000.0|140000.0|140000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
1096|SalePrice|4|2|217800.0|108900.0|104714.85|108900.0||2|50.0|1788020000.0|42284.99|0|0.0|0|0.0|2|50.0|2|50.0|2|79000.0|138800.0|59800.0|93950.0|123850.0|29900.0|0.0|-2.0
1097|SalePrice|3|2|297000.0|148500.0|148458.75|148500.0||1|33.33|24500000.0|4949.75|0|0.0|0|0.0|2|66.67|1|33.33|2|145000.0|152000.0|7000.0|146750.0|150250.0|3500.0|0.0|-2.0
1098|SalePrice|2|1|135000.0|135000.0|135000.0|135000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
1099|SalePrice|1|1|144000.0|144000.0|144000.0|144000.0|144000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|144000.0|144000.0|0.0|144000.0|144000.0|0.0|0.0|-3.0
1100|SalePrice|3|1|141000.0|141000.0|141000.0|141000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|141000.0|141000.0|0.0|141000.0|141000.0|0.0|0.0|-3.0
1102|SalePrice|2|1|148800.0|148800.0|148800.0|148800.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|148800.0|148800.0|0.0|148800.0|148800.0|0.0|0.0|-3.0
1103|SalePrice|2|1|110500.0|110500.0|110500.0|110500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|110500.0|110500.0|0.0|110500.0|110500.0|0.0|0.0|-3.0
1104|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1105|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1107|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1108|SalePrice|1|1|139400.0|139400.0|139400.0|139400.0|139400.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|139400.0|139400.0|0.0|139400.0|139400.0|0.0|0.0|-3.0
1109|SalePrice|1|1|139000.0|139000.0|139000.0|139000.0|139000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|139000.0|139000.0|0.0|139000.0|139000.0|0.0|0.0|-3.0
1110|SalePrice|1|1|165500.0|165500.0|165500.0|165500.0|165500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|165500.0|165500.0|0.0|165500.0|165500.0|0.0|0.0|-3.0
1111|SalePrice|3|3|312900.0|104300.0|103901.02|101000.0|116900.0|1|33.33|128070000.0|11316.8|0|0.0|0|0.0|3|100.0|0|0.0|3|95000.0|116900.0|21900.0|98000.0|108950.0|10950.0|0.49|-1.5
1112|SalePrice|4|1|85000.0|85000.0|85000.0|85000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|85000.0|85000.0|0.0|85000.0|85000.0|0.0|0.0|-3.0
1113|SalePrice|2|2|295000.0|147500.0|147499.15|147500.0|147000.0|1|50.0|500000.0|707.11|0|0.0|0|0.0|2|100.0|0|0.0|2|147000.0|148000.0|1000.0|147250.0|147750.0|500.0|0.0|-2.0
1114|SalePrice|6|2|314000.0|157000.0|156987.26|157000.0||4|66.67|8000000.0|2828.43|0|0.0|0|0.0|2|33.33|4|66.67|2|155000.0|159000.0|4000.0|156000.0|158000.0|2000.0|0.0|-2.0
1116|SalePrice|2|1|160000.0|160000.0|160000.0|160000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|160000.0|160000.0|0.0|160000.0|160000.0|0.0|0.0|-3.0
1117|SalePrice|3|1|107000.0|107000.0|107000.0|107000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|107000.0|107000.0|0.0|107000.0|107000.0|0.0|0.0|-3.0
1118|SalePrice|4|3|406900.0|135633.33|133482.53|119900.0|171000.0|1|25.0|941903333.33|30690.44|0|0.0|0|0.0|3|75.0|1|25.0|3|116000.0|171000.0|55000.0|117950.0|145450.0|27500.0|0.69|-1.5
1119|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1120|SalePrice|4|2|276000.0|138000.0|137706.21|138000.0||2|50.0|162000000.0|12727.92|0|0.0|0|0.0|2|50.0|2|50.0|2|129000.0|147000.0|18000.0|133500.0|142500.0|9000.0|0.0|-2.0
1121|SalePrice|2|2|279000.0|139500.0|139499.1|139500.0|139000.0|1|50.0|500000.0|707.11|0|0.0|0|0.0|2|100.0|0|0.0|2|139000.0|140000.0|1000.0|139250.0|139750.0|500.0|0.0|-2.0
1122|SalePrice|1|1|147000.0|147000.0|147000.0|147000.0|147000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|147000.0|147000.0|0.0|147000.0|147000.0|0.0|0.0|-3.0
1123|SalePrice|1|1|100000.0|100000.0|100000.0|100000.0|100000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|100000.0|100000.0|0.0|100000.0|100000.0|0.0|0.0|-3.0
1124|SalePrice|2|1|93000.0|93000.0|93000.0|93000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|93000.0|93000.0|0.0|93000.0|93000.0|0.0|0.0|-3.0
1125|SalePrice|2|2|280000.0|140000.0|139194.11|140000.0|125000.0|1|50.0|450000000.0|21213.2|0|0.0|0|0.0|2|100.0|0|0.0|2|125000.0|155000.0|30000.0|132500.0|147500.0|15000.0|0.0|-2.0
1126|SalePrice|4|3|443000.0|147666.67|144608.54|160000.0|175000.0|1|25.0|1236333333.33|35161.53|0|0.0|0|0.0|3|75.0|1|25.0|3|108000.0|175000.0|67000.0|134000.0|167500.0|33500.0|-0.57|-1.5
1127|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1128|SalePrice|5|3|341400.0|113800.0|107751.49|118000.0||2|40.0|1888120000.0|43452.5|0|0.0|0|0.0|3|60.0|2|40.0|3|68400.0|155000.0|86600.0|93200.0|136500.0|43300.0|-0.18|-1.5
1130|SalePrice|1|1|120000.0|120000.0|120000.0|120000.0|120000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|120000.0|120000.0|0.0|120000.0|120000.0|0.0|0.0|-3.0
1131|SalePrice|3|2|155971.0|77985.5|77135.09|77985.5||1|33.33|263833420.5|16242.95|0|0.0|0|0.0|2|66.67|1|33.33|2|66500.0|89471.0|22971.0|72242.75|83728.25|11485.5|0.0|-2.0
1132|SalePrice|2|1|176000.0|176000.0|176000.0|176000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|176000.0|176000.0|0.0|176000.0|176000.0|0.0|0.0|-3.0
1133|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
1134|SalePrice|2|2|261000.0|130500.0|130422.39|130500.0|135000.0|1|50.0|40500000.0|6363.96|0|0.0|0|0.0|2|100.0|0|0.0|2|126000.0|135000.0|9000.0|128250.0|132750.0|4500.0|0.0|-2.0
1135|SalePrice|1|1|155000.0|155000.0|155000.0|155000.0|155000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|155000.0|155000.0|0.0|155000.0|155000.0|0.0|0.0|-3.0
1136|SalePrice|2|1|140000.0|140000.0|140000.0|140000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
1137|SalePrice|2|1|176000.0|176000.0|176000.0|176000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|176000.0|176000.0|0.0|176000.0|176000.0|0.0|0.0|-3.0
1138|SalePrice|2|1|145000.0|145000.0|145000.0|145000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|145000.0|145000.0|0.0|145000.0|145000.0|0.0|0.0|-3.0
1140|SalePrice|3|2|181000.0|90500.0|90300.89|90500.0||1|33.33|72000000.0|8485.28|0|0.0|0|0.0|2|66.67|1|33.33|2|84500.0|96500.0|12000.0|87500.0|93500.0|6000.0|0.0|-2.0
1141|SalePrice|4|1|142500.0|142500.0|142500.0|142500.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|142500.0|142500.0|0.0|142500.0|142500.0|0.0|0.0|-3.0
1142|SalePrice|5|1|134000.0|134000.0|134000.0|134000.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|134000.0|134000.0|0.0|134000.0|134000.0|0.0|0.0|-3.0
1143|SalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
1144|SalePrice|7|5|667350.0|133470.0|133285.57|131400.0||2|28.57|61689500.0|7854.27|0|0.0|0|0.0|5|71.43|2|28.57|5|124000.0|143000.0|19000.0|129000.0|139950.0|10950.0|0.11|-1.48
1145|SalePrice|3|1|160200.0|160200.0|160200.0|160200.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|160200.0|160200.0|0.0|160200.0|160200.0|0.0|0.0|-3.0
1146|SalePrice|2|1|187500.0|187500.0|187500.0|187500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|187500.0|187500.0|0.0|187500.0|187500.0|0.0|0.0|-3.0
