EnclosedPorch|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
239|SalePrice|3|1|135000.0|135000.0|135000.0|135000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
240|SalePrice|5|2|274500.0|137250.0|134517.66|137250.0||3|60.0|1485125000.0|38537.32|0|0.0|0|0.0|2|40.0|3|60.0|2|110000.0|164500.0|54500.0|123625.0|150875.0|27250.0|0.0|-2.0
242|SalePrice|1|1|127000.0|127000.0|127000.0|127000.0|127000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|127000.0|127000.0|0.0|127000.0|127000.0|0.0|0.0|-3.0
244|SalePrice|3|2|211900.0|105950.0|104241.55|105950.0||1|33.33|718205000.0|26799.35|0|0.0|0|0.0|2|66.67|1|33.33|2|87000.0|124900.0|37900.0|96475.0|115425.0|18950.0|0.0|-2.0
246|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
248|SalePrice|3|1|110000.0|110000.0|110000.0|110000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|110000.0|110000.0|0.0|110000.0|110000.0|0.0|0.0|-3.0
249|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
252|SalePrice|4|4|636600.0|159150.0|156556.06|154850.0|197900.0|1|25.0|1114070000.0|33377.69|0|0.0|0|0.0|4|100.0|0|0.0|4|129000.0|197900.0|68900.0|132525.0|181475.0|48950.0|0.2|-1.72
254|SalePrice|1|1|140000.0|140000.0|140000.0|140000.0|140000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
256|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
259|SalePrice|1|1|129500.0|129500.0|129500.0|129500.0|129500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|129500.0|129500.0|0.0|129500.0|129500.0|0.0|0.0|-3.0
260|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
264|SalePrice|3|2|297000.0|148500.0|146116.39|148500.0||1|33.33|1404500000.0|37476.66|0|0.0|0|0.0|2|66.67|1|33.33|2|122000.0|175000.0|53000.0|135250.0|161750.0|26500.0|0.0|-2.0
265|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
268|SalePrice|1|1|214500.0|214500.0|214500.0|214500.0|214500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|214500.0|214500.0|0.0|214500.0|214500.0|0.0|0.0|-3.0
272|SalePrice|1|1|140000.0|140000.0|140000.0|140000.0|140000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
275|SalePrice|1|1|157900.0|157900.0|157900.0|157900.0|157900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|157900.0|157900.0|0.0|157900.0|157900.0|0.0|0.0|-3.0
280|SalePrice|4|1|230000.0|230000.0|230000.0|230000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|230000.0|230000.0|0.0|230000.0|230000.0|0.0|0.0|-3.0
286|SalePrice|1|1|79000.0|79000.0|79000.0|79000.0|79000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|79000.0|79000.0|0.0|79000.0|79000.0|0.0|0.0|-3.0
288|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
290|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
291|SalePrice|1|1|430000.0|430000.0|430000.0|430000.0|430000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|430000.0|430000.0|0.0|430000.0|430000.0|0.0|0.0|-3.0
293|SalePrice|1|1|124000.0|124000.0|124000.0|124000.0|124000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|124000.0|124000.0|0.0|124000.0|124000.0|0.0|0.0|-3.0
294|SalePrice|1|1|130000.0|130000.0|130000.0|130000.0|130000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|130000.0|130000.0|0.0|130000.0|130000.0|0.0|0.0|-3.0
296|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
301|SalePrice|1|1|189000.0|189000.0|189000.0|189000.0|189000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|189000.0|189000.0|0.0|189000.0|189000.0|0.0|0.0|-3.0
318|SalePrice|1|1|244400.0|244400.0|244400.0|244400.0|244400.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|244400.0|244400.0|0.0|244400.0|244400.0|0.0|0.0|-3.0
324|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
330|SalePrice|1|1|144000.0|144000.0|144000.0|144000.0|144000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|144000.0|144000.0|0.0|144000.0|144000.0|0.0|0.0|-3.0
334|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
364|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
368|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
386|SalePrice|1|1|265979.0|265979.0|265979.0|265979.0|265979.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|265979.0|265979.0|0.0|265979.0|265979.0|0.0|0.0|-3.0
429|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
432|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
552|SalePrice|1|1|235000.0|235000.0|235000.0|235000.0|235000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|235000.0|235000.0|0.0|235000.0|235000.0|0.0|0.0|-3.0
584|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1012|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
