2ndFlrSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
580|SalePrice|2|1|140000.0|140000.0|140000.0|140000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
581|SalePrice|2|1|157500.0|157500.0|157500.0|157500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|157500.0|157500.0|0.0|157500.0|157500.0|0.0|0.0|-3.0
582|SalePrice|2|1|127000.0|127000.0|127000.0|127000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|127000.0|127000.0|0.0|127000.0|127000.0|0.0|0.0|-3.0
583|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
584|SalePrice|2|2|245000.0|122500.0|122049.17|122500.0|112000.0|1|50.0|220500000.0|14849.24|0|0.0|0|0.0|2|100.0|0|0.0|2|112000.0|133000.0|21000.0|117250.0|127750.0|10500.0|0.0|-2.0
585|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
586|SalePrice|1|1|148500.0|148500.0|148500.0|148500.0|148500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|148500.0|148500.0|0.0|148500.0|148500.0|0.0|0.0|-3.0
587|SalePrice|1|1|132500.0|132500.0|132500.0|132500.0|132500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|132500.0|132500.0|0.0|132500.0|132500.0|0.0|0.0|-3.0
588|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
589|SalePrice|1|1|139000.0|139000.0|139000.0|139000.0|139000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|139000.0|139000.0|0.0|139000.0|139000.0|0.0|0.0|-3.0
590|SalePrice|1|1|426000.0|426000.0|426000.0|426000.0|426000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|426000.0|426000.0|0.0|426000.0|426000.0|0.0|0.0|-3.0
591|SalePrice|1|1|120000.0|120000.0|120000.0|120000.0|120000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|120000.0|120000.0|0.0|120000.0|120000.0|0.0|0.0|-3.0
592|SalePrice|2|1|169500.0|169500.0|169500.0|169500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|169500.0|169500.0|0.0|169500.0|169500.0|0.0|0.0|-3.0
594|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
595|SalePrice|4|1|141000.0|141000.0|141000.0|141000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|141000.0|141000.0|0.0|141000.0|141000.0|0.0|0.0|-3.0
596|SalePrice|4|3|402500.0|134166.67|124090.57|119500.0|119500.0|1|25.0|4193583333.33|64757.88|0|0.0|0|0.0|3|75.0|1|25.0|3|78000.0|205000.0|127000.0|98750.0|162250.0|63500.0|0.39|-1.5
600|SalePrice|13|7|944902.0|134986.0|133990.48|144152.0||6|46.15|296428372.0|17217.1|0|0.0|0|0.0|7|53.85|6|46.15|6|106250.0|151000.0|44750.0|123750.0|148000.0|24250.0|-0.59|-1.09
601|SalePrice|7|2|294500.0|147250.0|147244.69|147250.0||5|71.43|3125000.0|1767.77|0|0.0|0|0.0|2|28.57|5|71.43|2|146000.0|148500.0|2500.0|146625.0|147875.0|1250.0|0.0|-2.0
602|SalePrice|2|1|165000.0|165000.0|165000.0|165000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|165000.0|165000.0|0.0|165000.0|165000.0|0.0|0.0|-3.0
604|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
605|SalePrice|1|1|140200.0|140200.0|140200.0|140200.0|140200.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|140200.0|140200.0|0.0|140200.0|140200.0|0.0|0.0|-3.0
606|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
608|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
610|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
611|SalePrice|3|1|128000.0|128000.0|128000.0|128000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|128000.0|128000.0|0.0|128000.0|128000.0|0.0|0.0|-3.0
612|SalePrice|2|2|338233.0|169116.5|169053.48|169116.5|173733.0|1|50.0|42624144.5|6528.72|0|0.0|0|0.0|2|100.0|0|0.0|2|164500.0|173733.0|9233.0|166808.25|171424.75|4616.5|0.0|-2.0
614|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
615|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
616|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
620|SalePrice|2|2|250000.0|125000.0|124743.74|125000.0|117000.0|1|50.0|128000000.0|11313.71|0|0.0|0|0.0|2|100.0|0|0.0|2|117000.0|133000.0|16000.0|121000.0|129000.0|8000.0|0.0|-2.0
622|SalePrice|1|1|125500.0|125500.0|125500.0|125500.0|125500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|125500.0|125500.0|0.0|125500.0|125500.0|0.0|0.0|-3.0
623|SalePrice|2|1|147400.0|147400.0|147400.0|147400.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|147400.0|147400.0|0.0|147400.0|147400.0|0.0|0.0|-3.0
624|SalePrice|5|0|0.0|||||5|100.0|||0|0.0|0|0.0|0|0.0|5|100.0|0|||||||0.0|0.0
625|SalePrice|2|2|336600.0|168300.0|168261.49|168300.0|171900.0|1|50.0|25920000.0|5091.17|0|0.0|0|0.0|2|100.0|0|0.0|2|164700.0|171900.0|7200.0|166500.0|170100.0|3600.0|0.0|-2.0
626|SalePrice|1|1|274970.0|274970.0|274970.0|274970.0|274970.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|274970.0|274970.0|0.0|274970.0|274970.0|0.0|0.0|-3.0
628|SalePrice|1|1|160000.0|160000.0|160000.0|160000.0|160000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|160000.0|160000.0|0.0|160000.0|160000.0|0.0|0.0|-3.0
629|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
630|SalePrice|6|1|125000.0|125000.0|125000.0|125000.0||5|83.33|||0|0.0|0|0.0|1|16.67|5|83.33|1|125000.0|125000.0|0.0|125000.0|125000.0|0.0|0.0|-3.0
631|SalePrice|2|1|239686.0|239686.0|239686.0|239686.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|239686.0|239686.0|0.0|239686.0|239686.0|0.0|0.0|-3.0
634|SalePrice|1|1|117000.0|117000.0|117000.0|117000.0|117000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|117000.0|117000.0|0.0|117000.0|117000.0|0.0|0.0|-3.0
636|SalePrice|5|1|316600.0|316600.0|316600.0|316600.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|316600.0|316600.0|0.0|316600.0|316600.0|0.0|0.0|-3.0
638|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
639|SalePrice|2|1|136900.0|136900.0|136900.0|136900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|136900.0|136900.0|0.0|136900.0|136900.0|0.0|0.0|-3.0
640|SalePrice|4|2|351600.0|175800.0|175603.96|175800.0||2|50.0|137780000.0|11737.97|0|0.0|0|0.0|2|50.0|2|50.0|2|167500.0|184100.0|16600.0|171650.0|179950.0|8300.0|0.0|-2.0
642|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
644|SalePrice|4|1|221000.0|221000.0|221000.0|221000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|221000.0|221000.0|0.0|221000.0|221000.0|0.0|0.0|-3.0
645|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
646|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
648|SalePrice|3|2|312000.0|156000.0|155948.71|156000.0||1|33.33|32000000.0|5656.85|0|0.0|0|0.0|2|66.67|1|33.33|2|152000.0|160000.0|8000.0|154000.0|158000.0|4000.0|0.0|-2.0
649|SalePrice|2|1|159000.0|159000.0|159000.0|159000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|159000.0|159000.0|0.0|159000.0|159000.0|0.0|0.0|-3.0
650|SalePrice|4|2|287000.0|143500.0|143499.13|143500.0||2|50.0|500000.0|707.11|0|0.0|0|0.0|2|50.0|2|50.0|2|143000.0|144000.0|1000.0|143250.0|143750.0|500.0|0.0|-2.0
651|SalePrice|3|2|443000.0|221500.0|209298.83|221500.0||1|33.33|10512500000.0|102530.48|0|0.0|0|0.0|2|66.67|1|33.33|2|149000.0|294000.0|145000.0|185250.0|257750.0|72500.0|0.0|-2.0
653|SalePrice|2|1|135000.0|135000.0|135000.0|135000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
656|SalePrice|5|2|350000.0|175000.0|174928.56|175000.0||3|60.0|50000000.0|7071.07|0|0.0|0|0.0|2|40.0|3|60.0|2|170000.0|180000.0|10000.0|172500.0|177500.0|5000.0|0.0|-2.0
658|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
659|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
660|SalePrice|3|3|483000.0|161000.0|160993.76|162000.0|162000.0|2|66.67|3000000.0|1732.05|0|0.0|0|0.0|3|100.0|0|0.0|2|159000.0|162000.0|3000.0|160500.0|162000.0|1500.0|-0.71|-1.5
661|SalePrice|1|1|124000.0|124000.0|124000.0|124000.0|124000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|124000.0|124000.0|0.0|124000.0|124000.0|0.0|0.0|-3.0
662|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
663|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
664|SalePrice|1|1|132000.0|132000.0|132000.0|132000.0|132000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|132000.0|132000.0|0.0|132000.0|132000.0|0.0|0.0|-3.0
665|SalePrice|3|1|127000.0|127000.0|127000.0|127000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|127000.0|127000.0|0.0|127000.0|127000.0|0.0|0.0|-3.0
668|SalePrice|5|3|336500.0|112166.67|94934.4|124000.0||2|40.0|4494083333.33|67037.92|0|0.0|0|0.0|3|60.0|2|40.0|3|40000.0|172500.0|132500.0|82000.0|148250.0|66250.0|-0.31|-1.5
670|SalePrice|4|3|492400.0|164133.33|164096.61|163900.0|163900.0|1|25.0|18103333.33|4254.8|0|0.0|0|0.0|3|75.0|1|25.0|3|160000.0|168500.0|8500.0|161950.0|166200.0|4250.0|0.1|-1.5
671|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
672|SalePrice|13|8|1051534.0|131441.75|129498.64|129750.0||5|38.46|585991601.64|24207.26|0|0.0|0|0.0|8|61.54|5|38.46|8|103600.0|164000.0|60400.0|110500.0|150108.5|39608.5|0.15|-1.58
673|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
674|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
676|SalePrice|6|2|348000.0|174000.0|173974.14|174000.0||4|66.67|18000000.0|4242.64|0|0.0|0|0.0|2|33.33|4|66.67|2|171000.0|177000.0|6000.0|172500.0|175500.0|3000.0|0.0|-2.0
677|SalePrice|4|3|663500.0|221166.67|212624.24|176500.0|176500.0|1|25.0|6326583333.33|79539.82|0|0.0|0|0.0|3|75.0|1|25.0|3|174000.0|313000.0|139000.0|175250.0|244750.0|69500.0|0.71|-1.5
678|SalePrice|5|2|324000.0|162000.0|160881.94|162000.0||3|60.0|722000000.0|26870.06|0|0.0|0|0.0|2|40.0|3|60.0|2|143000.0|181000.0|38000.0|152500.0|171500.0|19000.0|0.0|-2.0
679|SalePrice|1|1|87000.0|87000.0|87000.0|87000.0|87000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|87000.0|87000.0|0.0|87000.0|87000.0|0.0|0.0|-3.0
680|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
682|SalePrice|1|1|135000.0|135000.0|135000.0|135000.0|135000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
683|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
684|SalePrice|5|3|445004.0|148334.67|146204.24|161500.0||2|40.0|872448005.33|29537.23|0|0.0|0|0.0|3|60.0|2|40.0|3|114504.0|169000.0|54496.0|138002.0|165250.0|27248.0|-0.66|-1.5
685|SalePrice|2|2|292000.0|146000.0|136802.78|146000.0|197000.0|1|50.0|5202000000.0|72124.89|0|0.0|0|0.0|2|100.0|0|0.0|2|95000.0|197000.0|102000.0|120500.0|171500.0|51000.0|0.0|-2.0
686|SalePrice|3|1|139000.0|139000.0|139000.0|139000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|139000.0|139000.0|0.0|139000.0|139000.0|0.0|0.0|-3.0
687|SalePrice|2|1|184000.0|184000.0|184000.0|184000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|184000.0|184000.0|0.0|184000.0|184000.0|0.0|0.0|-3.0
688|SalePrice|3|2|270000.0|135000.0|133510.3|135000.0||1|33.33|800000000.0|28284.27|0|0.0|0|0.0|2|66.67|1|33.33|2|115000.0|155000.0|40000.0|125000.0|145000.0|20000.0|0.0|-2.0
689|SalePrice|6|5|792500.0|158500.0|155191.64|158000.0|161000.0|1|16.67|1342250000.0|36636.73|0|0.0|0|0.0|5|83.33|1|16.67|5|113000.0|214500.0|101500.0|146000.0|161000.0|15000.0|0.45|-0.55
690|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
691|SalePrice|1|1|163000.0|163000.0|163000.0|163000.0|163000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|163000.0|163000.0|0.0|163000.0|163000.0|0.0|0.0|-3.0
694|SalePrice|1|1|175000.0|175000.0|175000.0|175000.0|175000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|175000.0|175000.0|0.0|175000.0|175000.0|0.0|0.0|-3.0
695|SalePrice|2|1|192000.0|192000.0|192000.0|192000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|192000.0|192000.0|0.0|192000.0|192000.0|0.0|0.0|-3.0
697|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
698|SalePrice|2|2|323575.0|161787.5|161578.93|161787.5|170000.0|1|50.0|134890312.5|11614.23|0|0.0|0|0.0|2|100.0|0|0.0|2|153575.0|170000.0|16425.0|157681.25|165893.75|8212.5|0.0|-2.0
700|SalePrice|3|1|277000.0|277000.0|277000.0|277000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|277000.0|277000.0|0.0|277000.0|277000.0|0.0|0.0|-3.0
701|SalePrice|3|1|178900.0|178900.0|178900.0|178900.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|178900.0|178900.0|0.0|178900.0|178900.0|0.0|0.0|-3.0
702|SalePrice|7|4|722200.0|180550.0|180515.07|181600.0||3|42.86|16676666.67|4083.71|0|0.0|0|0.0|4|57.14|3|42.86|4|175000.0|184000.0|9000.0|178750.0|183400.0|4650.0|-0.63|-1.18
703|SalePrice|2|2|400750.0|200375.0|196617.01|200375.0|161750.0|1|50.0|2983781250.0|54624.0|0|0.0|0|0.0|2|100.0|0|0.0|2|161750.0|239000.0|77250.0|181062.5|219687.5|38625.0|0.0|-2.0
704|SalePrice|5|3|654500.0|218166.67|201055.56|174500.0||2|40.0|12455083333.33|111602.34|0|0.0|0|0.0|3|60.0|2|40.0|3|135000.0|345000.0|210000.0|154750.0|259750.0|105000.0|0.61|-1.5
707|SalePrice|3|1|178000.0|178000.0|178000.0|178000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|178000.0|178000.0|0.0|178000.0|178000.0|0.0|0.0|-3.0
708|SalePrice|1|1|179900.0|179900.0|179900.0|179900.0|179900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|179900.0|179900.0|0.0|179900.0|179900.0|0.0|0.0|-3.0
709|SalePrice|2|2|350000.0|175000.0|174714.05|175000.0|165000.0|1|50.0|200000000.0|14142.14|0|0.0|0|0.0|2|100.0|0|0.0|2|165000.0|185000.0|20000.0|170000.0|180000.0|10000.0|0.0|-2.0
711|SalePrice|1|1|172400.0|172400.0|172400.0|172400.0|172400.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|172400.0|172400.0|0.0|172400.0|172400.0|0.0|0.0|-3.0
712|SalePrice|2|1|173000.0|173000.0|173000.0|173000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|173000.0|173000.0|0.0|173000.0|173000.0|0.0|0.0|-3.0
713|SalePrice|2|1|135000.0|135000.0|135000.0|135000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
714|SalePrice|3|1|158900.0|158900.0|158900.0|158900.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|158900.0|158900.0|0.0|158900.0|158900.0|0.0|0.0|-3.0
715|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
716|SalePrice|3|2|301500.0|150750.0|145946.91|150750.0|188500.0|1|33.33|2850125000.0|53386.56|0|0.0|0|0.0|2|66.67|1|33.33|2|113000.0|188500.0|75500.0|131875.0|169625.0|37750.0|0.0|-2.0
717|SalePrice|2|1|175000.0|175000.0|175000.0|175000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|175000.0|175000.0|0.0|175000.0|175000.0|0.0|0.0|-3.0
718|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
720|SalePrice|13|7|1066500.0|152357.14|140194.69|169000.0||6|46.15|3174392857.14|56341.75|0|0.0|0|0.0|7|53.85|6|46.15|7|55000.0|210000.0|155000.0|126500.0|189750.0|63250.0|-0.76|-0.77
725|SalePrice|1|1|230000.0|230000.0|230000.0|230000.0|230000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|230000.0|230000.0|0.0|230000.0|230000.0|0.0|0.0|-3.0
726|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
727|SalePrice|2|1|154000.0|154000.0|154000.0|154000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|154000.0|154000.0|0.0|154000.0|154000.0|0.0|0.0|-3.0
728|SalePrice|18|10|1688150.0|168815.0|168414.31|168392.5||8|44.44|149888100.0|12242.88|0|0.0|0|0.0|10|55.56|8|44.44|10|149500.0|189000.0|39500.0|160622.5|177500.0|16877.5|0.02|-0.99
729|SalePrice|3|3|541500.0|180500.0|180282.27|176000.0|172500.0|1|33.33|120250000.0|10965.86|0|0.0|0|0.0|3|100.0|0|0.0|3|172500.0|193000.0|20500.0|174250.0|184500.0|10250.0|0.63|-1.5
730|SalePrice|2|1|194500.0|194500.0|194500.0|194500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|194500.0|194500.0|0.0|194500.0|194500.0|0.0|0.0|-3.0
732|SalePrice|3|1|130000.0|130000.0|130000.0|130000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|130000.0|130000.0|0.0|130000.0|130000.0|0.0|0.0|-3.0
734|SalePrice|1|1|196500.0|196500.0|196500.0|196500.0|196500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|196500.0|196500.0|0.0|196500.0|196500.0|0.0|0.0|-3.0
735|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
736|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
738|SalePrice|2|1|173500.0|173500.0|173500.0|173500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|173500.0|173500.0|0.0|173500.0|173500.0|0.0|0.0|-3.0
739|SalePrice|6|4|581400.0|145350.0|143778.11|133750.0||2|33.33|672990000.0|25942.05|0|0.0|0|0.0|4|66.67|2|33.33|3|130000.0|183900.0|53900.0|130000.0|149100.0|19100.0|1.09|-0.72
741|SalePrice|5|4|692400.0|173100.0|172868.14|177250.0|177500.0|1|20.0|102940000.0|10145.94|0|0.0|0|0.0|4|80.0|1|20.0|4|158000.0|179900.0|21900.0|172250.0|178100.0|5850.0|-1.1|-0.7
742|SalePrice|4|3|483000.0|161000.0|159152.18|174000.0|181000.0|1|25.0|829000000.0|28792.36|0|0.0|0|0.0|3|75.0|1|25.0|3|128000.0|181000.0|53000.0|151000.0|177500.0|26500.0|-0.66|-1.5
743|SalePrice|1|1|285000.0|285000.0|285000.0|285000.0|285000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|285000.0|285000.0|0.0|285000.0|285000.0|0.0|0.0|-3.0
744|SalePrice|6|2|334400.0|167200.0|166754.31|167200.0||4|66.67|297680000.0|17253.41|0|0.0|0|0.0|2|33.33|4|66.67|2|155000.0|179400.0|24400.0|161100.0|173300.0|12200.0|0.0|-2.0
745|SalePrice|2|1|131500.0|131500.0|131500.0|131500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|131500.0|131500.0|0.0|131500.0|131500.0|0.0|0.0|-3.0
747|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
748|SalePrice|3|2|360000.0|180000.0|179663.57|180000.0||1|33.33|242000000.0|15556.35|0|0.0|0|0.0|2|66.67|1|33.33|2|169000.0|191000.0|22000.0|174500.0|185500.0|11000.0|0.0|-2.0
750|SalePrice|4|1|173900.0|173900.0|173900.0|173900.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|173900.0|173900.0|0.0|173900.0|173900.0|0.0|0.0|-3.0
752|SalePrice|2|1|129900.0|129900.0|129900.0|129900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|129900.0|129900.0|0.0|129900.0|129900.0|0.0|0.0|-3.0
753|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
754|SalePrice|6|2|314500.0|157250.0|154958.06|157250.0||4|66.67|1431125000.0|37830.21|0|0.0|0|0.0|2|33.33|4|66.67|2|130500.0|184000.0|53500.0|143875.0|170625.0|26750.0|0.0|-2.0
755|SalePrice|3|2|286000.0|143000.0|138650.64|143000.0||1|33.33|2450000000.0|49497.47|0|0.0|0|0.0|2|66.67|1|33.33|2|108000.0|178000.0|70000.0|125500.0|160500.0|35000.0|0.0|-2.0
756|SalePrice|9|5|804500.0|160900.0|160201.13|168500.0||4|44.44|273925000.0|16550.68|0|0.0|0|0.0|5|55.56|4|44.44|5|140000.0|177000.0|37000.0|146500.0|172500.0|26000.0|-0.37|-1.66
757|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
760|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
761|SalePrice|1|1|187000.0|187000.0|187000.0|187000.0|187000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|187000.0|187000.0|0.0|187000.0|187000.0|0.0|0.0|-3.0
762|SalePrice|3|2|752000.0|376000.0|375099.99|376000.0||1|33.33|1352000000.0|36769.55|0|0.0|0|0.0|2|66.67|1|33.33|2|350000.0|402000.0|52000.0|363000.0|389000.0|26000.0|0.0|-2.0
764|SalePrice|3|2|337500.0|168750.0|168340.43|168750.0||1|33.33|276125000.0|16617.01|0|0.0|0|0.0|2|66.67|1|33.33|2|157000.0|180500.0|23500.0|162875.0|174625.0|11750.0|0.0|-2.0
765|SalePrice|2|2|279900.0|139950.0|136112.09|139950.0|172500.0|1|50.0|2119005000.0|46032.65|0|0.0|0|0.0|2|100.0|0|0.0|2|107400.0|172500.0|65100.0|123675.0|156225.0|32550.0|0.0|-2.0
766|SalePrice|2|1|168000.0|168000.0|168000.0|168000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|168000.0|168000.0|0.0|168000.0|168000.0|0.0|0.0|-3.0
767|SalePrice|3|1|160000.0|160000.0|160000.0|160000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|160000.0|160000.0|0.0|160000.0|160000.0|0.0|0.0|-3.0
768|SalePrice|4|1|138000.0|138000.0|138000.0|138000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|138000.0|138000.0|0.0|138000.0|138000.0|0.0|0.0|-3.0
769|SalePrice|1|1|213000.0|213000.0|213000.0|213000.0|213000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|213000.0|213000.0|0.0|213000.0|213000.0|0.0|0.0|-3.0
770|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
772|SalePrice|3|1|178000.0|178000.0|178000.0|178000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|178000.0|178000.0|0.0|178000.0|178000.0|0.0|0.0|-3.0
775|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
776|SalePrice|1|1|189000.0|189000.0|189000.0|189000.0|189000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|189000.0|189000.0|0.0|189000.0|189000.0|0.0|0.0|-3.0
