1stFlrSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
796|SalePrice|8|5|520500.0|104100.0|98763.37|112000.0||3|37.5|1202300000.0|34674.2|0|0.0|0|0.0|5|62.5|3|37.5|5|55000.0|143000.0|88000.0|85000.0|125500.0|40500.0|-0.38|-1.17
797|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
798|SalePrice|7|5|733900.0|146780.0|142258.95|167900.0||2|28.57|1516142000.0|38937.67|0|0.0|0|0.0|5|71.43|2|28.57|5|97000.0|183000.0|86000.0|113000.0|173000.0|60000.0|-0.41|-1.66
799|SalePrice|2|1|178000.0|178000.0|178000.0|178000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|178000.0|178000.0|0.0|178000.0|178000.0|0.0|0.0|-3.0
800|SalePrice|2|2|233000.0|116500.0|101882.29|116500.0|173000.0|1|50.0|6384500000.0|79903.07|0|0.0|0|0.0|2|100.0|0|0.0|2|60000.0|173000.0|113000.0|88250.0|144750.0|56500.0|0.0|-2.0
801|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
802|SalePrice|2|2|345000.0|172500.0|172046.51|172500.0|160000.0|1|50.0|312500000.0|17677.67|0|0.0|0|0.0|2|100.0|0|0.0|2|160000.0|185000.0|25000.0|166250.0|178750.0|12500.0|0.0|-2.0
803|SalePrice|2|2|212500.0|106250.0|104491.63|106250.0|125500.0|1|50.0|741125000.0|27223.61|0|0.0|0|0.0|2|100.0|0|0.0|2|87000.0|125500.0|38500.0|96625.0|115875.0|19250.0|0.0|-2.0
804|SalePrice|7|5|858000.0|171600.0|168037.53|168500.0||2|28.57|1442675000.0|37982.56|0|0.0|0|0.0|5|71.43|2|28.57|5|119000.0|215000.0|96000.0|155000.0|200500.0|45500.0|-0.23|-1.2
806|SalePrice|3|1|168000.0|168000.0|168000.0|168000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|168000.0|168000.0|0.0|168000.0|168000.0|0.0|0.0|-3.0
807|SalePrice|2|2|363200.0|181600.0|181592.95|181600.0|180000.0|1|50.0|5120000.0|2262.74|0|0.0|0|0.0|2|100.0|0|0.0|2|180000.0|183200.0|3200.0|180800.0|182400.0|1600.0|0.0|-2.0
808|SalePrice|6|3|440500.0|146833.33|145240.58|135000.0||3|50.0|742583333.33|27250.38|0|0.0|0|0.0|3|50.0|3|50.0|3|127500.0|178000.0|50500.0|131250.0|156500.0|25250.0|0.65|-1.5
810|SalePrice|7|4|649900.0|162475.0|156387.08|157950.0||3|42.86|2642102500.0|51401.39|0|0.0|0|0.0|4|57.14|3|42.86|4|107000.0|227000.0|120000.0|131750.0|188675.0|56925.0|0.25|-1.28
811|SalePrice|2|2|272900.0|136450.0|129347.21|136450.0|93000.0|1|50.0|3775805000.0|61447.58|0|0.0|0|0.0|2|100.0|0|0.0|2|93000.0|179900.0|86900.0|114725.0|158175.0|43450.0|0.0|-2.0
812|SalePrice|2|1|163900.0|163900.0|163900.0|163900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|163900.0|163900.0|0.0|163900.0|163900.0|0.0|0.0|-3.0
813|SalePrice|3|1|110000.0|110000.0|110000.0|110000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|110000.0|110000.0|0.0|110000.0|110000.0|0.0|0.0|-3.0
814|SalePrice|1|1|216000.0|216000.0|216000.0|216000.0|216000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|216000.0|216000.0|0.0|216000.0|216000.0|0.0|0.0|-3.0
815|SalePrice|1|1|144000.0|144000.0|144000.0|144000.0|144000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|144000.0|144000.0|0.0|144000.0|144000.0|0.0|0.0|-3.0
816|SalePrice|18|9|1086400.0|120711.11|120200.97|120500.0||9|50.0|135088611.11|11622.76|0|0.0|0|0.0|9|50.0|9|50.0|9|100000.0|138000.0|38000.0|114500.0|129900.0|15400.0|-0.29|-0.65
818|SalePrice|2|1|115000.0|115000.0|115000.0|115000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|115000.0|115000.0|0.0|115000.0|115000.0|0.0|0.0|-3.0
819|SalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
820|SalePrice|2|2|262400.0|131200.0|129041.66|131200.0|154900.0|1|50.0|1123380000.0|33516.86|0|0.0|0|0.0|2|100.0|0|0.0|2|107500.0|154900.0|47400.0|119350.0|143050.0|23700.0|0.0|-2.0
821|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
822|SalePrice|2|1|205950.0|205950.0|205950.0|205950.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|205950.0|205950.0|0.0|205950.0|205950.0|0.0|0.0|-3.0
824|SalePrice|2|1|214900.0|214900.0|214900.0|214900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|214900.0|214900.0|0.0|214900.0|214900.0|0.0|0.0|-3.0
825|SalePrice|7|2|257500.0|128750.0|128695.38|128750.0||5|71.43|28125000.0|5303.3|0|0.0|0|0.0|2|28.57|5|71.43|2|125000.0|132500.0|7500.0|126875.0|130625.0|3750.0|0.0|-2.0
827|SalePrice|4|2|319500.0|159750.0|150963.57|159750.0||2|50.0|5460125000.0|73892.66|0|0.0|0|0.0|2|50.0|2|50.0|2|107500.0|212000.0|104500.0|133625.0|185875.0|52250.0|0.0|-2.0
828|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
829|SalePrice|1|1|154000.0|154000.0|154000.0|154000.0|154000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|154000.0|154000.0|0.0|154000.0|154000.0|0.0|0.0|-3.0
830|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
831|SalePrice|4|1|195000.0|195000.0|195000.0|195000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|195000.0|195000.0|0.0|195000.0|195000.0|0.0|0.0|-3.0
832|SalePrice|13|7|1158335.0|165476.43|158863.19|162900.0||6|46.15|2755295055.95|52490.9|0|0.0|0|0.0|7|53.85|6|46.15|7|105500.0|263435.0|157935.0|130750.0|182500.0|51750.0|0.77|-0.17
833|SalePrice|6|3|390000.0|130000.0|128255.67|117000.0||3|50.0|727000000.0|26962.94|0|0.0|0|0.0|3|50.0|3|50.0|3|112000.0|161000.0|49000.0|114500.0|139000.0|24500.0|0.68|-1.5
834|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
835|SalePrice|3|1|83000.0|83000.0|83000.0|83000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|83000.0|83000.0|0.0|83000.0|83000.0|0.0|0.0|-3.0
836|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
838|SalePrice|2|1|130000.0|130000.0|130000.0|130000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|130000.0|130000.0|0.0|130000.0|130000.0|0.0|0.0|-3.0
840|SalePrice|12|6|839900.0|139983.33|133792.71|142200.0||6|50.0|1991601666.67|44627.36|0|0.0|0|0.0|6|50.0|6|50.0|6|87000.0|183500.0|96500.0|105600.0|179250.0|73650.0|-0.07|-1.88
841|SalePrice|2|2|210000.0|105000.0|102449.99|105000.0|128000.0|1|50.0|1058000000.0|32526.91|0|0.0|0|0.0|2|100.0|0|0.0|2|82000.0|128000.0|46000.0|93500.0|116500.0|23000.0|0.0|-2.0
842|SalePrice|1|1|125000.0|125000.0|125000.0|125000.0|125000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|125000.0|125000.0|0.0|125000.0|125000.0|0.0|0.0|-3.0
844|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
845|SalePrice|7|2|213500.0|106750.0|104297.65|106750.0||5|71.43|1035125000.0|32173.36|0|0.0|0|0.0|2|28.57|5|71.43|2|84000.0|129500.0|45500.0|95375.0|118125.0|22750.0|0.0|-2.0
846|SalePrice|4|1|224500.0|224500.0|224500.0|224500.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|224500.0|224500.0|0.0|224500.0|224500.0|0.0|0.0|-3.0
847|SalePrice|7|4|854500.0|213625.0|213315.56|217250.0||3|42.86|170895833.33|13072.71|0|0.0|0|0.0|4|57.14|3|42.86|4|195000.0|225000.0|30000.0|210000.0|220875.0|10875.0|-0.82|-0.9
848|SalePrice|18|12|1697134.0|141427.83|140671.74|143500.0||6|33.33|206660532.7|14375.69|0|0.0|0|0.0|12|66.67|6|33.33|12|103000.0|159434.0|56434.0|139125.0|149075.0|9950.0|-1.53|2.45
849|SalePrice|1|1|188700.0|188700.0|188700.0|188700.0|188700.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|188700.0|188700.0|0.0|188700.0|188700.0|0.0|0.0|-3.0
851|SalePrice|4|1|149000.0|149000.0|149000.0|149000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|149000.0|149000.0|0.0|149000.0|149000.0|0.0|0.0|-3.0
853|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
854|SalePrice|5|2|260500.0|130250.0|130238.24|130250.0||3|60.0|6125000.0|2474.87|0|0.0|0|0.0|2|40.0|3|60.0|2|128500.0|132000.0|3500.0|129375.0|131125.0|1750.0|0.0|-2.0
855|SalePrice|9|4|590000.0|147500.0|147496.18|147750.0||5|55.56|1500000.0|1224.74|0|0.0|0|0.0|4|44.44|5|55.56|3|146000.0|148500.0|2500.0|146750.0|148500.0|1750.0|-0.31|-1.59
856|SalePrice|3|1|208500.0|208500.0|208500.0|208500.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|208500.0|208500.0|0.0|208500.0|208500.0|0.0|0.0|-3.0
858|SalePrice|6|5|620400.0|124080.0|121071.48|116500.0|116500.0|1|16.67|969007000.0|31128.88|0|0.0|0|0.0|5|83.33|1|16.67|5|88000.0|171000.0|83000.0|110000.0|134900.0|24900.0|0.5|-0.8
859|SalePrice|1|1|102776.0|102776.0|102776.0|102776.0|102776.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|102776.0|102776.0|0.0|102776.0|102776.0|0.0|0.0|-3.0
860|SalePrice|5|4|724500.0|181125.0|178580.53|185500.0|174500.0|1|20.0|1159562500.0|34052.35|0|0.0|0|0.0|4|80.0|1|20.0|4|137000.0|216500.0|79500.0|165125.0|201500.0|36375.0|-0.37|-1.21
861|SalePrice|5|1|82500.0|82500.0|82500.0|82500.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|82500.0|82500.0|0.0|82500.0|82500.0|0.0|0.0|-3.0
862|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
864|SalePrice|46|25|3068983.0|122759.32|117685.82|120500.0||21|45.65|1268241979.89|35612.39|0|0.0|0|0.0|25|54.35|21|45.65|23|58500.0|207500.0|149000.0|111250.0|129900.0|18650.0|0.53|0.71
865|SalePrice|1|1|112000.0|112000.0|112000.0|112000.0|112000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|112000.0|112000.0|0.0|112000.0|112000.0|0.0|0.0|-3.0
866|SalePrice|6|4|747100.0|186775.0|180052.38|204950.0||2|33.33|2723982500.0|52191.79|0|0.0|0|0.0|4|66.67|2|33.33|4|110500.0|226700.0|116200.0|176050.0|215675.0|39625.0|-0.98|-0.8
867|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
868|SalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
869|SalePrice|3|2|216500.0|108250.0|105832.41|108250.0||1|33.33|1035125000.0|32173.36|0|0.0|0|0.0|2|66.67|1|33.33|2|85500.0|131000.0|45500.0|96875.0|119625.0|22750.0|0.0|-2.0
871|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
872|SalePrice|6|2|258500.0|129250.0|129098.8|129250.0||4|66.67|78125000.0|8838.83|0|0.0|0|0.0|2|33.33|4|66.67|2|123000.0|135500.0|12500.0|126125.0|132375.0|6250.0|0.0|-2.0
873|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
874|SalePrice|7|3|501875.0|167291.67|162181.32|144000.0||4|57.14|2801755208.33|52931.61|0|0.0|0|0.0|3|42.86|4|57.14|3|130000.0|227875.0|97875.0|137000.0|185937.5|48937.5|0.65|-1.5
875|SalePrice|2|1|105000.0|105000.0|105000.0|105000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|105000.0|105000.0|0.0|105000.0|105000.0|0.0|0.0|-3.0
876|SalePrice|5|2|323400.0|161700.0|161511.76|161700.0||3|60.0|121680000.0|11030.87|0|0.0|0|0.0|2|40.0|3|60.0|2|153900.0|169500.0|15600.0|157800.0|165600.0|7800.0|0.0|-2.0
877|SalePrice|1|1|145000.0|145000.0|145000.0|145000.0|145000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|145000.0|145000.0|0.0|145000.0|145000.0|0.0|0.0|-3.0
878|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
879|SalePrice|4|1|219210.0|219210.0|219210.0|219210.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|219210.0|219210.0|0.0|219210.0|219210.0|0.0|0.0|-3.0
880|SalePrice|4|2|351000.0|175500.0|175054.28|175500.0||2|50.0|312500000.0|17677.67|0|0.0|0|0.0|2|50.0|2|50.0|2|163000.0|188000.0|25000.0|169250.0|181750.0|12500.0|0.0|-2.0
882|SalePrice|9|6|823200.0|137200.0|130256.34|109500.0||3|33.33|2576940000.0|50763.57|0|0.0|0|0.0|6|66.67|3|33.33|6|97000.0|211000.0|114000.0|104025.0|172875.0|68850.0|0.72|-1.39
883|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
884|SalePrice|9|4|708400.0|177100.0|170398.97|183250.0||5|55.56|3017873333.33|54935.17|0|0.0|0|0.0|4|44.44|5|55.56|4|117000.0|224900.0|107900.0|137250.0|223100.0|85850.0|-0.12|-1.84
885|SalePrice|2|1|185000.0|185000.0|185000.0|185000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|185000.0|185000.0|0.0|185000.0|185000.0|0.0|0.0|-3.0
886|SalePrice|3|1|91300.0|91300.0|91300.0|91300.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|91300.0|91300.0|0.0|91300.0|91300.0|0.0|0.0|-3.0
887|SalePrice|2|1|274725.0|274725.0|274725.0|274725.0|274725.0|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|274725.0|274725.0|0.0|274725.0|274725.0|0.0|0.0|-3.0
888|SalePrice|5|3|521500.0|173833.33|172248.18|171000.0||2|40.0|832583333.33|28854.52|0|0.0|0|0.0|3|60.0|2|40.0|3|146500.0|204000.0|57500.0|158750.0|187500.0|28750.0|0.18|-1.5
889|SalePrice|2|1|79000.0|79000.0|79000.0|79000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|79000.0|79000.0|0.0|79000.0|79000.0|0.0|0.0|-3.0
890|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
891|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
892|SalePrice|8|4|529887.0|132471.75|128953.52|124443.5||4|50.0|1318513525.58|36311.34|0|0.0|0|0.0|4|50.0|4|50.0|4|100000.0|181000.0|81000.0|107500.0|149415.25|41915.25|0.55|-1.23
893|SalePrice|1|1|135000.0|135000.0|135000.0|135000.0|135000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
894|SalePrice|17|12|1580600.0|131716.67|128578.2|128600.0||5|29.41|994966969.7|31543.1|0|0.0|0|0.0|12|70.59|5|29.41|12|81000.0|214000.0|133000.0|119750.0|139500.0|19750.0|1.25|2.32
895|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
896|SalePrice|7|2|251000.0|125500.0|125059.99|125500.0||5|71.43|220500000.0|14849.24|0|0.0|0|0.0|2|28.57|5|71.43|2|115000.0|136000.0|21000.0|120250.0|130750.0|10500.0|0.0|-2.0
897|SalePrice|2|1|108000.0|108000.0|108000.0|108000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|108000.0|108000.0|0.0|108000.0|108000.0|0.0|0.0|-3.0
898|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
899|SalePrice|3|1|130000.0|130000.0|130000.0|130000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|130000.0|130000.0|0.0|130000.0|130000.0|0.0|0.0|-3.0
900|SalePrice|5|4|544800.0|136200.0|135163.58|128900.0|165000.0|1|20.0|402426666.67|20060.57|0|0.0|0|0.0|4|80.0|1|20.0|4|122000.0|165000.0|43000.0|122750.0|142350.0|19600.0|0.89|-0.92
901|SalePrice|4|3|547900.0|182633.33|173021.31|200100.0|239900.0|1|25.0|4584813333.33|67711.25|0|0.0|0|0.0|3|75.0|1|25.0|3|107900.0|239900.0|132000.0|154000.0|220000.0|66000.0|-0.44|-1.5
902|SalePrice|4|4|598300.0|149575.0|146805.07|135500.0|125500.0|1|25.0|1247922500.0|35325.95|0|0.0|0|0.0|4|100.0|0|0.0|4|125500.0|201800.0|76300.0|129625.0|155450.0|25825.0|1.06|-0.74
903|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
904|SalePrice|6|3|289900.0|96633.33|92745.21|109900.0||3|50.0|973003333.33|31193.0|0|0.0|0|0.0|3|50.0|3|50.0|3|61000.0|119000.0|58000.0|85450.0|114450.0|29000.0|-0.64|-1.5
905|SalePrice|1|1|204750.0|204750.0|204750.0|204750.0|204750.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|204750.0|204750.0|0.0|204750.0|204750.0|0.0|0.0|-3.0
907|SalePrice|3|1|109008.0|109008.0|109008.0|109008.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|109008.0|109008.0|0.0|109008.0|109008.0|0.0|0.0|-3.0
908|SalePrice|2|1|137000.0|137000.0|137000.0|137000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|137000.0|137000.0|0.0|137000.0|137000.0|0.0|0.0|-3.0
909|SalePrice|4|1|191000.0|191000.0|191000.0|191000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|191000.0|191000.0|0.0|191000.0|191000.0|0.0|0.0|-3.0
910|SalePrice|7|3|434000.0|144666.67|143044.08|152000.0||4|57.14|665333333.33|25794.06|0|0.0|0|0.0|3|42.86|4|57.14|3|116000.0|166000.0|50000.0|134000.0|159000.0|25000.0|-0.48|-1.5
912|SalePrice|19|14|2077950.0|148425.0|141565.36|140500.0||5|26.32|2544290288.46|50440.96|0|0.0|0|0.0|14|73.68|5|26.32|14|87000.0|263000.0|176000.0|116250.0|153750.0|37500.0|1.13|0.38
913|SalePrice|2|1|129000.0|129000.0|129000.0|129000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|129000.0|129000.0|0.0|129000.0|129000.0|0.0|0.0|-3.0
914|SalePrice|6|1|148000.0|148000.0|148000.0|148000.0||5|83.33|||0|0.0|0|0.0|1|16.67|5|83.33|1|148000.0|148000.0|0.0|148000.0|148000.0|0.0|0.0|-3.0
915|SalePrice|1|1|210000.0|210000.0|210000.0|210000.0|210000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|210000.0|210000.0|0.0|210000.0|210000.0|0.0|0.0|-3.0
916|SalePrice|5|3|492000.0|164000.0|163873.69|168000.0||2|40.0|61000000.0|7810.25|0|0.0|0|0.0|3|60.0|2|40.0|3|155000.0|169000.0|14000.0|161500.0|168500.0|7000.0|-0.69|-1.5
918|SalePrice|4|3|436000.0|145333.33|141194.79|164000.0|99500.0|1|25.0|1593583333.33|39919.71|0|0.0|0|0.0|3|75.0|1|25.0|3|99500.0|172500.0|73000.0|131750.0|168250.0|36500.0|-0.67|-1.5
919|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
920|SalePrice|4|2|423500.0|211750.0|211423.75|211750.0||2|50.0|276125000.0|16617.01|0|0.0|0|0.0|2|50.0|2|50.0|2|200000.0|223500.0|23500.0|205875.0|217625.0|11750.0|0.0|-2.0
922|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
923|SalePrice|2|2|262500.0|131250.0|130722.99|131250.0|119500.0|1|50.0|276125000.0|16617.01|0|0.0|0|0.0|2|100.0|0|0.0|2|119500.0|143000.0|23500.0|125375.0|137125.0|11750.0|0.0|-2.0
924|SalePrice|3|1|110000.0|110000.0|110000.0|110000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|110000.0|110000.0|0.0|110000.0|110000.0|0.0|0.0|-3.0
925|SalePrice|8|2|244500.0|122250.0|122157.68|122250.0||6|75.0|45125000.0|6717.51|0|0.0|0|0.0|2|25.0|6|75.0|2|117500.0|127000.0|9500.0|119875.0|124625.0|4750.0|0.0|-2.0
926|SalePrice|6|2|311000.0|155500.0|153394.92|155500.0||4|66.67|1300500000.0|36062.45|0|0.0|0|0.0|2|33.33|4|66.67|2|130000.0|181000.0|51000.0|142750.0|168250.0|25500.0|0.0|-2.0
927|SalePrice|1|1|220000.0|220000.0|220000.0|220000.0|220000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|220000.0|220000.0|0.0|220000.0|220000.0|0.0|0.0|-3.0
928|SalePrice|9|4|613000.0|153250.0|147315.86|134500.0||5|55.56|2833083333.33|53226.72|0|0.0|0|0.0|4|44.44|5|55.56|4|112500.0|231500.0|119000.0|127125.0|160625.0|33500.0|1.01|-0.76
929|SalePrice|2|1|104000.0|104000.0|104000.0|104000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|104000.0|104000.0|0.0|104000.0|104000.0|0.0|0.0|-3.0
930|SalePrice|5|1|84900.0|84900.0|84900.0|84900.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|84900.0|84900.0|0.0|84900.0|84900.0|0.0|0.0|-3.0
932|SalePrice|4|2|376678.0|188339.0|177008.68|188339.0||2|50.0|8279013842.0|90989.09|0|0.0|0|0.0|2|50.0|2|50.0|2|124000.0|252678.0|128678.0|156169.5|220508.5|64339.0|0.0|-2.0
933|SalePrice|2|1|210000.0|210000.0|210000.0|210000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|210000.0|210000.0|0.0|210000.0|210000.0|0.0|0.0|-3.0
934|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
935|SalePrice|1|1|137000.0|137000.0|137000.0|137000.0|137000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|137000.0|137000.0|0.0|137000.0|137000.0|0.0|0.0|-3.0
936|SalePrice|17|7|1018400.0|145485.71|141246.82|135900.0||10|58.82|1463734761.9|38258.79|0|0.0|0|0.0|7|41.18|10|58.82|7|93000.0|201000.0|108000.0|128000.0|166250.0|38250.0|0.38|-0.99
938|SalePrice|2|2|252250.0|126125.0|126057.53|126125.0|122000.0|1|50.0|34031250.0|5833.63|0|0.0|0|0.0|2|100.0|0|0.0|2|122000.0|130250.0|8250.0|124062.5|128187.5|4125.0|0.0|-2.0
939|SalePrice|2|2|351000.0|175500.0|171336.66|175500.0|137500.0|1|50.0|2888000000.0|53740.12|0|0.0|0|0.0|2|100.0|0|0.0|2|137500.0|213500.0|76000.0|156500.0|194500.0|38000.0|0.0|-2.0
940|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
941|SalePrice|4|1|237000.0|237000.0|237000.0|237000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|237000.0|237000.0|0.0|237000.0|237000.0|0.0|0.0|-3.0
942|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
943|SalePrice|5|3|512960.0|170986.67|169029.06|185000.0||2|40.0|932400533.33|30535.23|0|0.0|0|0.0|3|60.0|2|40.0|3|135960.0|192000.0|56040.0|160480.0|188500.0|28020.0|-0.67|-1.5
944|SalePrice|5|3|451500.0|150500.0|138050.71|139500.0||2|40.0|5566750000.0|74610.66|0|0.0|0|0.0|3|60.0|2|40.0|3|82000.0|230000.0|148000.0|110750.0|184750.0|74000.0|0.26|-1.5
945|SalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
946|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
947|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
948|SalePrice|8|5|679000.0|135800.0|132806.23|119000.0||3|37.5|1074700000.0|32782.62|0|0.0|0|0.0|5|62.5|3|37.5|5|108000.0|181000.0|73000.0|111000.0|160000.0|49000.0|0.52|-1.49
949|SalePrice|3|1|104900.0|104900.0|104900.0|104900.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|104900.0|104900.0|0.0|104900.0|104900.0|0.0|0.0|-3.0
950|SalePrice|4|2|239500.0|119750.0|119749.74|119750.0||2|50.0|125000.0|353.55|0|0.0|0|0.0|2|50.0|2|50.0|2|119500.0|120000.0|500.0|119625.0|119875.0|250.0|0.0|-2.0
951|SalePrice|3|1|106500.0|106500.0|106500.0|106500.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|106500.0|106500.0|0.0|106500.0|106500.0|0.0|0.0|-3.0
952|SalePrice|8|4|600750.0|150187.5|147086.72|137375.0||4|50.0|1396640625.0|37371.66|0|0.0|0|0.0|4|50.0|4|50.0|4|121000.0|205000.0|84000.0|132062.5|155500.0|23437.5|1.0|-0.76
953|SalePrice|2|2|347400.0|173700.0|173695.14|173700.0|175000.0|1|50.0|3380000.0|1838.48|0|0.0|0|0.0|2|100.0|0|0.0|2|172400.0|175000.0|2600.0|173050.0|174350.0|1300.0|0.0|-2.0
