WoodDeckSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
178|SalePrice|5|3|868450.0|289483.33|272915.32|325624.0||2|40.0|12218367009.33|110536.72|0|0.0|0|0.0|3|60.0|2|40.0|3|165400.0|377426.0|212026.0|245512.0|351525.0|106013.0|-0.54|-1.5
179|SalePrice|1|1|275000.0|275000.0|275000.0|275000.0|275000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|275000.0|275000.0|0.0|275000.0|275000.0|0.0|0.0|-3.0
180|SalePrice|11|8|1661790.0|207723.75|198498.09|177500.0||3|27.27|4699627655.36|68553.83|0|0.0|0|0.0|8|72.73|3|27.27|8|137000.0|319000.0|182000.0|156250.0|270342.5|114092.5|0.55|-1.31
181|SalePrice|1|1|265979.0|265979.0|265979.0|265979.0|265979.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|265979.0|265979.0|0.0|265979.0|265979.0|0.0|0.0|-3.0
182|SalePrice|10|4|699900.0|174975.0|160160.03|175950.0||6|60.0|6298535833.33|79363.32|0|0.0|0|0.0|4|40.0|6|60.0|4|85000.0|263000.0|178000.0|123925.0|227000.0|103075.0|-0.03|-1.54
183|SalePrice|1|1|189000.0|189000.0|189000.0|189000.0|189000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|189000.0|189000.0|0.0|189000.0|189000.0|0.0|0.0|-3.0
184|SalePrice|7|2|704000.0|352000.0|351994.32|352000.0||5|71.43|8000000.0|2828.43|0|0.0|0|0.0|2|28.57|5|71.43|2|350000.0|354000.0|4000.0|351000.0|353000.0|2000.0|0.0|-2.0
185|SalePrice|4|2|393500.0|196750.0|180950.27|196750.0||2|50.0|11935125000.0|109248.0|0|0.0|0|0.0|2|50.0|2|50.0|2|119500.0|274000.0|154500.0|158125.0|235375.0|77250.0|0.0|-2.0
186|SalePrice|3|2|409000.0|204500.0|165227.12|204500.0|325000.0|1|33.33|29040500000.0|170412.73|0|0.0|0|0.0|2|66.67|1|33.33|2|84000.0|325000.0|241000.0|144250.0|264750.0|120500.0|0.0|-2.0
187|SalePrice|4|1|190000.0|190000.0|190000.0|190000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|190000.0|190000.0|0.0|190000.0|190000.0|0.0|0.0|-3.0
188|SalePrice|8|3|770500.0|256833.33|239600.54|230500.0||5|62.5|13745083333.33|117239.43|0|0.0|0|0.0|3|37.5|5|62.5|3|155000.0|385000.0|230000.0|192750.0|307750.0|115000.0|0.39|-1.5
189|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
190|SalePrice|3|1|165600.0|165600.0|165600.0|165600.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|165600.0|165600.0|0.0|165600.0|165600.0|0.0|0.0|-3.0
191|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
192|SalePrice|70|38|8219987.0|216315.45|205045.4|210500.0||32|45.71|5339028431.39|73068.66|0|0.0|0|0.0|38|54.29|32|45.71|38|82500.0|438780.0|356280.0|178400.0|249725.0|71325.0|1.09|2.01
193|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
194|SalePrice|5|2|444000.0|222000.0|201581.25|222000.0||3|60.0|17298000000.0|131521.86|0|0.0|0|0.0|2|40.0|3|60.0|2|129000.0|315000.0|186000.0|175500.0|268500.0|93000.0|0.0|-2.0
195|SalePrice|1|1|370878.0|370878.0|370878.0|370878.0|370878.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|370878.0|370878.0|0.0|370878.0|370878.0|0.0|0.0|-3.0
196|SalePrice|9|5|1214800.0|242960.0|214129.16|228000.0||4|44.44|17426053000.0|132007.78|0|0.0|0|0.0|5|55.56|4|44.44|5|116000.0|426000.0|310000.0|124900.0|319900.0|195000.0|0.35|-1.34
197|SalePrice|2|1|241500.0|241500.0|241500.0|241500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|241500.0|241500.0|0.0|241500.0|241500.0|0.0|0.0|-3.0
198|SalePrice|5|3|637900.0|212633.33|207851.97|197900.0||2|40.0|3187803333.33|56460.64|0|0.0|0|0.0|3|60.0|2|40.0|3|165000.0|275000.0|110000.0|181450.0|236450.0|55000.0|0.45|-1.5
199|SalePrice|2|1|255000.0|255000.0|255000.0|255000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|255000.0|255000.0|0.0|255000.0|255000.0|0.0|0.0|-3.0
200|SalePrice|13|2|395000.0|197500.0|179443.58|197500.0||11|84.62|13612500000.0|116672.62|0|0.0|0|0.0|2|15.38|11|84.62|2|115000.0|280000.0|165000.0|156250.0|238750.0|82500.0|0.0|-2.0
201|SalePrice|5|3|770000.0|256666.67|218257.0|301000.0||2|40.0|21923083333.33|148064.46|0|0.0|0|0.0|3|60.0|2|40.0|3|91500.0|377500.0|286000.0|196250.0|339250.0|143000.0|-0.5|-1.5
202|SalePrice|4|1|236500.0|236500.0|236500.0|236500.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|236500.0|236500.0|0.0|236500.0|236500.0|0.0|0.0|-3.0
203|SalePrice|6|3|587387.0|195795.67|187488.04|171000.0||3|50.0|5264509756.33|72556.94|0|0.0|0|0.0|3|50.0|3|50.0|3|138887.0|277500.0|138613.0|154943.5|224250.0|69306.5|0.55|-1.5
204|SalePrice|6|0|0.0|||||6|100.0|||0|0.0|0|0.0|0|0.0|6|100.0|0|||||||0.0|0.0
205|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
206|SalePrice|2|2|548000.0|274000.0|255099.98|274000.0|174000.0|1|50.0|20000000000.0|141421.36|0|0.0|0|0.0|2|100.0|0|0.0|2|174000.0|374000.0|200000.0|224000.0|324000.0|100000.0|0.0|-2.0
207|SalePrice|1|1|116000.0|116000.0|116000.0|116000.0|116000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|116000.0|116000.0|0.0|116000.0|116000.0|0.0|0.0|-3.0
208|SalePrice|15|10|2570727.0|257072.7|250112.28|268500.0||5|33.33|3677041241.79|60638.61|0|0.0|0|0.0|10|66.67|5|33.33|10|152000.0|360000.0|208000.0|226375.0|292750.0|66375.0|-0.17|-0.53
209|SalePrice|3|2|489900.0|244950.0|236154.61|244950.0||1|33.33|8463005000.0|91994.59|0|0.0|0|0.0|2|66.67|1|33.33|2|179900.0|310000.0|130100.0|212425.0|277475.0|65050.0|0.0|-2.0
210|SalePrice|11|5|1062461.0|212492.2|202229.16|215000.0||6|54.55|5530076104.2|74364.48|0|0.0|0|0.0|5|45.45|6|54.55|5|134900.0|318061.0|183161.0|149900.0|244600.0|94700.0|0.34|-1.19
211|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
212|SalePrice|6|2|468000.0|234000.0|229826.02|234000.0||4|66.67|3872000000.0|62225.4|0|0.0|0|0.0|2|33.33|4|66.67|2|190000.0|278000.0|88000.0|212000.0|256000.0|44000.0|0.0|-2.0
213|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
214|SalePrice|3|2|716581.0|358290.5|298417.43|358290.5||1|33.33|78638244780.5|280425.11|0|0.0|0|0.0|2|66.67|1|33.33|2|160000.0|556581.0|396581.0|259145.25|457435.75|198290.5|0.0|-2.0
215|SalePrice|1|1|123000.0|123000.0|123000.0|123000.0|123000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|123000.0|123000.0|0.0|123000.0|123000.0|0.0|0.0|-3.0
216|SalePrice|13|9|1932900.0|214766.67|188636.41|187750.0||4|30.77|14601655625.0|120837.31|0|0.0|0|0.0|9|69.23|4|30.77|9|97000.0|465000.0|368000.0|111250.0|240000.0|128750.0|1.01|0.04
218|SalePrice|3|1|154000.0|154000.0|154000.0|154000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|154000.0|154000.0|0.0|154000.0|154000.0|0.0|0.0|-3.0
219|SalePrice|2|2|442500.0|221250.0|220822.33|221250.0|235000.0|1|50.0|378125000.0|19445.44|0|0.0|0|0.0|2|100.0|0|0.0|2|207500.0|235000.0|27500.0|214375.0|228125.0|13750.0|0.0|-2.0
220|SalePrice|5|4|841250.0|210312.5|195370.37|220500.0|294000.0|1|20.0|7333557291.67|85636.19|0|0.0|0|0.0|4|80.0|1|20.0|4|106250.0|294000.0|187750.0|158562.5|272250.0|113687.5|-0.26|-1.54
221|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
222|SalePrice|2|2|424800.0|212400.0|197716.97|212400.0|290000.0|1|50.0|12043520000.0|109742.97|0|0.0|0|0.0|2|100.0|0|0.0|2|134800.0|290000.0|155200.0|173600.0|251200.0|77600.0|0.0|-2.0
224|SalePrice|19|14|2760500.0|197178.57|191643.89|181500.0||5|26.32|2417869505.49|49171.84|0|0.0|0|0.0|14|73.68|5|26.32|12|124500.0|290000.0|165500.0|161500.0|234500.0|73000.0|0.43|-0.93
225|SalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
226|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
227|SalePrice|1|1|180500.0|180500.0|180500.0|180500.0|180500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|180500.0|180500.0|0.0|180500.0|180500.0|0.0|0.0|-3.0
228|SalePrice|6|2|512000.0|256000.0|248989.46|256000.0||4|66.67|7080500000.0|84145.71|0|0.0|0|0.0|2|33.33|4|66.67|2|196500.0|315500.0|119000.0|226250.0|285750.0|59500.0|0.0|-2.0
229|SalePrice|1|1|120000.0|120000.0|120000.0|120000.0|120000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|120000.0|120000.0|0.0|120000.0|120000.0|0.0|0.0|-3.0
230|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
231|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
232|SalePrice|2|1|185000.0|185000.0|185000.0|185000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|185000.0|185000.0|0.0|185000.0|185000.0|0.0|0.0|-3.0
233|SalePrice|2|1|187500.0|187500.0|187500.0|187500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|187500.0|187500.0|0.0|187500.0|187500.0|0.0|0.0|-3.0
234|SalePrice|1|1|213000.0|213000.0|213000.0|213000.0|213000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|213000.0|213000.0|0.0|213000.0|213000.0|0.0|0.0|-3.0
235|SalePrice|2|1|200000.0|200000.0|200000.0|200000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|200000.0|200000.0|0.0|200000.0|200000.0|0.0|0.0|-3.0
236|SalePrice|1|1|350000.0|350000.0|350000.0|350000.0|350000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|350000.0|350000.0|0.0|350000.0|350000.0|0.0|0.0|-3.0
237|SalePrice|5|2|365000.0|182500.0|174328.0|182500.0||3|60.0|5832000000.0|76367.53|0|0.0|0|0.0|2|40.0|3|60.0|2|128500.0|236500.0|108000.0|155500.0|209500.0|54000.0|0.0|-2.0
238|SalePrice|5|2|259500.0|129750.0|122849.5|129750.0||3|60.0|3486125000.0|59043.42|0|0.0|0|0.0|2|40.0|3|60.0|2|88000.0|171500.0|83500.0|108875.0|150625.0|41750.0|0.0|-2.0
239|SalePrice|3|3|822750.0|274250.0|266345.27|315750.0|187000.0|1|33.33|5713937500.0|75590.59|0|0.0|0|0.0|3|100.0|0|0.0|3|187000.0|320000.0|133000.0|251375.0|317875.0|66500.0|-0.7|-1.5
240|SalePrice|20|10|2150643.0|215064.3|203100.56|202500.0||10|50.0|5922514900.46|76957.88|0|0.0|0|0.0|10|50.0|10|50.0|10|122500.0|342643.0|220143.0|150500.0|255800.0|105300.0|0.47|-1.05
241|SalePrice|1|1|142500.0|142500.0|142500.0|142500.0|142500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|142500.0|142500.0|0.0|142500.0|142500.0|0.0|0.0|-3.0
242|SalePrice|1|1|139000.0|139000.0|139000.0|139000.0|139000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|139000.0|139000.0|0.0|139000.0|139000.0|0.0|0.0|-3.0
243|SalePrice|2|1|172500.0|172500.0|172500.0|172500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|172500.0|172500.0|0.0|172500.0|172500.0|0.0|0.0|-3.0
244|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
245|SalePrice|2|1|160000.0|160000.0|160000.0|160000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|160000.0|160000.0|0.0|160000.0|160000.0|0.0|0.0|-3.0
246|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
247|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
248|SalePrice|3|1|386250.0|386250.0|386250.0|386250.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|386250.0|386250.0|0.0|386250.0|386250.0|0.0|0.0|-3.0
250|SalePrice|7|6|1462000.0|243666.67|203361.33|240500.0|341000.0|1|14.29|21641866666.67|147111.75|0|0.0|0|0.0|6|85.71|1|14.29|6|82000.0|440000.0|358000.0|124750.0|339750.0|215000.0|0.14|-1.63
252|SalePrice|8|2|335500.0|167750.0|167547.01|167750.0||6|75.0|136125000.0|11667.26|0|0.0|0|0.0|2|25.0|6|75.0|2|159500.0|176000.0|16500.0|163625.0|171875.0|8250.0|0.0|-2.0
253|SalePrice|2|2|587300.0|293650.0|293011.77|293650.0|274300.0|1|50.0|748845000.0|27365.03|0|0.0|0|0.0|2|100.0|0|0.0|2|274300.0|313000.0|38700.0|283975.0|303325.0|19350.0|0.0|-2.0
255|SalePrice|1|1|307000.0|307000.0|307000.0|307000.0|307000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|307000.0|307000.0|0.0|307000.0|307000.0|0.0|0.0|-3.0
256|SalePrice|8|2|304900.0|152450.0|152428.67|152450.0||6|75.0|13005000.0|3606.24|0|0.0|0|0.0|2|25.0|6|75.0|2|149900.0|155000.0|5100.0|151175.0|153725.0|2550.0|0.0|-2.0
257|SalePrice|3|1|285000.0|285000.0|285000.0|285000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|285000.0|285000.0|0.0|285000.0|285000.0|0.0|0.0|-3.0
259|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
260|SalePrice|1|1|147000.0|147000.0|147000.0|147000.0|147000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|147000.0|147000.0|0.0|147000.0|147000.0|0.0|0.0|-3.0
261|SalePrice|2|2|289900.0|144950.0|144370.36|144950.0|157900.0|1|50.0|335405000.0|18314.07|0|0.0|0|0.0|2|100.0|0|0.0|2|132000.0|157900.0|25900.0|138475.0|151425.0|12950.0|0.0|-2.0
262|SalePrice|3|2|481000.0|240500.0|232635.44|240500.0|301500.0|1|33.33|7442000000.0|86267.03|0|0.0|0|0.0|2|66.67|1|33.33|2|179500.0|301500.0|122000.0|210000.0|271000.0|61000.0|0.0|-2.0
263|SalePrice|1|1|76500.0|76500.0|76500.0|76500.0|76500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|76500.0|76500.0|0.0|76500.0|76500.0|0.0|0.0|-3.0
264|SalePrice|9|6|1293000.0|215500.0|199219.35|185500.0||3|33.33|11653900000.0|107953.23|0|0.0|0|0.0|6|66.67|3|33.33|6|144000.0|430000.0|286000.0|152500.0|201250.0|48750.0|1.58|0.84
265|SalePrice|2|1|181000.0|181000.0|181000.0|181000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|181000.0|181000.0|0.0|181000.0|181000.0|0.0|0.0|-3.0
266|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
268|SalePrice|5|3|579000.0|193000.0|186869.1|178000.0||2|40.0|3709000000.0|60901.56|0|0.0|0|0.0|3|60.0|2|40.0|3|141000.0|260000.0|119000.0|159500.0|219000.0|59500.0|0.43|-1.5
269|SalePrice|1|1|345000.0|345000.0|345000.0|345000.0|345000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|345000.0|345000.0|0.0|345000.0|345000.0|0.0|0.0|-3.0
270|SalePrice|3|3|759500.0|253166.67|235095.78|312500.0|132000.0|1|33.33|11012583333.33|104940.86|0|0.0|0|0.0|3|100.0|0|0.0|3|132000.0|315000.0|183000.0|222250.0|313750.0|91500.0|-0.71|-1.5
272|SalePrice|4|2|314000.0|157000.0|156540.73|157000.0||2|50.0|288000000.0|16970.56|0|0.0|0|0.0|2|50.0|2|50.0|2|145000.0|169000.0|24000.0|151000.0|163000.0|12000.0|0.0|-2.0
274|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
275|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
276|SalePrice|2|2|407000.0|203500.0|201564.51|203500.0|175500.0|1|50.0|1568000000.0|39597.98|0|0.0|0|0.0|2|100.0|0|0.0|2|175500.0|231500.0|56000.0|189500.0|217500.0|28000.0|0.0|-2.0
277|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
278|SalePrice|2|1|144000.0|144000.0|144000.0|144000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|144000.0|144000.0|0.0|144000.0|144000.0|0.0|0.0|-3.0
279|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
280|SalePrice|10|3|546900.0|182300.0|179599.93|200000.0||7|70.0|1353870000.0|36794.97|0|0.0|0|0.0|3|30.0|7|70.0|3|140000.0|206900.0|66900.0|170000.0|203450.0|33450.0|-0.68|-1.5
282|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
283|SalePrice|1|1|410000.0|410000.0|410000.0|410000.0|410000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|410000.0|410000.0|0.0|410000.0|410000.0|0.0|0.0|-3.0
284|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
285|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
286|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
287|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
288|SalePrice|6|5|1115000.0|223000.0|221732.67|216500.0|239000.0|1|16.67|717125000.0|26779.19|0|0.0|0|0.0|5|83.33|1|16.67|5|192000.0|260000.0|68000.0|207500.0|239000.0|31500.0|0.31|-1.22
289|SalePrice|2|2|291000.0|145500.0|145354.74|145500.0|152000.0|1|50.0|84500000.0|9192.39|0|0.0|0|0.0|2|100.0|0|0.0|2|139000.0|152000.0|13000.0|142250.0|148750.0|6500.0|0.0|-2.0
290|SalePrice|5|2|317000.0|158500.0|155537.78|158500.0||3|60.0|1860500000.0|43133.51|0|0.0|0|0.0|2|40.0|3|60.0|2|128000.0|189000.0|61000.0|143250.0|173750.0|30500.0|0.0|-2.0
291|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
292|SalePrice|3|2|373000.0|186500.0|183090.14|186500.0||1|33.33|2520500000.0|50204.58|0|0.0|0|0.0|2|66.67|1|33.33|2|151000.0|222000.0|71000.0|168750.0|204250.0|35500.0|0.0|-2.0
294|SalePrice|2|1|162000.0|162000.0|162000.0|162000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|162000.0|162000.0|0.0|162000.0|162000.0|0.0|0.0|-3.0
295|SalePrice|2|1|160000.0|160000.0|160000.0|160000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|160000.0|160000.0|0.0|160000.0|160000.0|0.0|0.0|-3.0
296|SalePrice|4|2|453000.0|226500.0|202484.57|226500.0||2|50.0|20604500000.0|143542.68|0|0.0|0|0.0|2|50.0|2|50.0|2|125000.0|328000.0|203000.0|175750.0|277250.0|101500.0|0.0|-2.0
297|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
298|SalePrice|2|1|181500.0|181500.0|181500.0|181500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|181500.0|181500.0|0.0|181500.0|181500.0|0.0|0.0|-3.0
300|SalePrice|3|2|445000.0|222500.0|221458.8|222500.0||1|33.33|924500000.0|30405.59|0|0.0|0|0.0|2|66.67|1|33.33|2|201000.0|244000.0|43000.0|211750.0|233250.0|21500.0|0.0|-2.0
301|SalePrice|1|1|180000.0|180000.0|180000.0|180000.0|180000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|180000.0|180000.0|0.0|180000.0|180000.0|0.0|0.0|-3.0
302|SalePrice|3|2|470000.0|235000.0|227211.36|235000.0||1|33.33|7200000000.0|84852.81|0|0.0|0|0.0|2|66.67|1|33.33|2|175000.0|295000.0|120000.0|205000.0|265000.0|60000.0|0.0|-2.0
303|SalePrice|1|1|165500.0|165500.0|165500.0|165500.0|165500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|165500.0|165500.0|0.0|165500.0|165500.0|0.0|0.0|-3.0
304|SalePrice|1|1|168000.0|168000.0|168000.0|168000.0|168000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|168000.0|168000.0|0.0|168000.0|168000.0|0.0|0.0|-3.0
305|SalePrice|2|1|172000.0|172000.0|172000.0|172000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|172000.0|172000.0|0.0|172000.0|172000.0|0.0|0.0|-3.0
306|SalePrice|4|1|190000.0|190000.0|190000.0|190000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|190000.0|190000.0|0.0|190000.0|190000.0|0.0|0.0|-3.0
307|SalePrice|3|1|173000.0|173000.0|173000.0|173000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|173000.0|173000.0|0.0|173000.0|173000.0|0.0|0.0|-3.0
308|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
309|SalePrice|1|1|290000.0|290000.0|290000.0|290000.0|290000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|290000.0|290000.0|0.0|290000.0|290000.0|0.0|0.0|-3.0
311|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
312|SalePrice|5|1|264561.0|264561.0|264561.0|264561.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|264561.0|264561.0|0.0|264561.0|264561.0|0.0|0.0|-3.0
314|SalePrice|3|2|847500.0|423750.0|421588.07|423750.0||1|33.33|3655125000.0|60457.63|0|0.0|0|0.0|2|66.67|1|33.33|2|381000.0|466500.0|85500.0|402375.0|445125.0|42750.0|0.0|-2.0
315|SalePrice|3|2|582500.0|291250.0|272144.26|291250.0|187500.0|1|33.33|21528125000.0|146724.66|0|0.0|0|0.0|2|66.67|1|33.33|2|187500.0|395000.0|207500.0|239375.0|343125.0|103750.0|0.0|-2.0
316|SalePrice|3|2|253500.0|126750.0|125570.7|126750.0||1|33.33|595125000.0|24395.18|0|0.0|0|0.0|2|66.67|1|33.33|2|109500.0|144000.0|34500.0|118125.0|135375.0|17250.0|0.0|-2.0
318|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
319|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
320|SalePrice|3|2|619000.0|309500.0|308447.73|309500.0|335000.0|1|33.33|1300500000.0|36062.45|0|0.0|0|0.0|2|66.67|1|33.33|2|284000.0|335000.0|51000.0|296750.0|322250.0|25500.0|0.0|-2.0
321|SalePrice|2|1|150000.0|150000.0|150000.0|150000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|150000.0|150000.0|0.0|150000.0|150000.0|0.0|0.0|-3.0
322|SalePrice|2|2|662500.0|331250.0|328671.57|331250.0|290000.0|1|50.0|3403125000.0|58336.31|0|0.0|0|0.0|2|100.0|0|0.0|2|290000.0|372500.0|82500.0|310625.0|351875.0|41250.0|0.0|-2.0
324|SalePrice|2|2|526819.0|263409.5|244295.81|263409.5|361919.0|1|50.0|19408243180.5|139313.47|0|0.0|0|0.0|2|100.0|0|0.0|2|164900.0|361919.0|197019.0|214154.75|312664.25|98509.5|0.0|-2.0
325|SalePrice|1|1|164000.0|164000.0|164000.0|164000.0|164000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|164000.0|164000.0|0.0|164000.0|164000.0|0.0|0.0|-3.0
326|SalePrice|1|1|369900.0|369900.0|369900.0|369900.0|369900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|369900.0|369900.0|0.0|369900.0|369900.0|0.0|0.0|-3.0
327|SalePrice|1|1|320000.0|320000.0|320000.0|320000.0|320000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|320000.0|320000.0|0.0|320000.0|320000.0|0.0|0.0|-3.0
328|SalePrice|4|2|252900.0|126450.0|119463.38|126450.0||2|50.0|3436205000.0|58619.15|0|0.0|0|0.0|2|50.0|2|50.0|2|85000.0|167900.0|82900.0|105725.0|147175.0|41450.0|0.0|-2.0
329|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
330|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
331|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
333|SalePrice|1|1|158000.0|158000.0|158000.0|158000.0|158000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|158000.0|158000.0|0.0|158000.0|158000.0|0.0|0.0|-3.0
335|SalePrice|3|3|433400.0|144466.67|144104.42|139500.0|158900.0|1|33.33|161303333.33|12700.52|0|0.0|0|0.0|3|100.0|0|0.0|3|135000.0|158900.0|23900.0|137250.0|149200.0|11950.0|0.61|-1.5
