LotArea|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
7931|SalePrice|2|2|287500.0|143750.0|143309.11|143750.0|132500.0|1|50.0|253125000.0|15909.9|0|0.0|0|0.0|2|100.0|0|0.0|2|132500.0|155000.0|22500.0|138125.0|149375.0|11250.0|0.0|-2.0
7936|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7937|SalePrice|1|1|142500.0|142500.0|142500.0|142500.0|142500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|142500.0|142500.0|0.0|142500.0|142500.0|0.0|0.0|-3.0
7939|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7942|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7943|SalePrice|1|1|118500.0|118500.0|118500.0|118500.0|118500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|118500.0|118500.0|0.0|118500.0|118500.0|0.0|0.0|-3.0
7945|SalePrice|1|1|141000.0|141000.0|141000.0|141000.0|141000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|141000.0|141000.0|0.0|141000.0|141000.0|0.0|0.0|-3.0
7950|SalePrice|1|1|159500.0|159500.0|159500.0|159500.0|159500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|159500.0|159500.0|0.0|159500.0|159500.0|0.0|0.0|-3.0
7976|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7980|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7984|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
7990|SalePrice|1|1|110000.0|110000.0|110000.0|110000.0|110000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|110000.0|110000.0|0.0|110000.0|110000.0|0.0|0.0|-3.0
7993|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8000|SalePrice|10|3|461000.0|153666.67|151815.8|141000.0||7|70.0|904333333.33|30072.14|0|0.0|0|0.0|3|30.0|7|70.0|3|132000.0|188000.0|56000.0|136500.0|164500.0|28000.0|0.64|-1.5
8004|SalePrice|1|1|263435.0|263435.0|263435.0|263435.0|263435.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|263435.0|263435.0|0.0|263435.0|263435.0|0.0|0.0|-3.0
8010|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
8012|SalePrice|4|3|515200.0|171733.33|170376.8|179200.0|143000.0|1|25.0|666813333.33|25822.73|0|0.0|0|0.0|3|75.0|1|25.0|3|143000.0|193000.0|50000.0|161100.0|186100.0|25000.0|-0.49|-1.5
8013|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8014|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8020|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8029|SalePrice|1|1|176000.0|176000.0|176000.0|176000.0|176000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|176000.0|176000.0|0.0|176000.0|176000.0|0.0|0.0|-3.0
8035|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8049|SalePrice|1|1|180000.0|180000.0|180000.0|180000.0|180000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|180000.0|180000.0|0.0|180000.0|180000.0|0.0|0.0|-3.0
8050|SalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
8063|SalePrice|1|1|181000.0|181000.0|181000.0|181000.0|181000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|181000.0|181000.0|0.0|181000.0|181000.0|0.0|0.0|-3.0
8064|SalePrice|5|1|122900.0|122900.0|122900.0|122900.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|122900.0|122900.0|0.0|122900.0|122900.0|0.0|0.0|-3.0
8068|SalePrice|1|1|200000.0|200000.0|200000.0|200000.0|200000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|200000.0|200000.0|0.0|200000.0|200000.0|0.0|0.0|-3.0
8070|SalePrice|1|1|123600.0|123600.0|123600.0|123600.0|123600.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|123600.0|123600.0|0.0|123600.0|123600.0|0.0|0.0|-3.0
8072|SalePrice|1|1|138000.0|138000.0|138000.0|138000.0|138000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|138000.0|138000.0|0.0|138000.0|138000.0|0.0|0.0|-3.0
8076|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8078|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8088|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8089|SalePrice|1|1|392000.0|392000.0|392000.0|392000.0|392000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|392000.0|392000.0|0.0|392000.0|392000.0|0.0|0.0|-3.0
8092|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8094|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
8098|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8100|SalePrice|3|2|259500.0|129750.0|127557.83|129750.0|153500.0|1|33.33|1128125000.0|33587.57|0|0.0|0|0.0|2|66.67|1|33.33|2|106000.0|153500.0|47500.0|117875.0|141625.0|23750.0|0.0|-2.0
8118|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8120|SalePrice|1|1|124500.0|124500.0|124500.0|124500.0|124500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|124500.0|124500.0|0.0|124500.0|124500.0|0.0|0.0|-3.0
8121|SalePrice|1|1|172400.0|172400.0|172400.0|172400.0|172400.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|172400.0|172400.0|0.0|172400.0|172400.0|0.0|0.0|-3.0
8123|SalePrice|1|1|179000.0|179000.0|179000.0|179000.0|179000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|179000.0|179000.0|0.0|179000.0|179000.0|0.0|0.0|-3.0
8125|SalePrice|12|8|1515950.0|189493.75|182723.99|195250.0||4|33.33|2169550312.5|46578.43|0|0.0|0|0.0|8|66.67|4|33.33|8|88000.0|241000.0|153000.0|183375.0|211962.5|28587.5|-1.27|1.02
8127|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8128|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8139|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8145|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
8146|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8147|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8154|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8155|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8158|SalePrice|2|1|224900.0|224900.0|224900.0|224900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|224900.0|224900.0|0.0|224900.0|224900.0|0.0|0.0|-3.0
8160|SalePrice|1|1|126000.0|126000.0|126000.0|126000.0|126000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|126000.0|126000.0|0.0|126000.0|126000.0|0.0|0.0|-3.0
8163|SalePrice|1|1|143000.0|143000.0|143000.0|143000.0|143000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|143000.0|143000.0|0.0|143000.0|143000.0|0.0|0.0|-3.0
8169|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8170|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8172|SalePrice|4|2|250000.0|125000.0|124599.36|125000.0||2|50.0|200000000.0|14142.14|0|0.0|0|0.0|2|50.0|2|50.0|2|115000.0|135000.0|20000.0|120000.0|130000.0|10000.0|0.0|-2.0
8174|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8176|SalePrice|1|1|139000.0|139000.0|139000.0|139000.0|139000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|139000.0|139000.0|0.0|139000.0|139000.0|0.0|0.0|-3.0
8190|SalePrice|1|1|119000.0|119000.0|119000.0|119000.0|119000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|119000.0|119000.0|0.0|119000.0|119000.0|0.0|0.0|-3.0
8197|SalePrice|2|1|143500.0|143500.0|143500.0|143500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|143500.0|143500.0|0.0|143500.0|143500.0|0.0|0.0|-3.0
8198|SalePrice|1|1|207000.0|207000.0|207000.0|207000.0|207000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|207000.0|207000.0|0.0|207000.0|207000.0|0.0|0.0|-3.0
8199|SalePrice|1|1|189000.0|189000.0|189000.0|189000.0|189000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|189000.0|189000.0|0.0|189000.0|189000.0|0.0|0.0|-3.0
8200|SalePrice|1|1|219500.0|219500.0|219500.0|219500.0|219500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|219500.0|219500.0|0.0|219500.0|219500.0|0.0|0.0|-3.0
8212|SalePrice|2|1|58500.0|58500.0|58500.0|58500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|58500.0|58500.0|0.0|58500.0|58500.0|0.0|0.0|-3.0
8220|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8229|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8232|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8235|SalePrice|2|1|125000.0|125000.0|125000.0|125000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|125000.0|125000.0|0.0|125000.0|125000.0|0.0|0.0|-3.0
8238|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8239|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8240|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8243|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8244|SalePrice|1|1|183500.0|183500.0|183500.0|183500.0|183500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|183500.0|183500.0|0.0|183500.0|183500.0|0.0|0.0|-3.0
8246|SalePrice|1|1|154000.0|154000.0|154000.0|154000.0|154000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|154000.0|154000.0|0.0|154000.0|154000.0|0.0|0.0|-3.0
8248|SalePrice|3|2|183000.0|91500.0|88158.95|91500.0||1|33.33|1200500000.0|34648.23|0|0.0|0|0.0|2|66.67|1|33.33|2|67000.0|116000.0|49000.0|79250.0|103750.0|24500.0|0.0|-2.0
8250|SalePrice|6|2|279000.0|139500.0|139391.53|139500.0||4|66.67|60500000.0|7778.17|0|0.0|0|0.0|2|33.33|4|66.67|2|134000.0|145000.0|11000.0|136750.0|142250.0|5500.0|0.0|-2.0
8251|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8263|SalePrice|1|1|118400.0|118400.0|118400.0|118400.0|118400.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|118400.0|118400.0|0.0|118400.0|118400.0|0.0|0.0|-3.0
8267|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8280|SalePrice|1|1|124000.0|124000.0|124000.0|124000.0|124000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|124000.0|124000.0|0.0|124000.0|124000.0|0.0|0.0|-3.0
8281|SalePrice|1|1|62383.0|62383.0|62383.0|62383.0|62383.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|62383.0|62383.0|0.0|62383.0|62383.0|0.0|0.0|-3.0
8285|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8286|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8294|SalePrice|1|1|123000.0|123000.0|123000.0|123000.0|123000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|123000.0|123000.0|0.0|123000.0|123000.0|0.0|0.0|-3.0
8298|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8300|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8304|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8308|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8314|SalePrice|2|1|124500.0|124500.0|124500.0|124500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|124500.0|124500.0|0.0|124500.0|124500.0|0.0|0.0|-3.0
8320|SalePrice|1|1|185900.0|185900.0|185900.0|185900.0|185900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|185900.0|185900.0|0.0|185900.0|185900.0|0.0|0.0|-3.0
8333|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8334|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8335|SalePrice|1|1|93000.0|93000.0|93000.0|93000.0|93000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|93000.0|93000.0|0.0|93000.0|93000.0|0.0|0.0|-3.0
8339|SalePrice|1|1|106500.0|106500.0|106500.0|106500.0|106500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|106500.0|106500.0|0.0|106500.0|106500.0|0.0|0.0|-3.0
8340|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8366|SalePrice|1|1|173000.0|173000.0|173000.0|173000.0|173000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|173000.0|173000.0|0.0|173000.0|173000.0|0.0|0.0|-3.0
8368|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8375|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8382|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8385|SalePrice|2|1|149900.0|149900.0|149900.0|149900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|149900.0|149900.0|0.0|149900.0|149900.0|0.0|0.0|-3.0
8390|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8393|SalePrice|1|1|145000.0|145000.0|145000.0|145000.0|145000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|145000.0|145000.0|0.0|145000.0|145000.0|0.0|0.0|-3.0
8396|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8398|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
8400|SalePrice|21|14|2096000.0|149714.29|142455.88|144500.0||7|33.33|1958989010.99|44260.47|0|0.0|0|0.0|14|66.67|7|33.33|14|60000.0|227000.0|167000.0|137000.0|173250.0|36250.0|-0.26|0.0
8402|SalePrice|2|1|147000.0|147000.0|147000.0|147000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|147000.0|147000.0|0.0|147000.0|147000.0|0.0|0.0|-3.0
8405|SalePrice|2|2|217000.0|108500.0|107990.74|108500.0|98000.0|1|50.0|220500000.0|14849.24|0|0.0|0|0.0|2|100.0|0|0.0|2|98000.0|119000.0|21000.0|103250.0|113750.0|10500.0|0.0|-2.0
8410|SalePrice|2|1|81000.0|81000.0|81000.0|81000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|81000.0|81000.0|0.0|81000.0|81000.0|0.0|0.0|-3.0
8413|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8414|SalePrice|1|1|154500.0|154500.0|154500.0|154500.0|154500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|154500.0|154500.0|0.0|154500.0|154500.0|0.0|0.0|-3.0
8425|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8428|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8430|SalePrice|1|1|124000.0|124000.0|124000.0|124000.0|124000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|124000.0|124000.0|0.0|124000.0|124000.0|0.0|0.0|-3.0
8433|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8445|SalePrice|1|1|133000.0|133000.0|133000.0|133000.0|133000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|133000.0|133000.0|0.0|133000.0|133000.0|0.0|0.0|-3.0
8450|SalePrice|9|6|1063000.0|177166.67|174789.24|182000.0||3|33.33|971266666.67|31165.15|0|0.0|0|0.0|6|66.67|3|33.33|6|138500.0|210000.0|71500.0|151250.0|202625.0|51375.0|-0.25|-1.5
8453|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8461|SalePrice|1|1|163990.0|163990.0|163990.0|163990.0|163990.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|163990.0|163990.0|0.0|163990.0|163990.0|0.0|0.0|-3.0
8462|SalePrice|1|1|201000.0|201000.0|201000.0|201000.0|201000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|201000.0|201000.0|0.0|201000.0|201000.0|0.0|0.0|-3.0
8470|SalePrice|2|1|85000.0|85000.0|85000.0|85000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|85000.0|85000.0|0.0|85000.0|85000.0|0.0|0.0|-3.0
8471|SalePrice|1|1|151000.0|151000.0|151000.0|151000.0|151000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|151000.0|151000.0|0.0|151000.0|151000.0|0.0|0.0|-3.0
8472|SalePrice|1|1|110000.0|110000.0|110000.0|110000.0|110000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|110000.0|110000.0|0.0|110000.0|110000.0|0.0|0.0|-3.0
8475|SalePrice|1|1|135750.0|135750.0|135750.0|135750.0|135750.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|135750.0|135750.0|0.0|135750.0|135750.0|0.0|0.0|-3.0
8480|SalePrice|4|2|251000.0|125500.0|125304.63|125500.0||2|50.0|98000000.0|9899.49|0|0.0|0|0.0|2|50.0|2|50.0|2|118500.0|132500.0|14000.0|122000.0|129000.0|7000.0|0.0|-2.0
8487|SalePrice|1|1|190000.0|190000.0|190000.0|190000.0|190000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|190000.0|190000.0|0.0|190000.0|190000.0|0.0|0.0|-3.0
8499|SalePrice|2|1|156932.0|156932.0|156932.0|156932.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|156932.0|156932.0|0.0|156932.0|156932.0|0.0|0.0|-3.0
8500|SalePrice|4|4|433200.0|108300.0|95002.55|106800.0|179600.0|1|25.0|3295853333.33|57409.52|0|0.0|0|0.0|4|100.0|0|0.0|4|40000.0|179600.0|139600.0|83950.0|131150.0|47200.0|0.09|-1.05
8510|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8512|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8513|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8516|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8520|SalePrice|6|4|507900.0|126975.0|124347.12|120950.0||2|33.33|925402500.0|30420.43|0|0.0|0|0.0|4|66.67|2|33.33|4|100000.0|166000.0|66000.0|104425.0|143500.0|39075.0|0.43|-1.42
8521|SalePrice|1|1|125000.0|125000.0|125000.0|125000.0|125000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|125000.0|125000.0|0.0|125000.0|125000.0|0.0|0.0|-3.0
8525|SalePrice|1|1|130000.0|130000.0|130000.0|130000.0|130000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|130000.0|130000.0|0.0|130000.0|130000.0|0.0|0.0|-3.0
8529|SalePrice|1|1|189000.0|189000.0|189000.0|189000.0|189000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|189000.0|189000.0|0.0|189000.0|189000.0|0.0|0.0|-3.0
8530|SalePrice|1|1|168500.0|168500.0|168500.0|168500.0|168500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|168500.0|168500.0|0.0|168500.0|168500.0|0.0|0.0|-3.0
8532|SalePrice|1|1|153000.0|153000.0|153000.0|153000.0|153000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|153000.0|153000.0|0.0|153000.0|153000.0|0.0|0.0|-3.0
8534|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8536|SalePrice|1|1|155000.0|155000.0|155000.0|155000.0|155000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|155000.0|155000.0|0.0|155000.0|155000.0|0.0|0.0|-3.0
8540|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8544|SalePrice|5|4|423250.0|105812.5|103219.12|93200.0|92900.0|1|20.0|849730625.0|29150.14|0|0.0|0|0.0|4|80.0|1|20.0|4|87500.0|149350.0|61850.0|91550.0|107462.5|15912.5|1.12|-0.69
8546|SalePrice|1|1|140000.0|140000.0|140000.0|140000.0|140000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
8550|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
8556|SalePrice|1|1|194000.0|194000.0|194000.0|194000.0|194000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|194000.0|194000.0|0.0|194000.0|194000.0|0.0|0.0|-3.0
8562|SalePrice|1|1|144500.0|144500.0|144500.0|144500.0|144500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|144500.0|144500.0|0.0|144500.0|144500.0|0.0|0.0|-3.0
8574|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8577|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8581|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8593|SalePrice|1|1|109008.0|109008.0|109008.0|109008.0|109008.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|109008.0|109008.0|0.0|109008.0|109008.0|0.0|0.0|-3.0
8600|SalePrice|1|1|119500.0|119500.0|119500.0|119500.0|119500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|119500.0|119500.0|0.0|119500.0|119500.0|0.0|0.0|-3.0
8604|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8626|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8633|SalePrice|1|1|173500.0|173500.0|173500.0|173500.0|173500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|173500.0|173500.0|0.0|173500.0|173500.0|0.0|0.0|-3.0
8635|SalePrice|2|1|127000.0|127000.0|127000.0|127000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|127000.0|127000.0|0.0|127000.0|127000.0|0.0|0.0|-3.0
8637|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8638|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
8640|SalePrice|10|4|947914.0|236978.5|236463.37|240018.0||6|60.0|320788723.67|17910.58|0|0.0|0|0.0|4|40.0|6|60.0|4|215200.0|252678.0|37478.0|225892.0|251104.5|25212.5|-0.29|-1.6
8658|SalePrice|2|1|160000.0|160000.0|160000.0|160000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|160000.0|160000.0|0.0|160000.0|160000.0|0.0|0.0|-3.0
